"","-0.60000000_-76.10000000","-0.60000000_-76.20000000","-1.80000000_-80.60000000","-11.90000000_-71.40000000","-13.00000000_40.50000000","-13.10000000_-71.60000000","-16.30000000_34.90000000","-19.30000000_-43.50000000","-2.40000000_-60.00000000","-25.10000000_30.60000000","-25.40000000_-49.00000000","-25.40000000_28.30000000","-25.90000000_26.30000000","-26.50000000_24.10000000","-26.50000000_27.60000000","-27.00000000_24.70000000","-27.30000000_26.20000000","-27.40000000_26.60000000","-27.40000000_29.50000000","-27.40000000_30.00000000","-27.70000000_27.30000000","-27.70000000_29.50000000","-27.90000000_29.70000000","-28.00000000_26.30000000","-28.00000000_30.20000000","-28.10000000_24.10000000","-28.10000000_26.40000000","-28.30000000_26.20000000","-28.40000000_23.80000000","-28.50000000_24.90000000","-28.50000000_29.90000000","-28.60000000_23.60000000","-28.90000000_24.80000000","-28.90000000_27.20000000","-29.20000000_22.40000000","-29.20000000_23.20000000","-29.30000000_23.50000000","-29.30000000_25.40000000","-29.30000000_25.50000000","-29.30000000_25.90000000","-29.40000000_25.00000000","-29.50000000_24.00000000","-29.50000000_25.50000000","-29.50000000_27.20000000","-29.60000000_30.30000000","-29.90000000_25.10000000","-30.00000000_24.40000000","-30.10000000_26.50000000","-30.20000000_24.20000000","-30.20000000_28.30000000","-30.40000000_24.90000000","-30.50000000_22.50000000","-30.60000000_24.10000000","-30.60000000_26.40000000","-30.90000000_26.70000000","-31.10000000_24.20000000","-31.70000000_23.30000000","-32.00000000_18.00000000","-32.00000000_22.80000000","-32.10000000_18.30000000","-32.90000000_20.90000000","-33.30000000_20.80000000","-33.50000000_22.20000000","-33.90000000_18.80000000","-34.00000000_20.70000000","-34.00000000_25.60000000","-34.10000000_18.30000000","-34.10000000_18.90000000","-35.40000000_-72.30000000","-35.60000000_-58.00000000","-4.80000000_38.50000000","-41.00000000_-71.30000000","-42.10000000_-73.70000000","-5.90000000_-35.20000000","-6.60000000_-37.30000000","10.20000000_-84.10000000","10.20000000_-84.50000000","10.30000000_-83.90000000","10.40000000_-84.00000000","10.60000000_-83.60000000","10.70000000_-61.30000000","14.40000000_101.40000000","16.70000000_-92.70000000","19.50000000_-104.20000000","20.90000000_-90.30000000","22.90000000_-98.00000000","23.60000000_58.50000000","24.70000000_-98.00000000","24.70000000_-98.50000000","25.00000000_-104.10000000","26.60000000_-98.70000000","26.70000000_-81.70000000","26.80000000_-81.20000000","27.10000000_92.40000000","27.20000000_-81.30000000","28.50000000_-103.70000000","29.00000000_-99.20000000","3.00000000_102.30000000","30.30000000_-105.10000000","30.50000000_91.10000000","30.80000000_-84.00000000","31.20000000_-107.40000000","31.20000000_-97.70000000","31.30000000_-84.50000000","31.50000000_-110.50000000","31.90000000_-96.60000000","32.20000000_-110.60000000","32.60000000_-107.00000000","32.70000000_-81.40000000","33.00000000_-106.20000000","33.20000000_-111.20000000","33.20000000_-95.90000000","33.30000000_-87.80000000","33.40000000_-93.90000000","33.50000000_-112.80000000","33.50000000_-118.50000000","33.60000000_-111.10000000","33.70000000_-118.10000000","33.70000000_-89.00000000","33.80000000_-102.70000000","33.80000000_-109.50000000","34.20000000_-117.20000000","34.30000000_-92.20000000","34.70000000_-87.40000000","34.70000000_-87.80000000","34.70000000_-90.90000000","34.70000000_-98.60000000","34.90000000_-88.10000000","35.00000000_-102.10000000","35.00000000_-119.00000000","35.40000000_-86.10000000","35.50000000_-111.40000000","35.50000000_-119.30000000","35.60000000_-108.60000000","35.90000000_-84.70000000","36.00000000_-89.00000000","36.10000000_-84.90000000","36.10000000_-86.40000000","36.10000000_-89.10000000","36.20000000_-92.10000000","36.20000000_-96.70000000","36.40000000_-86.30000000","36.50000000_-118.60000000","36.50000000_-87.20000000","36.60000000_-101.40000000","36.60000000_-112.20000000","36.60000000_-120.10000000","36.60000000_-85.10000000","36.60000000_-87.60000000","36.70000000_-113.00000000","36.70000000_35.10000000","36.80000000_-109.60000000","36.80000000_-121.80000000","36.80000000_-85.20000000","36.90000000_-120.40000000","37.00000000_-6.40000000","37.00000000_-88.90000000","37.00000000_-89.20000000","37.10000000_-76.00000000","37.20000000_-108.10000000","37.20000000_-120.60000000","37.20000000_-5.90000000","37.30000000_-119.20000000","37.30000000_-3.20000000","37.30000000_-84.90000000","37.40000000_-120.00000000","37.40000000_-5.90000000","37.40000000_-92.60000000","37.60000000_-121.00000000","37.60000000_-87.50000000","37.70000000_-88.10000000","37.80000000_-122.50000000","37.90000000_-122.70000000","37.90000000_-95.00000000","38.00000000_-75.30000000","38.10000000_-122.50000000","38.20000000_-0.70000000","38.40000000_-103.80000000","38.40000000_-121.50000000","38.50000000_-112.60000000","38.50000000_-9.00000000","38.60000000_-75.50000000","38.60000000_-87.10000000","38.70000000_-110.10000000","38.70000000_-84.10000000","38.80000000_-120.30000000","38.90000000_-105.60000000","39.10000000_-76.80000000","39.10000000_-92.30000000","39.30000000_-90.20000000","39.40000000_-111.80000000","39.40000000_-83.40000000","39.60000000_-88.80000000","39.70000000_-122.00000000","39.70000000_-80.80000000","39.90000000_-74.10000000","4.10000000_-52.70000000","40.00000000_-86.80000000","40.10000000_-96.90000000","40.20000000_-112.30000000","40.20000000_-8.70000000","40.20000000_-83.30000000","40.20000000_-97.10000000","40.30000000_-84.70000000","40.50000000_-92.30000000","40.60000000_-121.40000000","40.60000000_-124.30000000","40.60000000_-88.40000000","40.80000000_-89.50000000","40.90000000_-124.00000000","40.90000000_-98.30000000","41.00000000_-112.80000000","41.00000000_-121.10000000","41.10000000_-123.60000000","41.10000000_-123.70000000","41.20000000_-71.60000000","41.20000000_0.50000000","41.40000000_2.10000000","41.50000000_-97.80000000","41.60000000_-93.40000000","41.60000000_75.70000000","41.70000000_-113.10000000","41.70000000_12.40000000","41.80000000_-111.90000000","41.80000000_-80.30000000","41.80000000_1.60000000","42.00000000_-116.90000000","42.00000000_-89.60000000","42.20000000_-5.60000000","42.30000000_-74.90000000","42.30000000_-95.70000000","42.40000000_-114.40000000","42.40000000_-88.30000000","42.40000000_-90.40000000","42.50000000_-114.10000000","42.50000000_-84.00000000","42.70000000_-114.90000000","42.70000000_-120.70000000","42.70000000_-122.80000000","42.80000000_-118.90000000","42.90000000_-0.90000000","42.90000000_-97.80000000","43.00000000_-114.60000000","43.00000000_-115.20000000","43.10000000_-116.30000000","43.20000000_6.10000000","43.40000000_-88.00000000","43.50000000_-123.60000000","43.50000000_-86.60000000","43.50000000_-90.80000000","43.70000000_-115.20000000","43.70000000_4.80000000","43.90000000_-71.80000000","43.90000000_15.60000000","44.00000000_-77.70000000","44.00000000_-90.10000000","44.00000000_6.00000000","44.20000000_-122.20000000","44.20000000_-76.10000000","44.40000000_-123.90000000","44.40000000_-84.00000000","44.40000000_-84.70000000","44.50000000_-66.30000000","44.50000000_-88.60000000","44.60000000_-76.30000000","44.60000000_-95.80000000","44.60000000_10.90000000","44.80000000_-116.40000000","44.80000000_-95.90000000","44.80000000_8.80000000","44.80000000_8.90000000","44.90000000_-103.60000000","44.90000000_-118.70000000","44.90000000_7.70000000","45.00000000_-91.90000000","45.10000000_-121.70000000","45.10000000_-79.30000000","45.10000000_-82.40000000","45.30000000_-98.60000000","45.50000000_-113.50000000","45.80000000_-101.20000000","45.80000000_-86.70000000","45.90000000_-1.10000000","45.90000000_-114.30000000","46.00000000_-99.10000000","46.00000000_7.00000000","46.10000000_-84.00000000","46.10000000_-93.80000000","46.20000000_2.60000000","46.30000000_-84.50000000","46.40000000_-84.20000000","46.50000000_-85.20000000","46.60000000_-92.40000000","46.70000000_-97.20000000","46.80000000_19.20000000","46.90000000_8.00000000","47.00000000_-120.60000000","47.00000000_-98.90000000","47.20000000_-119.30000000","47.20000000_-121.70000000","47.20000000_-57.80000000","47.30000000_19.40000000","47.30000000_19.50000000","47.30000000_19.70000000","47.30000000_6.60000000","47.40000000_-82.00000000","47.50000000_-100.80000000","47.50000000_20.20000000","47.60000000_1.50000000","47.60000000_20.10000000","47.60000000_7.60000000","47.70000000_-3.20000000","47.70000000_-96.10000000","47.70000000_9.50000000","47.80000000_-124.00000000","47.80000000_-87.90000000","47.90000000_-90.90000000","48.20000000_21.80000000","48.30000000_-105.20000000","48.40000000_-120.80000000","48.50000000_-124.20000000","48.60000000_-124.70000000","48.60000000_-83.00000000","48.60000000_-85.70000000","48.60000000_-93.70000000","48.70000000_-103.30000000","48.70000000_9.70000000","48.90000000_-119.70000000","48.90000000_-64.40000000","48.90000000_8.80000000","49.10000000_-106.50000000","49.10000000_-97.90000000","49.20000000_-110.50000000","49.20000000_-86.60000000","49.30000000_-84.10000000","49.80000000_-57.30000000","49.90000000_18.80000000","50.00000000_-88.60000000","50.10000000_-109.10000000","50.20000000_-98.20000000","50.50000000_-100.30000000","50.80000000_-109.20000000","50.80000000_-125.10000000","50.80000000_-85.40000000","51.10000000_-106.80000000","51.10000000_-98.20000000","51.20000000_-0.70000000","51.30000000_30.30000000","51.30000000_4.30000000","51.30000000_4.50000000","51.60000000_-115.50000000","51.60000000_-95.60000000","51.80000000_-101.20000000","51.80000000_5.90000000","52.00000000_-127.00000000","52.10000000_-104.30000000","52.10000000_-106.60000000","52.20000000_5.70000000","52.20000000_5.80000000","52.30000000_-96.80000000","52.30000000_0.30000000","52.30000000_5.50000000","52.30000000_5.70000000","52.30000000_5.80000000","52.30000000_5.90000000","52.40000000_-0.80000000","52.40000000_-88.10000000","52.40000000_0.80000000","52.40000000_5.70000000","52.50000000_-0.50000000","52.50000000_5.50000000","52.60000000_-92.80000000","52.60000000_1.70000000","52.70000000_-108.60000000","52.70000000_5.60000000","52.90000000_-1.60000000","52.90000000_-1.80000000","53.00000000_-0.50000000","53.00000000_4.70000000","53.10000000_-1.00000000","53.10000000_-2.50000000","53.20000000_-2.30000000","53.20000000_-2.70000000","53.30000000_-0.70000000","53.30000000_-1.80000000","53.30000000_-2.20000000","53.40000000_-0.30000000","53.40000000_-1.90000000","53.40000000_-101.10000000","53.40000000_-3.70000000","53.40000000_5.40000000","53.50000000_-1.80000000","53.50000000_-103.40000000","53.50000000_-2.80000000","53.50000000_14.50000000","53.60000000_-1.40000000","53.60000000_8.30000000","53.70000000_-3.00000000","53.80000000_-1.40000000","53.80000000_-1.70000000","53.80000000_-105.80000000","53.80000000_-3.10000000","53.80000000_-3.20000000","53.90000000_-2.30000000","53.90000000_-2.80000000","54.00000000_-2.80000000","54.10000000_-2.70000000","54.10000000_-3.30000000","54.30000000_-1.90000000","54.50000000_-2.40000000","54.50000000_-3.20000000","54.50000000_-99.80000000","54.60000000_-3.40000000","54.80000000_-3.40000000","54.90000000_-3.10000000","55.00000000_-1.60000000","55.20000000_-128.70000000","55.20000000_20.90000000","55.30000000_-3.40000000","55.90000000_8.20000000","56.20000000_9.30000000","56.80000000_-102.10000000","57.20000000_-4.20000000","57.20000000_-92.60000000","57.50000000_18.50000000","57.80000000_-6.30000000","58.10000000_26.50000000","58.30000000_7.30000000","58.40000000_-101.20000000","58.40000000_-2.60000000","59.00000000_-109.80000000","59.00000000_-138.00000000","59.10000000_-3.10000000","59.60000000_38.40000000","59.90000000_17.60000000","6.00000000_116.60000000","60.20000000_24.90000000","60.30000000_24.30000000","61.30000000_8.60000000","61.40000000_-163.70000000","62.50000000_177.10000000","62.80000000_-92.10000000","63.80000000_26.60000000","63.90000000_23.10000000","64.20000000_-164.60000000","65.00000000_25.50000000","65.20000000_-156.40000000","65.90000000_-129.40000000","68.30000000_-149.20000000","8.60000000_-83.50000000","8.80000000_-83.00000000","9.10000000_-79.70000000","9.70000000_-69.60000000","9.90000000_9.00000000"
"-0.60000000_-76.10000000",0,11.1313427930694,518.099085763606,1353.25752414429,12880.9441032976,1468.83721749464,12237.5029720311,4113.7552261762,1802.57837514437,11666.4284532536,4000.90419723082,11432.3656573412,11226.5308199847,11001.1295886445,11348.0816754066,11055.3002774929,11199.6999835537,11237.7744179123,11522.2636471324,11571.2188361661,11302.4989821908,11517.6195094585,11533.9912029836,11200.7684845212,11581.0633396415,10984.5081223198,11209.263062168,11187.2113939148,10952.0409113615,11058.1593042168,11543.7775027052,10930.4715074114,11043.8309722459,11276.3642131079,10808.0024097586,10885.5038773674,10913.5149774228,11097.1430833914,11106.7987132069,11145.4115835739,11057.3234531929,10959.6841406012,11104.3225256345,11267.9817260342,11563.8448752764,11060.9372417263,10992.5663031656,11192.525505854,10971.106605975,11362.9850802494,11035.7182351951,10805.2373165121,10957.0028723237,11176.1567071879,11200.4854093202,10960.7698778105,10868.8739565128,10366.2099141394,10818.5772122672,10393.9447376282,10632.013304088,10619.2646641423,10747.167241952,10429.53072764,10603.9957078995,11054.282354454,10382.1581445174,10437.4334530572,3872.7328711362,4304.53242605879,12740.639291282,4500.37156828008,4602.69879200673,4581.36645353788,4359.18022944831,1487.14458701802,1513.9618609304,1482.97710048733,1498.36869745092,1491.16965620758,2060.58534742008,18454.0488332004,2642.37655503602,3788.78562666118,2836.66560323065,3519.82013300792,14509.0943918439,3662.36343538784,3697.34116913591,4137.78514959666,3864.39743187387,3079.87486328252,3080.74091928276,16828.6540228097,3126.14340748709,4361.84566994871,4095.80870447566,19693.4000836056,4597.0798364755,16432.9420111043,3574.30766423665,4827.79773940192,4194.43909824043,3640.39438555491,5077.20081022241,4195.84160992218,5132.40338818726,4902.55912558698,3727.67137818549,4877.96267141552,5245.22541491645,4278.62353595562,3947.74812294788,4200.18322571303,5383.53957599325,5821.70583907912,5265.55186364235,5801.8180456931,4029.65301343053,4715.28295783652,5165.38138082191,5761.5790550351,4213.0694322175,4081.32779367356,4093.55190293579,4201.10363108299,4556.88585791465,4123.79090844999,4779.85953927591,5948.49032775758,4118.60988794556,5420.08179318669,6001.07205710904,5236.39313837419,4138.05536393474,4266.80715413624,4164.04749368506,4200.81064040454,4280.40761015633,4398.05890355168,4598.46459057528,4230.06310585884,6007.8989884471,4264.79391010643,4877.73969125472,5553.45963676108,6126.94116468775,4222.26803107554,4286.62278881243,5615.89985328145,11932.0264366359,5392.72290313875,6268.24134576134,4246.00852210803,6167.29718196784,8260.86811330857,4367.35595082086,4376.81213968257,4173.96617134137,5326.21867980363,6200.00386306466,8309.11747546267,6101.3255131084,8545.89256931785,4293.03075482152,6166.86051457591,8313.97356624784,4537.39265293692,6253.51906797855,4389.1160563609,4416.50431944556,6378.17336734402,6398.97361897817,4684.0159290692,4274.6326783891,6395.15969392747,8780.39960919231,5166.55069281391,6337.63526344333,5716.04828016428,8078.6642074357,4340.87898913359,4484.24808893475,5568.31859070692,4427.93722315088,6273.24647085561,5311.01707265393,4396.53204390984,4697.01137540351,4646.52187263453,5729.36822959825,4491.42486610525,4635.73322197198,6450.69811669441,4488.1724444936,4489.38604981042,2654.29872686427,4625.6705026699,4977.66290338471,5820.43582299295,8153.10459420337,4576.91378402951,4995.86824790319,4612.59819997414,4838.74870939156,6461.39502966465,6670.06597322745,4729.78519600366,4781.25247875851,6665.28226290484,5114.95551399385,5911.09881053488,6464.63066914828,6647.95194108442,6655.12976119598,4651.41542177136,8936.08097402959,9071.90061258315,5150.15184470714,4988.22884221311,14659.9125707854,5981.53087003539,9930.55719448087,5915.244623153,4714.78747278484,9037.12158388437,6245.08743797466,4909.51386365141,8460.48059512361,4752.83322029787,5142.52028194042,6113.71393812677,4917.30757146318,4973.93698179813,6102.34335303047,4838.872370034,6166.58242051034,6543.18833697024,6686.14925202212,6429.91895685816,8854.17611341183,5284.2002095224,6169.67247663413,6206.84418295146,6282.86936111925,9423.37025034165,5016.08528956905,6788.95156359941,4995.60823017942,5099.79740323417,6257.28249439542,9324.6634530973,4947.59576508455,10193.2059120252,4942.72933003196,5132.49248442574,9424.18370962898,6737.57418940042,4962.38979849884,6863.08522949527,5045.84680774721,5057.09411231259,5089.31563275401,5147.0823061158,5006.87704550249,5373.34251398904,9818.90439735181,6409.42365592287,5396.74936206828,9653.92829085878,9661.82263059599,5725.0699816573,6557.98755842618,9568.03833270594,5286.96253564489,6761.62611982455,5072.26180288906,5100.5063801588,5547.04585080486,6290.48936213745,5700.58039906215,5244.78628096443,8901.10097351147,6366.3901967097,5633.88978269264,9524.0253750389,5231.31320126829,5457.03272969395,9188.92363539678,5260.59237134386,5266.98203531076,5293.47248582133,5466.54448742722,5630.78594134913,10462.4943543113,9609.13346119477,6816.63884654933,5722.4100618862,6751.9481897435,6897.04455628857,5587.42910523212,10474.070993641,10481.617025833,10496.7071059269,9507.23024407369,5348.94814470267,5843.7521872492,10532.7172580286,9130.39250754454,10524.365268884,9585.39084035378,8786.31558106822,5692.15815092247,9728.56280755579,7077.27059690854,5483.30304430233,5561.73586702959,10645.1804059584,6102.09298998507,6922.4804299622,7133.20126955505,7170.04147604743,5491.96978765146,5529.56107989767,5709.36563330836,6057.06398021231,9750.1060481122,6892.71805681235,5599.20653755462,9685.58292059428,6230.76497936695,5891.29109416416,6426.10728347418,5609.56047072701,5582.37335054588,5866.55425682095,10411.4643453299,5732.66829469251,6435.2836000948,6009.65622823122,6111.12151356002,6499.5030321109,7330.58281368159,5764.08136596833,6420.49566915359,6098.39462408283,9046.91437149846,11194.9454943522,9392.81248618372,9406.6366354251,6864.99027539695,6069.55426648847,6267.73523851928,9509.84334202182,7514.52072067701,6410.02129442042,6501.15950061986,9501.32982302169,9508.12062949491,6174.87426703125,9138.7595826443,9489.08413247226,9502.63167573085,9509.40712035626,9516.1836625665,9067.53020123632,5980.61528241345,9174.31618130121,9503.93509428541,9089.77586061882,9491.75410185585,6099.26689104872,9238.43150327736,6637.07164561456,9501.1420242608,9026.5056636804,9013.37987203946,9101.11961754307,9445.1781793782,9070.63965180315,8972.67985977092,8988.27270612411,8962.2773511895,9094.91213399932,9023.30128581223,8997.32415761574,9123.26687464454,9019.30706171134,6417.95882209325,8903.01404361282,9497.24589269095,9028.27964556119,6506.86537046224,8963.71487058346,10101.0128086101,9056.59731278852,9690.94154306453,8956.19398393425,9061.4680002834,9042.19064071812,6622.99091498503,8952.48858226713,8946.09824990418,9006.27431430028,8974.33247410441,8976.99455406314,8986.01216128735,8947.93180068245,9041.96850414781,9015.5220789164,8965.21561606358,6483.35734339393,8955.43707393789,8960.99641989198,8982.42484862213,9078.45261195771,7801.09328457274,10506.9301077217,8974.94870930906,9706.04324589827,9776.98004517445,6777.48914697505,8981.98814122602,6576.21449932224,10338.3438234529,8880.2549318747,10801.8231606132,9676.69017421767,6906.25581091777,9108.36299634462,7235.29104197825,8497.53455350267,9100.00741929493,11416.0230511456,10270.5485047789,18500.0442749621,10671.062530201,10636.4864683737,9780.2884880671,9935.84975208274,10920.6907450202,7158.77896604387,10686.6343138131,10515.0646501792,9991.99166132285,10609.3509426576,9612.81928500252,8489.59278718788,9377.19816124451,1307.22982628033,1290.79951377352,1144.52065857941,1347.67487185879,9492.31260012582
"-0.60000000_-76.20000000",11.1313427930694,0,507.348960125761,1357.53479748739,12891.7077393409,1472.60117210105,12248.113626629,4123.17837067839,1813.63837567243,11676.418180167,4008.72127813945,11442.3531340549,11236.4928748717,11011.05635167,11357.9784526608,11065.177773112,11209.5373017937,11247.5987798491,11532.0570722373,11581.0062521693,11312.2885355152,11527.3846121526,11543.7348332289,11210.5398422369,11590.7911128486,10994.2894991475,11219.0240388865,11196.9554058309,10961.7965816036,11067.8963638864,11553.4607054293,10940.2098940039,11053.530775027,11286.0404283067,10817.6926583737,10895.188170866,10923.187269239,11106.7987132069,11116.4533862383,11155.0623483295,11066.9730972214,10969.3329142029,11113.9576601152,11277.5991751157,11573.4136048641,11070.5368357074,11002.1624989283,11202.0909295447,10980.6847544333,11372.5194828055,11045.2699188872,10814.7996936409,10966.5419099368,11185.6727724408,11209.9674902737,10970.2573413699,10878.3078950516,10375.6475761623,10827.9843100421,10403.3707447864,10641.3404990341,10628.5499060863,10756.4201783068,10438.7637102554,10613.2059468045,11063.446419842,10391.3719776366,10446.6441468814,3873.80207486442,4309.04943197746,12751.7183809673,4501.46876977246,4603.23423961501,4592.38300368656,4370.153383441,1480.57152621484,1507.180183955,1476.55298100307,1491.92997332442,1485.03263554264,2069.39823635252,18455.8890367936,2634.81879447781,3779.95647982483,2830.74768633227,3512.5291392478,14518.6159561091,3655.42286859443,3690.30931973761,4129.94647723227,3857.68399153138,3077.80105884466,3078.85562559018,16832.7066583806,3124.25327500932,4354.67213367472,4089.43339131786,19698.6193634514,4590.01845682247,16436.8726237388,3571.84716860488,4820.59193076338,4188.70733096122,3637.83399585651,5069.69333508958,4190.4317329218,5124.995931572,4895.62902430947,3726.11560931915,4871.19846759139,5237.91210498566,4273.55110548185,3944.50450059384,4195.54527242985,5376.11198182366,5813.78838310947,5258.31152150842,5793.96053752897,4026.15963619633,4709.13490555455,5158.34633665711,5753.86679010245,4208.91821446437,4078.33253710188,4090.45952360141,4197.2899461417,4551.54183895945,4120.64757821489,4773.99094528267,5940.75536415294,4116.00010535854,5413.10529231346,5993.3879139756,5229.74414007578,4135.83283784365,4263.57182212191,4161.7912103877,4198.19100726398,4277.16039676554,4394.17157715206,4593.67867030677,4227.493865306,6000.4165233931,4262.02237878161,4872.22288431264,5546.56947874593,6119.35875398888,4220.0022394293,4283.7682683602,5608.94433812751,11940.7421004432,5386.14413587622,6260.5662665436,4243.73439271526,6159.73663752164,8269.5463489008,4364.24800759662,4373.63806552011,4174.00441716886,5319.87687313627,6192.47264133268,8317.78220999455,6093.9146076508,8554.59991590611,4290.86607131017,6159.40322765366,8322.61360561167,4533.54968995742,6246.0173556832,4386.37804842657,4413.64237162378,6370.59536784711,6391.39653585885,4679.77254414681,4274.84251549862,6387.62531052409,8789.04029938063,5160.94980518017,6330.21476992246,5709.40712601044,8087.08952915588,4341.036091103,4481.68733745535,5561.97398210532,4426.05570075189,6265.97308939976,5305.24717072219,4396.3776896725,4693.42653586311,4643.37443525922,5722.94585847082,4489.74496984666,4632.9008503832,6443.43266591568,4487.09734494103,4489.85889366241,2665.20774715868,4623.28993032076,4973.36614538715,5814.0820820067,8161.31689829851,4575.30131949828,4991.55070858384,4610.68716429573,4835.31907488651,6454.30554660093,6662.77507233195,4727.12472510189,4778.39098217662,6658.05503678399,5110.53206435595,5904.8140924702,6457.62249874116,6640.78088024995,6647.95194108442,4652.41434794578,8944.36150192427,9080.17902396764,5145.88548028633,4984.71866093389,14665.1646659043,5975.32058111692,9938.87905483496,5909.1713023773,4713.89430602027,9045.34064179895,6238.56725388604,4906.74315802883,8468.50694847194,4753.09860101609,5138.69432502727,6107.48125586597,4914.81935965802,4971.053105706,6096.15422831843,4837.23958578579,6160.34719258227,6536.46232551297,6679.2692431288,6423.34950157205,8862.20806013341,5280.10840085429,6163.50997667562,6200.62563956448,6276.5658707056,9431.45896418281,5013.73375200431,6782.13415735773,4993.5279942351,5096.94301045152,6251.1677508885,9332.67159535497,4948.46633163962,10201.2389231559,4942.41911666247,5129.80762305083,9432.16398454163,6730.95935278265,4962.39974144363,6856.38054605059,5044.31592911413,5055.43057690929,5091.21655160741,5144.70681588057,5006.84762651532,5369.7626682581,9826.83708787125,6403.36327724781,5393.17605843335,9661.82263059599,9669.71761765547,5720.40979833643,6551.74645625483,9575.91103937,5284.05751063206,6755.18151948013,5071.65578857105,5099.31087602588,5543.12340114541,6284.79972662281,5696.35435482974,5242.84250491145,8908.71562947107,6360.68275092375,5629.97881409239,9531.73979257151,5229.86823269606,5453.92526155381,9196.5585930314,5259.06806362721,5265.51616468866,5291.83520036998,5463.70629952804,5627.22766337138,10470.1128282455,9616.72937632457,6810.55908224885,5718.64438862174,6745.99931715943,6890.91210178613,5590.53512144866,10481.617025833,10489.1624008077,10504.2511285458,9514.75713252765,5347.9130858067,5839.78833878238,10540.2290295124,9137.81081886969,10531.86343115,9592.88366553207,8793.62807467166,5688.86684498057,9736.054728482,7071.06484753602,5481.28829862442,5559.24788219715,10652.5773502916,6097.6821292758,6916.59312034358,7127.08647591479,7163.9082263976,5490.8094168493,5527.95503466606,5706.51357199605,6052.9306545417,9757.45438306246,6886.98883167673,5601.14782234961,9692.89640335606,6226.30972753416,5887.89707540362,6421.24048547484,5607.8436955954,5581.06226252265,5869.47922043224,10418.634961359,5730.69198620422,6430.68212978849,6006.34027254372,6107.57107946946,6494.98517603838,7324.75288352134,5762.63809276234,6416.26707013512,6095.17369385723,9053.75970969474,11201.7478002614,9399.72392064531,9413.55061715377,6859.99593314368,6066.71926001204,6264.2222451344,9516.69757149453,7508.75281606276,6406.18903211799,6497.07950388908,9508.12062949492,9514.91253327355,6171.95212164307,9145.4557669791,9495.85734199781,9509.40712035626,9516.1836625665,9522.96128906141,9074.18994284207,5978.86606797752,9181.00597540552,9510.69515684634,9096.42608650729,9498.49652605719,6096.88929077581,9245.10580023313,6632.86433655086,9507.85470796793,9033.07173197283,9019.94170566943,9107.69245854069,9451.83380325764,9077.18703940714,8979.19537610987,8994.77710412098,8968.772825967,9101.43439776327,9029.80095020907,9003.81518200435,9129.78135052032,9025.78900080143,6414.63548333276,8909.45505839328,9503.8476548821,9034.7481193848,6503.29764500953,8970.16132054403,10107.6486154823,9063.05857897141,9697.53973176503,8962.60460138994,9067.89796984525,9048.61432167582,6619.2051971946,8958.8812372038,8952.48858226713,9012.66936517261,8980.71633969374,8983.36273108671,8992.36689764039,8954.2727352418,9048.30938165221,9021.82052821283,8971.49590398805,6480.29872791374,8961.69689389176,8967.2246193035,8988.64420773043,9084.68917473749,7795.71352149923,10513.2672616781,8981.0975740279,9712.27597012912,9783.17212350439,6774.42687351772,8987.81289605254,6574.21788942039,10344.3265361038,8885.92829085024,10807.6191242288,9682.52433918023,6903.45108821449,9114.02928169328,7231.77467350549,8492.31701625107,9105.54752192588,11421.2829330822,10276.1372669747,18489.8780904493,10676.5334937127,10641.9487337077,9785.62958961521,9930.51151961659,10915.7079710351,7157.22222014815,10691.4663045288,10519.9253610473,9987.13524112968,10613.9902526383,9608.19467852324,8485.83125038221,9373.22861400448,1300.29271113993,1284.2550284205,1140.70081568426,1353.63044555463,9503.27671350633
