"effect_sizes","references","recorded_coordinate_locations","studies_with_multiple_locations","locations_shared_across_studies","rows_at_shared_locations","maximum_locations_per_study","maximum_studies_per_location","maximum_great_circle_distance_km","historical_site_id_partition_correct"
949,205,454,24,30,237,156,5,19698.6193634514,TRUE
