"model","label","kernel","n_effects","n_studies","n_sites","distance_units","correlation","start_effect_variance","start_study_variance","start_spatial_variance","start_rho_km","fixed_spatial_variance","fixed_rho_km","pooled_mean","ci_lb","ci_ub","iid_effect_variance","study_variance","spatial_variance","rho_km","logLik_REML","AIC_REML","convergence_status","elapsed_seconds","warnings"
"spatial_only","primary","SPGAU",2355,390,380,"km","exp(-d^2/rho^2)",NA,NA,NA,NA,NA,NA,-0.357700166798347,-0.481030173357215,-0.234370160239479,0.763429058150553,NA,1.152703943188,0.346129166953967,-3980.18628544453,7968.37257088906,"completed_no_explicit_optimizer_status",108,""
