"model","label","kernel","n_effects","n_studies","n_sites","distance_units","correlation","start_effect_variance","start_study_variance","start_spatial_variance","start_rho_km","fixed_spatial_variance","fixed_rho_km","pooled_mean","ci_lb","ci_ub","iid_effect_variance","study_variance","spatial_variance","rho_km","logLik_REML","AIC_REML","convergence_status","elapsed_seconds","warnings"
"combined_tau2_zero","tau2_fixed_zero","SPGAU",2355,390,380,"km","exp(-d^2/rho^2)",NA,NA,NA,NA,0,NA,-0.363933780773176,-0.484463526896771,-0.243404034649581,0.751559609390475,1.1383023209811,0,NA,-3969.18751437208,7944.37502874416,"reused_exact_unstructured_restriction",0,"No refit: tau2=0 makes rho unidentified and yields the saved cleaned unstructured model."
