"model","component","value","logLik_REML","AIC_REML","status","elapsed_seconds","warnings"
"combined_spgau","rho",6000,-4018.15871738884,8044.31743477768,"completed_no_explicit_optimizer_status",418.612,"Setting class(x) to multiple strings (""vcovmat"", ""dsyMatrix"", ...); result will no longer be an S4 object"
