"model","component","value","logLik_REML","AIC_REML","status","elapsed_seconds","warnings"
"combined_spgau","tau2",0.08,-4018.0133981369,8044.02679627379,"completed_no_explicit_optimizer_status",338.864,"Setting class(x) to multiple strings (""vcovmat"", ""dsyMatrix"", ...); result will no longer be an S4 object"
