"parameter","rhat","ess_bulk","ess_tail"
"r_species.id.phy[Acanthurus_nigricans_ott467313,Intercept]",1.00017984287327,17083.077092615,11406.5387367773
"r_species.id.phy[Zebrasoma_scopas_ott199073,Intercept]",1.00006951664773,17165.1436846584,11116.9635850654
"r_species.id.phy[Syngnathus_scovelli_ott251400,Intercept]",1.00012039249342,16352.2773143888,10943.766768264
"r_species.id.phy[Syngnathus_typhle_ott251396,Intercept]",0.999944365561284,16455.3561018299,10593.16694208
"r_species.id.phy[Syngnathus_floridae_ott774435,Intercept]",1.00008384909562,16422.724005835,10823.0780796027
"r_species.id.phy[Hippocampus_whitei_ott57111,Intercept]",1.00004374663394,17034.8295600907,11181.1835908744
"r_species.id.phy[Hippocampus_subelongatus_ott57117,Intercept]",1.00002609130881,17033.6457250459,10943.6053767943
"r_species.id.phy[Salvelinus_leucomaenis_leucomaenis_ott133272,Intercept]",0.999963354930385,18523.1601083586,11520.0919513455
"r_species.id.phy[Salvelinus_confluentus_ott688321,Intercept]",1.00009881448408,18626.1568344328,12013.0468134007
"r_species.id.phy[Salmo_trutta_oxianus_ott79094,Intercept]",1.00009598544066,18628.1009400525,11759.1663665229
"r_species.id.phy[Drosophila_buzzatii_ott607957,Intercept]",1.00058224786466,15949.2556068829,10896.0057065582
"r_species.id.phy[Drosophila_melanogaster_ott505714,Intercept]",1.00048085633097,16134.5073701713,11154.639683457
"r_species.id.phy[Drosophila_malerkotliana_malerkotliana_ott848708,Intercept]",1.00054440756306,16053.1150794979,11284.7792327803
"r_species.id.phy[Drosophila_pseudoobscura_pseudoobscura_ott820906,Intercept]",1.00034352136585,16088.0979935798,11128.2218852323
"r_species.id.phy[Phorticella_flavipennis_ott4420733,Intercept]",1.00070146981298,16213.2043980084,11053.7106278449
"r_species.id.phy[Scathophaga_stercoraria_ott557400,Intercept]",1.00042507413863,16325.7875015267,11330.1152795936
"r_species.id.phy[Dryomyza_anilis_ott130145,Intercept]",1.00037110699148,16551.240328652,11616.8690974655
"r_species.id.phy[Plecia_nearctica_ott4497145,Intercept]",1.0005102832557,16303.9143644909,11338.4023106934
"r_species.id.phy[Anopheles_gambiae_S_ott553555,Intercept]",1.00040660253653,17095.5444043824,11244.4146219912
"r_species.id.phy[Danaus_plexippus_plexippus_ott532411,Intercept]",0.999956452460439,16877.3692985578,11544.6282669611
"r_species.id.phy[Heliconius_melpomene_melpomene_ott372028,Intercept]",0.999936059580478,16868.7372337129,11607.12370228
"r_species.id.phy[Heliconius_charithonia_ott259142,Intercept]",0.999960114305843,16837.720233731,11424.5431435056
"r_species.id.phy[Cyclargus_thomasi_bethunebakeri_ott349949,Intercept]",0.999950432364001,16775.9040139588,11557.3053542784
"r_species.id.phy[Colias_eurytheme_ott940001,Intercept]",1.00010267308984,16782.7624445956,11877.2324742501
"r_species.id.phy[Eurema_hecabe_hecabe_ott5266867,Intercept]",1.00003414829061,16801.50490731,11650.4006088083
"r_species.id.phy[Mystacides_azureus_ott816747,Intercept]",1.000046587062,16727.323386548,11280.3103057936
"r_species.id.phy[Athripsodes_cinereus_ott190993,Intercept]",1.0000264513849,16809.7218008517,11582.8012344811
"r_species.id.phy[Necrophila_americana_ott422617,Intercept]",1.00026703489979,10207.9255632358,7494.5516410471
"r_species.id.phy[Diabrotica_virgifera_virgifera_ott670133,Intercept]",1.00002489308757,17274.6157642099,11286.4294605116
"r_species.id.phy[Trirhabda_canadensis_ott125833,Intercept]",0.999954595769101,17182.6058377687,11324.1983903587
"r_species.id.phy[Trirhabda_eriodictyonis_ott276072,Intercept]",0.999954347279737,17129.9934291958,11379.2754675656
"r_species.id.phy[Chrysolina_aurichalcea_ott368836,Intercept]",0.999920717625297,17320.6115864668,11779.1843024605
"r_species.id.phy[Phoracantha_semipunctata_ott87035,Intercept]",0.999967685943965,17269.277121318,11330.7663960905
"r_species.id.phy[Tetraopes_tetrophthalmus_ott1016808,Intercept]",0.999950015777911,17298.6953785939,11137.5064293012
"r_species.id.phy[Onymacris_bicolor_ott4618928,Intercept]",0.999959149043277,16819.9713731646,11158.0614171908
"r_species.id.phy[Lytta_vulnerata_ott3356957,Intercept]",0.99994297000195,16025.2980113938,10041.3774248026
"r_species.id.phy[Lytta_magister_ott3356974,Intercept]",0.999933151872121,16125.3000333404,10410.6258034574
"r_species.id.phy[Tegrodera_aloga_ott3357034,Intercept]",1.00000485979589,16849.7722397319,10004.9093714046
"r_species.id.phy[Tegrodera_erosa_ott3357044,Intercept]",0.999900656897458,16938.3249814301,10399.4366152525
"r_species.id.phy[Epicauta_pensylvanica_ott926635,Intercept]",0.999977269538737,16406.8113789477,10274.6805032659
"r_species.id.phy[Epicauta_ochrea_ott3356895,Intercept]",0.999940146492857,16423.1518636244,10206.2054758033
"r_species.id.phy[Phanaeus_difformis_ott3332070,Intercept]",0.999940101892257,16984.7102502451,9763.19512091522
"r_species.id.phy[Phyllobius_maculicornis_ott3411280,Intercept]",1.00033677567324,17939.4338029378,11574.4229409303
"r_species.id.phy[Diaprepes_abbreviatus_ott713695,Intercept]",1.00037831852235,17906.9560844943,11339.8386840778
"r_species.id.phy[Sitophilus_zeamais_ott865238,Intercept]",1.00029011053058,17595.0364008717,11188.8925076243
"r_species.id.phy[Ips_pini_ott1084161,Intercept]",1.00023982239413,17842.0277262206,11874.76340842
"r_species.id.phy[Phloeosinus_armatus_ott3409670,Intercept]",1.00018647337849,18000.9002647008,11561.391091599
"r_species.id.phy[Dendroctonus_ponderosae_ott1017374,Intercept]",1.00018163660299,17784.9268674564,11857.5484202283
"r_species.id.phy[Calodromus_ito_ott4606589,Intercept]",1.00027562796451,17846.3030123939,12142.4267995525
"r_species.id.phy[Chauliognathus_werneri_ott3413957,Intercept]",1.00002395165256,17196.0210411118,11303.0233768651
"r_species.id.phy[Chauliognathus_basalis_ott3413950,Intercept]",1.0001047062992,16846.8660481171,11260.5078863284
"r_species.id.phy[Chauliognathus_arizonensis_ott3413984,Intercept]",1.00021146201576,16815.8392452738,11393.9070233431
"r_species.id.phy[Chauliognathus_obscurus_ott3413960,Intercept]",0.999998104625007,17241.4277167002,11528.8940490409
"r_species.id.phy[Chauliognathus_limbicollis_ott3413962,Intercept]",1.00033439403215,17031.1614585938,10694.8477969593
"r_species.id.phy[Chauliognathus_pennsylvanicus_ott536547,Intercept]",1.00008652284183,16868.9717957841,11139.3846831806
"r_species.id.phy[Chauliognathus_lewisi_ott3413978,Intercept]",1.00017165823345,17025.743926792,10831.284025534
"r_species.id.phy[Chauliognathus_deceptus_ott3413977,Intercept]",1.00021262250847,16908.2415171755,11121.5041531454
"r_species.id.phy[Chauliognathus_scutellaris_ott3413954,Intercept]",0.999973473774264,16745.8415881379,11179.6020692119
"r_species.id.phy[Cicindela_marutha_ott766400,Intercept]",0.999991311927471,17593.1602840818,10502.4337315323
"r_species.id.phy[Brachinus_lateralis_ott3422831,Intercept]",1.00005041344263,17552.1573780382,10272.4060028536
"r_species.id.phy[Copidosoma_bakeri_ott3314851,Intercept]",0.999892981534828,18506.0900483924,11529.9359616769
"r_species.id.phy[Phymata_americana_ott3475650,Intercept]",1.00002699886858,16090.7267584902,11107.5306528904
"r_species.id.phy[Phymata_fasciata_ott3475652,Intercept]",1.00003360179056,16029.0863868223,10728.6515575776
"r_species.id.phy[Phymata_salicis_ott3475649,Intercept]",0.999993478854438,16056.4441199128,11334.8660378838
"r_species.id.phy[Neacoryphus_bicrucis_ott3470406,Intercept]",0.9999729982881,16197.2418598228,11081.9822492025
"r_species.id.phy[Gerris_lacustris_ott543700,Intercept]",1.00001364100665,16467.8554890777,10704.114063883
"r_species.id.phy[Gerris_odontogaster_ott494591,Intercept]",1.0000498973803,16417.1975405062,10935.411113292
"r_species.id.phy[Gerris_buenoi_ott706417,Intercept]",1.00013394886407,16579.0438421185,11107.7166052127
"r_species.id.phy[Gerris_lateralis_ott782398,Intercept]",1.00000405140528,16659.8173578642,11442.8774719886
"r_species.id.phy[Gerris_gracilicornis_ott890302,Intercept]",0.999983535940747,16563.2337842713,10648.7798344418
"r_species.id.phy[Gerris_comatus_ott859177,Intercept]",1.00008703202646,16478.6611474839,10891.6783551743
"r_species.id.phy[Aquarius_remigis_ott436657,Intercept]",1.00001606728137,16531.2824940623,10701.4388587211
"r_species.id.phy[Halobates_robustus_ott219408,Intercept]",1.00005805394034,16899.6018611604,10742.3596309973
"r_species.id.phy[Microvelia_longipes_ott5225100,Intercept]",1.00002655045337,16060.8932205553,9401.74017599666
"r_species.id.phy[Magicicada_cassini_ott435888,Intercept]",1.00016713204146,16584.8916395169,11750.2338211976
"r_species.id.phy[Magicicada_septendecim_ott427477,Intercept]",1.00012691054726,16633.5267333684,11842.4146928429
"r_species.id.phy[Elaphrothrips_tuberculatus_ott788825,Intercept]",0.999850640941703,16856.5026160365,11236.8203361861
"r_species.id.phy[Micrarchus_hystriculeus_ott649254,Intercept]",1.00009716250141,19061.0550452019,10631.9280140358
"r_species.id.phy[Deinacrida_rugosa_ott3493058,Intercept]",1.00017709395511,18897.3517526173,10794.1461678395
"r_species.id.phy[Calopteryx_splendens_ancilla_ott841780,Intercept]",0.999900350180174,18501.9799269332,11398.5561220405
"r_species.id.phy[Calopteryx_virgo_meridionalis_ott48548,Intercept]",0.999960988280472,18463.2023448819,11160.4284131062
"r_species.id.phy[Uca_mjoebergi_ott825298,Intercept]",0.999987950266305,16145.8357835757,10925.3900072412
"r_species.id.phy[Uca_lactea_lactea_ott651108,Intercept]",0.999977288444034,16265.8491095398,11347.6716317754
"r_species.id.phy[Uca_rapax_ott197166,Intercept]",1.00000372798828,16472.5372176597,11543.5078518327
"r_species.id.phy[Uca_pugilator_ott757104,Intercept]",1.0000193034204,16382.4366340972,11220.1503600286
"r_species.id.phy[Uca_uruguayensis_ott418019,Intercept]",1.00004730636063,16463.3047639602,11225.0643734273
"r_species.id.phy[Uca_capricornis_ott2981580,Intercept]",1.00006203004855,16607.6073140711,11439.5175068854
"r_species.id.phy[Ilyograpsus_nodulosus_ott4666517,Intercept]",0.999982668427128,16147.3914477838,11095.4417649568
"r_species.id.phy[Planes_major_ott2981529,Intercept]",0.99995344593444,16653.6893399692,11517.521044794
"r_species.id.phy[Tunicotheres_moseri_ott11840,Intercept]",1.00001911444365,16612.1062222971,11047.6837120664
"r_species.id.phy[Trapezia_bidentata_ott787242,Intercept]",0.9999895296852,17068.0853264023,11740.5986288332
"r_species.id.phy[Scylla_olivacea_ott1084538,Intercept]",1.00040704415003,17080.7027992136,11432.1127671215
"r_species.id.phy[Scylla_paramamosain_ott1084541,Intercept]",1.00038436024122,17174.3100868209,11286.8440683777
"r_species.id.phy[Scylla_tranquebarica_ott1084544,Intercept]",1.00027750934836,17055.0908686822,11543.6282774729
"r_species.id.phy[Chionoecetes_opilio_ott604254,Intercept]",1.0003918169971,16526.7826115821,11158.7670898635
"r_species.id.phy[Inachus_phalangium_ott2979756,Intercept]",1.00041288541619,16647.698330065,11059.1483146036
"r_species.id.phy[Homarus_gammarus_ott28244,Intercept]",1.00034938550993,17712.1422166506,11189.5079263106
"r_species.id.phy[Pachycheles_rudis_ott1027301,Intercept]",1.00008160584083,14796.0174103109,9746.52331536012
"r_species.id.phy[Paguritta_harmsi_ott2975403,Intercept]",1.00006895289889,15419.0411375653,9894.73330207972
"r_species.id.phy[Diogenes_nitidimanus_ott5089777,Intercept]",1.00010738152094,15370.1383282719,9811.33874375218
"r_species.id.phy[Alpheus_brasileiro_ott1028047,Intercept]",1.00004193563227,15087.5463172833,10209.7087907525
"r_species.id.phy[Alpheus_heterochaelis_ott307247,Intercept]",1.00003366058694,14985.008934888,9851.64320568636
"r_species.id.phy[Pontonia_mexicana_ott1068125,Intercept]",1.00002096140834,16031.9623516978,10703.5076767235
"r_species.id.phy[Ascidonia_flavomaculata_ott4665759,Intercept]",1.00002916435736,16153.007605027,11058.719743686
"r_species.id.phy[Paranchistus_pycnodontae_ott5090016,Intercept]",1.00003595903411,15968.2534729928,10766.101759078
"r_species.id.phy[Gammarus_duebeni_duebeni_ott184777,Intercept]",1.00010363900726,16027.4914506307,10370.7020301725
"r_species.id.phy[Gammarus_zaddachi_ott232763,Intercept]",1.00004095521729,15899.7727742877,10536.9954219742
"r_species.id.phy[Gammarus_fasciatus_ott585520,Intercept]",1.00003073342311,15607.6095448511,10102.6531506969
"r_species.id.phy[Gammarus_leopoliensis_ott944476,Intercept]",1.000073405272,14915.4099500728,9603.30308612328
"r_species.id.phy[Gammarus_locusta_ott846200,Intercept]",1.00008143085086,14609.6700350408,10074.155497711
"r_species.id.phy[Gammarus_insensibilis_ott2982554,Intercept]",0.999989772050977,15984.943713638,10796.6443354413
"r_species.id.phy[Gammarus_aequicauda_ott604840,Intercept]",1.00011084751319,15934.0915304927,10597.1866802162
"r_species.id.phy[Gammarus_lacustris_ott596813,Intercept]",1.00007254490178,15923.4049562485,11057.2179686388
"r_species.id.phy[Gammarus_fossarum_ott596815,Intercept]",1.00005894789164,15929.9138164996,10613.2279776342
"r_species.id.phy[Gammarus_pulex_gallicus_ott1024016,Intercept]",1.00006275016703,16055.1180930129,11048.2534318261
"r_species.id.phy[Dikerogammarus_villosus_ott735765,Intercept]",1.00005073327824,15869.5967573025,10384.1204210381
"r_species.id.phy[Echinogammarus_margalefi_ott2982674,Intercept]",1.00003320035173,16410.7326167321,10907.4447336262
"r_species.id.phy[Jesogammarus_suwaensis_ott716982,Intercept]",1.00013249993555,16610.1084690139,11224.474064864
"r_species.id.phy[Eogammarus_oclairi_ott38845,Intercept]",1.00009437885726,16545.3075439531,10961.2013414649
"r_species.id.phy[Hyalella_castroi_ott2983743,Intercept]",1.00006287588294,15217.6527619653,10031.1306106517
"r_species.id.phy[Hyalella_longistilus_ott2983719,Intercept]",1.00011655605594,13779.2425178413,9407.88323547355
"r_species.id.phy[Hyalella_pleoacuta_ott2983724,Intercept]",1.00012478485389,14853.8947160255,10097.6589528881
"r_species.id.phy[Hyalella_azteca_ott648347,Intercept]",1.00004517424601,15157.0600353776,10027.0700784897
"r_species.id.phy[Paracalliope_fluviatilis_ott17810,Intercept]",1.00011691766625,16866.7027105074,10841.1313060886
"r_species.id.phy[Caprella_penantis_ott1062,Intercept]",0.999990779997722,16700.4056039629,11474.6784480421
"r_species.id.phy[Jaera_albifrons_ott907479,Intercept]",1.00002062701189,17218.5464256835,11442.6922315157
"r_species.id.phy[Jaera_ischiosetosa_ott2999326,Intercept]",1.00000213182098,17264.2529430643,11311.7624849629
"r_species.id.phy[Jaera_nordmanni_ott619333,Intercept]",1.00000451160695,17123.0611548396,11271.3313427662
"r_species.id.phy[Jaera_istri_ott2999332,Intercept]",0.99999742910706,17334.6494608453,11140.6724828506
"r_species.id.phy[Jaera_italica_ott2999323,Intercept]",0.99998061821524,17357.9404364321,11311.9809249116
"r_species.id.phy[Asellus_aquaticus_ott335971,Intercept]",1.00004758638165,17164.820522067,10909.1480606762
"r_species.id.phy[Caecidotea_intermedia_ott3000549,Intercept]",1.0000496927274,17250.5988511059,11417.9446021554
"r_species.id.phy[Thermosphaeroma_thermophilum_ott2996425,Intercept]",1.00009463564684,17012.2141577584,11505.0985274135
"r_species.id.phy[Idotea_baltica_ott788883,Intercept]",1.00012028868743,17345.6443728869,11544.8816656514
"r_species.id.phy[Limnadia_badia_ott746551,Intercept]",1.00007071751861,18273.566213415,11358.323248337
"r_species.id.phy[Artemia_salina_ott558087,Intercept]",1.00013516500815,18443.3760577122,11106.8310822537
"r_species.id.phy[Artemia_franciscana_ott59094,Intercept]",1.00004066084684,18374.9892480416,11156.2950269687
"r_species.id.phy[Phidippus_clarus_ott670208,Intercept]",1.00017668810247,16773.9423866661,11872.1126844117
"r_species.id.phy[Agelena_limbata_ott980314,Intercept]",1.00009940584226,16802.441273275,11946.5150411592
"r_species.id.phy[Nephila_clavata_ott997305,Intercept]",1.00005106331307,16654.0350298008,11945.9866779265
"r_species.id.phy[Argiope_bruennichi_ott1043550,Intercept]",0.999956239921042,16582.7208311961,11899.2852765207
"r_species.id.phy[Zygiella_x-notata_ott504327,Intercept]",1.00011619174648,16579.5853689325,11801.88637673
"r_species.id.phy[Manogea_porracea_ott3571931,Intercept]",1.00008284549578,16688.7778408776,11968.6884980944
"r_species.id.phy[Metellina_segmentata_ott1043563,Intercept]",1.00016803019349,16662.5637544257,11827.5173528627
"r_species.id.phy[Limulus_polyphemus_ott511973,Intercept]",1.00003212158364,16928.945972852,11900.582379135
"r_species.id.phy[Arianta_arbustorum_styriaca_ott69183,Intercept]",1.00035480307458,14999.5903091862,10375.9124637309
"r_species.id.phy[Helix_pomatia_ott349693,Intercept]",1.00041842247961,15164.8495108783,10111.5082138558
"r_species.id.phy[Bradybaena_pellucida_ott5517787,Intercept]",1.00044506273093,14955.6597919229,9972.15917042875
"r_species.id.phy[Achatina_fulica_ott997087,Intercept]",1.00035461885767,15089.4624375669,10274.0857309819
"r_species.id.phy[Succinea_putris_ott1001375,Intercept]",1.00037125881039,14706.9403791548,9998.60413348924
"r_species.id.phy[Veronicella_sloanii_ott2883248,Intercept]",1.0002741141366,11838.8215418779,8381.38063767135
"r_species.id.phy[Vaginulus_sloanii_ott2883243,Intercept]",1.00041797536266,11895.6503625968,8424.8189080222
"r_species.id.phy[Radix_lagotis_ott913868,Intercept]",1.00056778217241,16373.2300829781,10983.4473109109
"r_species.id.phy[Radix_auricularia_ott274226,Intercept]",1.00046490866187,16447.9988105795,10882.223983624
"r_species.id.phy[Lymnaea_stagnalis_ott844828,Intercept]",1.0004711302973,16318.8246957337,11903.1270588723
"r_species.id.phy[Physella_acuta_ott55904,Intercept]",1.00042194842211,16384.9143395717,11278.2794213378
"r_species.id.phy[Siphonaria_capensis_ott20369,Intercept]",1.00050852373892,15894.3112012635,10132.2756685417
"r_species.id.phy[Siphonaria_gigas_ott68145,Intercept]",1.00054564142597,16194.4002041691,10479.6470433002
"r_species.id.phy[Aplysia_kurodai_ott925102,Intercept]",1.00070882896798,16273.3255104257,11072.5863007799
"r_species.id.phy[Aplysia_californica_ott51009,Intercept]",1.00080868487228,16311.1707580961,11499.5491662478
"r_species.id.phy[Aplysia_vaccaria_ott640603,Intercept]",1.00066208321747,15930.6732087935,11398.8623005356
"r_species.id.phy[Bulla_gouldiana_ott848010,Intercept]",1.00091490990689,16176.9739522224,11557.6300080408
"r_species.id.phy[Felimare_zebra_ott2875381,Intercept]",1.00024802023101,16936.7452802125,10467.9297775666
"r_species.id.phy[Littoraria_ardouiniana_ott343155,Intercept]",1.00009246238963,16759.2558789948,11605.1907430922
"r_species.id.phy[Littoraria_flava_ott343147,Intercept]",1.00006881420289,16787.6194458696,11413.2801864344
"r_species.id.phy[Littoraria_melanostoma_ott867812,Intercept]",1.00014044843351,16701.4826940919,11508.7714797355
"r_species.id.phy[Littorina_littorea_ott622242,Intercept]",1.0000314211492,16713.3756061524,11713.9224808856
"r_species.id.phy[Littorina_saxatilis_ott182096,Intercept]",0.999999974395267,16628.4325895419,11691.3444717976
"r_species.id.phy[Echinolittorina_radiata_ott480056,Intercept]",1.0001248201588,17080.8481319602,12265.2184728547
"r_species.id.phy[Buccinanops_globulosus_ott440289,Intercept]",1.00012991522514,16849.0952345615,11509.0598264036
"r_species.id.phy[Lumbricus_terrestris_ott316441,Intercept]",1.00054671957484,17125.3400931862,11504.3640742478
"r_species.id.phy[Eisenia_fetida_ott316451,Intercept]",1.00037378353252,17124.8272105136,11492.8451491907
"r_species.id.phy[Dugesia_sp_06_MR-2009_ott859610,Intercept]",1.00019511157946,17959.2759226428,11809.5936010344
"r_species.id.phy[Dugesia_gonocephala_ott807701,Intercept]",1.0000222758484,17965.4144396836,11238.8849716785
"r_study.id[Adams.and.Greenwood.1983,Intercept]",1.00008003633629,30124.5861054425,11833.6067314644
"r_study.id[Adams.et.al..1985a,Intercept]",1.00000654290928,30810.6904715725,11006.5018520297
"r_study.id[Adams.et.al..1985b,Intercept]",0.999995299684899,23884.2725764695,13175.3024823463
"r_study.id[Ahmad.et.al.1985,Intercept]",1.00029924489852,24339.0904007998,11760.720228841
"r_study.id[Ajala.et.al..2011,Intercept]",1.00009996878691,29196.8814359468,11763.5089206477
"r_study.id[Al-Kandari.et.al...2002,Intercept]",1.00009714850865,19896.3111101484,14199.50506281
"r_study.id[Alcantara.et.al..2007,Intercept]",1.00020930047804,36876.9473973854,11718.6441842631
"r_study.id[Alcock.and.Hadley.1987,Intercept]",1.00058984820477,33367.0686224769,12140.8898219685
"r_study.id[Alonzo.et.al..2001,Intercept]",1.00030864814786,29878.1217023537,11729.5117259407
"r_study.id[Angeloni.and.Bradbury.1999,Intercept]",1.00054427075213,27850.0391318889,11396.1368500128
"r_study.id[Angeloni.et.al..2003,Intercept]",1.00020507938296,35107.8485057408,12170.2866511771
"r_study.id[Annest.et.al..1983,Intercept]",1.00033722483903,21179.3696712566,11850.4089307818
"r_study.id[Apanius.and.Nisbet.2006,Intercept]",1.00030395103417,33340.0119511846,10770.3171854636
"r_study.id[Arak.1988,Intercept]",1.00005620877387,32317.6774302317,11708.7748457309
"r_study.id[Arnqvist.1996,Intercept]",0.999947353823385,15442.3878213175,12150.7684378752
"r_study.id[Arntzen.1999,Intercept]",0.999972860876282,27926.4878169031,13614.2481008647
"r_study.id[Avaca.et.al..2012,Intercept]",1.00018927594816,37060.2452823118,11932.0893515316
"r_study.id[Awata.and.Kohda.2004,Intercept]",1.00052140857494,26681.6121028797,11149.8403999671
"r_study.id[Baeza.and.Diaz-Valdes.2011,Intercept]",1.0000821903768,27632.4977861281,11361.0871500721
"r_study.id[Baeza.et.al..2011,Intercept]",1.00011355633654,30481.8895130983,10699.8496661321
"r_study.id[Baeza.et.al..2013,Intercept]",1.00025619527561,32903.1132550104,11600.023408863
"r_study.id[Baldwin.and.Damon.1973,Intercept]",1.00005832220179,18239.6075261977,12616.6819289114
"r_study.id[Barquero.and.Hilfe.2017,Intercept]",1.00010585917241,27978.2710233895,10923.4657913067
"r_study.id[Baruch.et.al..2017,Intercept]",1.0001532484526,37207.947850809,11950.4435482064
"r_study.id[Basto-Riascos.et.al..2017,Intercept]",1.00090976561391,39716.4220417258,10409.7017981795
"r_study.id[Bastos.and.Haddad.1996,Intercept]",1.0000362730438,33348.6139227684,11844.9324891815
"r_study.id[Bastos-Pereira.and.Bueno.2016,Intercept]",1.00032773225778,4260.99260891978,5975.00086954198
"r_study.id[Baur.1992,Intercept]",0.99992482125221,22146.8279777022,11650.848143606
"r_study.id[Baxter.1997,Intercept]",1.0002642810137,34215.4438795981,11541.8950224965
"r_study.id[Beaulieu.et.al..2010,Intercept]",1.00146008518661,36368.2855959175,11634.4016762695
"r_study.id[Becker.et.al..2012,Intercept]",1.00000007688912,22866.8317655378,13285.2562941206
"r_study.id[Beeching.and.Hopp.1999,Intercept]",0.999923876358288,25291.8456476659,12352.9717450116
"r_study.id[Beeching.et.al..2004,Intercept]",0.999977359660688,31801.3958424717,13157.4583428142
"r_study.id[Bel-Venner.et.al..2008,Intercept]",1.00016320036695,30627.4449984382,12590.8835444361
"r_study.id[Benvenuto.et.al..2009,Intercept]",0.999973725859897,30401.7870582086,11009.7233452185
"r_study.id[Bernstein.and.Bernstein.1999,Intercept]",1.00026836358402,18652.9338697588,13275.7337350307
"r_study.id[Bernstein.and.Bernstein.2003,Intercept]",1.00012404177473,14472.6322054274,10868.9102515107
"r_study.id[Berven.1981,Intercept]",1.00017373349766,32674.127893692,12594.5976858524
"r_study.id[Berzins.et.al..2009,Intercept]",0.999914947128381,28993.8100680191,12189.9747370324
"r_study.id[Bionda.et.al..2011,Intercept]",0.999939672494952,24822.4958822196,11738.0182054544
"r_study.id[Birkhead.and.Clarkson.1980,Intercept]",1.00003416516183,20969.3175593563,13247.6207768214
"r_study.id[Boag.1983,Intercept]",0.999942782658037,17697.6013598458,13090.0828911093
"r_study.id[Boag.and.Grant.1978,Intercept]",0.99993496954135,20132.0471701902,13347.351685348
"r_study.id[Boas.1903,Intercept]",1.00000167594064,27475.6331909421,12192.1081141245
"r_study.id[Boland.et.al..2004,Intercept]",0.99996955712899,35471.7138285372,12250.921507667
"r_study.id[Boll.and.Linsenmair.1998,Intercept]",0.999936166902678,33134.7697001682,11639.9426568423
"r_study.id[Bollache.and.Cezilly.2004,Intercept]",0.999970835154162,21986.0769246336,14149.2839858621
"r_study.id[Bond.et.al..2016,Intercept]",1.00018516805755,29068.6823861344,11507.1321600038
"r_study.id[Bortolotti.and.Iko.1992,Intercept]",1.00006756238062,27299.5419043659,11545.7603041473
"r_study.id[Botton.and.Loveland.1992,Intercept]",0.999922529660641,25562.2960353602,11549.9523660364
"r_study.id[Bourgeois.et.al..2014,Intercept]",1.0002562471435,32923.4999480354,11533.9596879051
"r_study.id[Bourne.1993,Intercept]",1.00037878360218,19330.5420101454,10374.7010815569
"r_study.id[Bowcock.et.al..2013,Intercept]",1.00047559400143,35944.6673053823,11741.0049263863
"r_study.id[Bowman.1987,Intercept]",1.0002802034115,29659.094207086,12698.3551802225
"r_study.id[Briggs.2007,Intercept]",1.00054152218257,32138.6304445066,11724.2673540046
"r_study.id[Brown.1990,Intercept]",0.999938057283761,27500.2491961808,13169.519640504
"r_study.id[Brown.1993,Intercept]",0.999912583046113,38456.7929912064,12085.9218327598
"r_study.id[Burgess.and.Wallin.1944,Intercept]",1.00029930452227,19376.0022748071,11533.7665829026
"r_study.id[Byard.et.al..1985,Intercept]",0.999999879442843,22720.607566957,12912.9010585849
"r_study.id[Byard.et.al..1989,Intercept]",1.000049561762,22723.0960579273,12064.5181879282
"r_study.id[C?te.and.Hunte.1989,Intercept]",0.999991110382367,26585.220794439,11928.7195060982
"r_study.id[Cardoso.et.al..2007,Intercept]",1.00048848392733,38495.2205444645,10331.8191308505
"r_study.id[Castiglioni.and.Bond-Buckup.2008,Intercept]",1.00076912240139,32386.4753614684,11890.4324750922
"r_study.id[Catry.et.al..1999,Intercept]",1.00008501624365,32304.6430510595,11839.5121465988
"r_study.id[Chaine.and.Angeloni.2005,Intercept]",1.00023179897665,25711.8008569582,11974.9402260757
"r_study.id[Chajma.and.Vojar.2016,Intercept]",1.00037897503757,31362.6994090063,12385.031668085
"r_study.id[Chardine.and.Morris.1989,Intercept]",1.00024910392739,33720.549093866,11263.8668642281
"r_study.id[Chen.and.Lu.2011,Intercept]",0.999958776659754,31292.7022607499,12737.3101927717
"r_study.id[Chen.et.al..2011,Intercept]",1.00029866872027,23495.9169583557,11667.2592065882
"r_study.id[Christensen.and.Kleindorfer.2007,Intercept]",1.00008620969484,33601.1048854148,12083.8523798164
"r_study.id[Christy.1983,Intercept]",1.00053715137829,40366.6585678812,11381.2184728824
"r_study.id[Chrzastek-Spruch.1979,Intercept]",1.00072994943066,30488.6851971748,12855.06539567
"r_study.id[Clark.and.Backwell.2016,Intercept]",1.00014608397666,34054.680967256,11683.2495974247
"r_study.id[Clarke.and.Fields.2013,Intercept]",1.00060443571482,2870.77444617848,4807.70362695306
"r_study.id[Cogalniceanu.et.al..2013,Intercept]",1.00018087542947,27682.7635553241,10718.1768841426
"r_study.id[Comeau.et.al..1998,Intercept]",1.00020001763599,26819.3702503858,12406.1883151561
"r_study.id[Cordeiro.et.al..2016,Intercept]",0.999953810756188,33484.8530117588,11655.9604649106
"r_study.id[Cornet.et.al..2012,Intercept]",1.00024771503362,21681.3652837873,13793.0558401952
"r_study.id[Coulter.1986,Intercept]",1.0002255450659,16946.8136387931,11571.9432802083
"r_study.id[Crespi.1989,Intercept]",0.999976800469253,30487.644173514,10345.2220142285
"r_study.id[Crognier.1973,Intercept]",1.00072074509542,16978.4969795984,13590.5695667031
"r_study.id[Crozier.1918,Intercept]",1.0003328057473,30191.6751062307,11902.0127007111
