"parameter","rhat","ess_bulk","ess_tail"
"r_effect.size.id[1052,Intercept]",1.00040611598742,39802.6458323275,12414.5657319534
"r_effect.size.id[1053,Intercept]",1.00005237351363,44663.6620655463,11439.0316590273
"r_effect.size.id[1054,Intercept]",1.00139143181677,39615.5154975411,10559.014260525
"r_effect.size.id[1055,Intercept]",1.00086229501482,39331.4249557729,11040.1885813189
"r_effect.size.id[1056,Intercept]",1.00016864675202,40372.8516671743,10957.6900831408
"r_effect.size.id[1057,Intercept]",1.00007827812372,49023.0273335649,12000.4377090387
"r_effect.size.id[1058,Intercept]",1.00044036680271,21282.2291161703,12300.6930050188
"r_effect.size.id[1059,Intercept]",1.00011270236917,19969.408215955,12430.7530066453
"r_effect.size.id[1060,Intercept]",1.0004611182966,36598.1259134101,12051.4522042073
"r_effect.size.id[1061,Intercept]",1.00013449621793,34282.8989299361,12516.9041842131
"r_effect.size.id[1062,Intercept]",1.00045421327721,26414.2756026403,12714.040433035
"r_effect.size.id[1063,Intercept]",1.00005103057517,40019.3991025191,12039.2320546425
"r_effect.size.id[1064,Intercept]",1.00078740697012,39720.8862155601,11671.6120224826
"r_effect.size.id[1065,Intercept]",1.00073090133008,36711.6046891085,11494.7675278789
"r_effect.size.id[1066,Intercept]",1.00115609572584,39377.4064208221,11211.737030625
"r_effect.size.id[1067,Intercept]",1.00033959647049,40083.1247863912,11396.6823995553
"r_effect.size.id[1068,Intercept]",1.0002902664603,35617.0564769904,11340.0390740469
"r_effect.size.id[1069,Intercept]",1.00035570287263,36800.6679845033,12617.69401564
"r_effect.size.id[1070,Intercept]",0.99999601475877,38330.6281280874,12194.820414656
"r_effect.size.id[1071,Intercept]",1.00030575100316,38940.7692370044,11317.6588642579
"r_effect.size.id[1072,Intercept]",1.00023343482387,41713.7749130256,11957.5866613992
"r_effect.size.id[1073,Intercept]",1.00017743792767,38896.1673428565,11269.1798219459
"r_effect.size.id[1074,Intercept]",1.00117449291094,32963.3559919346,11593.5379291276
"r_effect.size.id[1075,Intercept]",1.00019158254001,31723.024188086,11982.1149707309
"r_effect.size.id[1076,Intercept]",1.00005434816201,37407.0531063367,11725.7642689219
"r_effect.size.id[1077,Intercept]",1.00242205873883,41714.46856717,11709.9266750671
"r_effect.size.id[1078,Intercept]",1.0002095901233,33107.779868992,12589.0948560676
"r_effect.size.id[1079,Intercept]",1.0005728143265,30292.0862090914,12533.7600046118
"r_effect.size.id[1080,Intercept]",1.00014297692977,30953.4064761628,12237.2367276537
"r_effect.size.id[1081,Intercept]",1.0001787806301,35523.7940504098,12033.7028051957
"r_effect.size.id[1082,Intercept]",0.999883135361623,36277.222242075,11921.4807634145
"r_effect.size.id[1083,Intercept]",1.00039757814138,35797.2803537386,11315.7511399401
"r_effect.size.id[1084,Intercept]",1.00074553708648,31958.5377999503,12649.1020762363
"r_effect.size.id[1085,Intercept]",1.00041375289651,37446.1810411303,10768.7354952058
"r_effect.size.id[1086,Intercept]",1.00015867443579,37818.4889648594,11176.7683172647
"r_effect.size.id[1087,Intercept]",1.00004024272073,38952.5536322584,11043.9520876619
"r_effect.size.id[1088,Intercept]",1.00007043002145,36399.3997339652,10920.7947174422
"r_effect.size.id[1089,Intercept]",1.00037737897165,30673.9210810723,11741.1630477658
"r_effect.size.id[1090,Intercept]",1.00048112709491,35425.5127017217,11784.6264399572
"r_effect.size.id[1091,Intercept]",0.999918051174898,31626.1942649916,12263.4305681722
"r_effect.size.id[1092,Intercept]",1.00096177421467,36433.8055281641,12055.0671186548
"r_effect.size.id[1093,Intercept]",1.0008410041374,39526.7083717627,11445.1055953437
"r_effect.size.id[1094,Intercept]",1.00009999497779,33766.5677037673,11511.6558874079
"r_effect.size.id[1095,Intercept]",1.0000372921877,36942.9858084209,11075.3795724026
"r_effect.size.id[1096,Intercept]",1.0003468330843,36108.6456998908,12018.1512356736
"r_effect.size.id[1097,Intercept]",1.00060030989835,42239.4146570048,11840.3996065759
"r_effect.size.id[1098,Intercept]",1.00023829949866,34504.4378077177,12582.7202184253
"r_effect.size.id[1099,Intercept]",1.00023680018317,33946.019026036,11336.9606291035
"r_effect.size.id[1100,Intercept]",1.0001820871517,34640.4305056875,12208.7530668467
"r_effect.size.id[1101,Intercept]",1.00003895330366,34610.7017160137,12737.7513497351
"r_effect.size.id[1102,Intercept]",1.00014703335549,33184.0224918341,12528.5076353971
"r_effect.size.id[1103,Intercept]",1.00142314364093,34908.6372431563,12160.8125456803
"r_effect.size.id[1104,Intercept]",0.999968169401374,43744.5864940765,12120.116307971
"r_effect.size.id[1105,Intercept]",0.99993819975487,37977.3085738293,11653.2489446917
"r_effect.size.id[1106,Intercept]",1.00051575319475,41531.3251138957,10672.4937276417
"r_effect.size.id[1107,Intercept]",1.00040476667851,39263.4488424777,11365.9012035747
"r_effect.size.id[1108,Intercept]",0.999931062825235,38290.2470420989,10997.7463304262
"r_effect.size.id[1109,Intercept]",1.00016402655696,45082.6343162829,11747.4636966217
"r_effect.size.id[1110,Intercept]",1.00073797847808,40221.8166488757,11537.2424490676
"r_effect.size.id[1111,Intercept]",1.00051248888715,37781.2970795233,10695.7927122977
"r_effect.size.id[1112,Intercept]",1.00034931451537,38274.4584912689,11626.9812077165
"r_effect.size.id[1113,Intercept]",1.00022701715226,37237.165772807,10579.6926256944
"r_effect.size.id[1114,Intercept]",1.00016733850916,40768.6874301079,12007.5885169495
"r_effect.size.id[1115,Intercept]",1.00005723301039,43917.9417104317,11686.7794926688
"r_effect.size.id[1116,Intercept]",1.00002163493009,38495.705120531,10968.3083441259
"r_effect.size.id[1117,Intercept]",1.00030379483076,42386.8854262573,11330.8775170239
"r_effect.size.id[1118,Intercept]",1.00055508847824,43128.8140809882,10588.6284779868
"r_effect.size.id[1119,Intercept]",1.00070147207939,38480.916879079,10181.7896367391
"r_effect.size.id[1120,Intercept]",1.00057030600994,36750.6064038381,11919.8535952175
"r_effect.size.id[1121,Intercept]",1.00083452208553,38854.8718441261,11886.6950636539
"r_effect.size.id[1122,Intercept]",1.00061736747848,37342.3784184173,11869.6574335516
"r_effect.size.id[1123,Intercept]",1.00010585195672,36002.605756759,11720.7929220956
"r_effect.size.id[1124,Intercept]",1.00016553735942,37748.8686139989,11873.5166979822
"r_effect.size.id[1125,Intercept]",1.00044886619547,34484.1549718582,11795.412548497
"r_effect.size.id[1126,Intercept]",1.00011460699249,41452.8767091412,11824.5061217529
"r_effect.size.id[1127,Intercept]",1.00007535316437,39286.5702788095,10869.1950194372
"r_effect.size.id[1128,Intercept]",1.00038851076765,40408.5610199003,11063.4221275983
"r_effect.size.id[1129,Intercept]",1.00019080096521,44694.2693910289,11577.11863705
"r_effect.size.id[1130,Intercept]",1.00021637248998,42535.4794268165,11130.5824266326
"r_effect.size.id[1131,Intercept]",1.00087328693036,42399.8197975566,10703.7655510402
"r_effect.size.id[1132,Intercept]",1.00032826330254,42049.579888753,11144.1116507211
"r_effect.size.id[1133,Intercept]",1.00028412387101,38978.0814491566,11898.0606215406
"r_effect.size.id[1134,Intercept]",1.00013091683421,40630.4716507031,10996.3355817974
"r_effect.size.id[1135,Intercept]",1.00039296320235,43034.9216791859,10960.948970431
"r_effect.size.id[1136,Intercept]",1.00016022860118,40073.9745871963,10796.3812636073
"r_effect.size.id[1137,Intercept]",1.00014959533102,41463.7038993033,10580.5283983829
"r_effect.size.id[1138,Intercept]",1.00006607368453,40012.1732346633,10612.360296204
"r_effect.size.id[1139,Intercept]",0.999920668472183,42015.4041556834,11050.1177700056
"r_effect.size.id[1140,Intercept]",1.00080750884056,44151.6583701259,11664.4777555575
"r_effect.size.id[1141,Intercept]",1.00008088508436,38211.5358152211,12048.6611233864
"r_effect.size.id[1142,Intercept]",1.00025637693945,27355.8553413314,13695.9236511088
"r_effect.size.id[1143,Intercept]",0.999999660806833,27018.4670023493,14163.0772828938
"r_effect.size.id[1144,Intercept]",1.00004511060937,28353.5960295887,14552.6312232038
"r_effect.size.id[1145,Intercept]",1.00001305763172,29746.7217308772,12992.8904559255
"r_effect.size.id[1146,Intercept]",1.00036625485476,36066.2752849619,10551.6411936546
"r_effect.size.id[1147,Intercept]",1.00061682560695,35356.6544237325,10973.3105054078
"r_effect.size.id[1148,Intercept]",1.00043240326409,40826.9512151931,11271.7611799719
"r_effect.size.id[1149,Intercept]",1.00047603450595,42927.1157133153,12246.5909990755
"r_effect.size.id[1150,Intercept]",0.999965702026591,36215.6490320695,12079.0471709554
"r_effect.size.id[1151,Intercept]",1.000083223356,37086.8692202326,12932.9640348258
"r_effect.size.id[1152,Intercept]",1.00008827507454,39161.4509871859,11415.4802677034
"r_effect.size.id[1153,Intercept]",1.0003181720509,42836.2398379946,11494.8456301315
"r_effect.size.id[1154,Intercept]",1.00063508835271,42302.2824297748,11501.542843659
"r_effect.size.id[1155,Intercept]",1.00014056737415,39929.8361390553,12105.045343961
"r_effect.size.id[1156,Intercept]",1.00068853883972,36466.6429467603,11157.7302811212
"r_effect.size.id[1157,Intercept]",1.00014829855561,34162.8775812638,12658.7912067828
"r_effect.size.id[1158,Intercept]",1.00022695617141,33744.9653266795,11167.4783016131
"r_effect.size.id[1159,Intercept]",1.00029173664961,42235.0580294135,11086.4487357462
"r_effect.size.id[1160,Intercept]",1.00011499921314,43574.1766759151,10743.1799451991
"r_effect.size.id[1161,Intercept]",1.00036977256923,39520.2034114507,12138.0286510798
"r_effect.size.id[1162,Intercept]",1.00103041456909,39018.1739790418,10650.5168468668
"r_effect.size.id[1163,Intercept]",1.00047660736682,37453.9301088513,12340.6289469148
"r_effect.size.id[1164,Intercept]",1.0005910407605,39408.4737158628,11484.5718811351
"r_effect.size.id[1165,Intercept]",1.00028425356868,40344.5189440747,11075.159753727
"r_effect.size.id[1166,Intercept]",1.00075578648369,41114.8027429651,11164.4132137081
"r_effect.size.id[1167,Intercept]",0.999897191428279,41193.413344897,11942.2011719272
"r_effect.size.id[1168,Intercept]",1.000299708039,43203.8890882657,10789.7448643093
"r_effect.size.id[1169,Intercept]",1.00005957223214,38910.0323741175,11314.9327336807
"r_effect.size.id[1170,Intercept]",1.00034313745174,32708.2570237623,12359.7880501326
"r_effect.size.id[1171,Intercept]",1.00045982525985,36522.5949397278,11996.3968790347
"r_effect.size.id[1172,Intercept]",1.00027563647347,33349.5466159284,12413.5614475483
"r_effect.size.id[1173,Intercept]",1.00024774665755,35968.0130228288,12366.1870368741
"r_effect.size.id[1174,Intercept]",1.00015067362386,42316.2765789826,11392.431098949
"r_effect.size.id[1175,Intercept]",0.999887313538044,29419.2076626478,11974.2851517176
"r_effect.size.id[1176,Intercept]",1.00008491934225,27698.4004451571,11753.034847235
"r_effect.size.id[1177,Intercept]",1.00006723415257,15520.8050492833,13272.0358399074
"r_effect.size.id[1178,Intercept]",0.999961547086306,15370.3375388033,12175.0846222108
"r_effect.size.id[1179,Intercept]",1.0001990531765,15624.0699320606,12057.589726222
"r_effect.size.id[1180,Intercept]",0.99989853311925,38164.0156516353,11892.307806649
"r_effect.size.id[1181,Intercept]",0.999988234994853,35574.9973829319,12616.7955529223
"r_effect.size.id[1182,Intercept]",1.00012234541876,25909.3690967595,12816.6894422176
"r_effect.size.id[1183,Intercept]",1.00024747617948,25013.9811393683,13279.6319573671
"r_effect.size.id[1184,Intercept]",0.999921600050001,27376.1314294596,12977.8254710787
"r_effect.size.id[1185,Intercept]",1.00015909034594,25479.7653819421,13140.9398536247
"r_effect.size.id[1186,Intercept]",0.999970647423909,25060.3197384328,13401.9503663889
"r_effect.size.id[1187,Intercept]",1.00008790677072,25863.9147563127,12789.0866739119
"r_effect.size.id[1188,Intercept]",1.00099933626216,35038.4685096243,11926.8560422156
"r_effect.size.id[1189,Intercept]",1.00010767093365,40755.1118677986,11608.3921383468
"r_effect.size.id[1190,Intercept]",1.00017757325068,40389.7230866511,11899.2174476454
"r_effect.size.id[1191,Intercept]",1.0005277364908,43214.3060930274,11253.921329706
"r_effect.size.id[1192,Intercept]",1.00080768172592,36775.7895165313,11456.3325100756
"r_effect.size.id[1193,Intercept]",1.00003947076208,37772.1973163923,10891.39495186
"r_effect.size.id[1194,Intercept]",1.00046867277581,39985.3615959052,11805.0172482657
"r_effect.size.id[1195,Intercept]",1.00016955959727,37627.8304290775,11871.2032672764
"r_effect.size.id[1196,Intercept]",0.999988100752608,37991.0200981326,12700.782973442
"r_effect.size.id[1197,Intercept]",1.00028736515018,39041.4681037774,12167.420069536
"r_effect.size.id[1198,Intercept]",1.00008400073797,32348.479507111,13175.6990595978
"r_effect.size.id[1199,Intercept]",1.00029810862251,31213.7701475347,13276.653704149
"r_effect.size.id[1200,Intercept]",1.0003033010168,30064.546522111,13345.5573909513
"r_effect.size.id[1201,Intercept]",1.00016560998872,31656.5783346831,12067.847444283
"r_effect.size.id[1202,Intercept]",1.00012329686662,18052.7804123286,11720.3360770314
"r_effect.size.id[1203,Intercept]",1.00012665037019,15706.2065814363,11684.3264922187
"r_effect.size.id[1204,Intercept]",1.00009785596017,17828.0555666567,12339.4060642943
"r_effect.size.id[1205,Intercept]",1.00057960105302,16708.7979752934,12170.5385095564
"r_effect.size.id[1206,Intercept]",1.00039017642962,16328.5962397944,11611.520733037
"r_effect.size.id[1207,Intercept]",1.00031477383543,17006.4279666252,12091.0532217797
"r_effect.size.id[1208,Intercept]",0.999986683073169,17344.2930357976,11828.7804698754
"r_effect.size.id[1209,Intercept]",1.00008900949032,18252.9973815706,11729.6263822547
"r_effect.size.id[1210,Intercept]",1.00010343654404,17498.2153020645,12268.0796140475
"r_effect.size.id[1211,Intercept]",1.0008819856646,16499.1655059734,11432.8307491075
"r_effect.size.id[1212,Intercept]",0.999941969716035,16479.8416009009,11584.0978124678
"r_effect.size.id[1213,Intercept]",1.00060245447681,17019.3282933333,11517.4525751586
"r_effect.size.id[1214,Intercept]",1.00047127335452,17387.3681431032,12383.0021000174
"r_effect.size.id[1215,Intercept]",0.999972503167235,17538.8866995048,11268.8946634151
"r_effect.size.id[1216,Intercept]",1.0006919356835,17494.8883646823,12282.256617968
"r_effect.size.id[1217,Intercept]",1.00033655336442,17071.620302949,11333.2590709583
"r_effect.size.id[1218,Intercept]",1.00047458225363,16688.5712430039,12304.5296630912
"r_effect.size.id[1219,Intercept]",1.00054315390892,17262.8043367755,11860.9612612271
"r_effect.size.id[1220,Intercept]",1.00003439095196,17214.6435634138,11823.9499836531
"r_effect.size.id[1221,Intercept]",1.00015426965986,16974.7190934934,11744.8486802571
"r_effect.size.id[1222,Intercept]",1.00012791638969,17457.5659883693,11443.5364822607
"r_effect.size.id[1223,Intercept]",1.00007535270564,16581.6452155224,12260.0426574668
"r_effect.size.id[1224,Intercept]",1.00015058097035,17732.7673772921,11671.1011345371
"r_effect.size.id[1225,Intercept]",1.00003828925919,17728.4151351302,12148.1559879994
"r_effect.size.id[1226,Intercept]",1.0001571431817,17236.1631392263,11559.9720928541
"r_effect.size.id[1227,Intercept]",1.00022047144207,16465.9769303661,12866.3963137541
"r_effect.size.id[1228,Intercept]",1.00046622127137,16616.0465925677,11591.2882186398
"r_effect.size.id[1229,Intercept]",1.00008832188338,17232.5587433028,11968.0365271877
"r_effect.size.id[1230,Intercept]",1.00039992342715,36131.0176083676,12084.0894647817
"r_effect.size.id[1231,Intercept]",1.00034609885232,36356.2029785287,12602.62081378
"r_effect.size.id[1232,Intercept]",1.00057043631869,36119.4992091251,11792.7706842421
"r_effect.size.id[1233,Intercept]",1.00009362345754,33841.9673522246,11337.9613967519
"r_effect.size.id[1234,Intercept]",1.000022988073,33735.1775211669,12006.8058066943
"r_effect.size.id[1235,Intercept]",1.0003293557268,35896.1367803774,12627.7551930437
"r_effect.size.id[1236,Intercept]",1.00011083878237,45408.0039695033,10917.904695301
"r_effect.size.id[1237,Intercept]",1.00011416175912,39119.6289435019,11757.7778172623
"r_effect.size.id[1238,Intercept]",1.00019188604273,42974.6898825611,11446.597040156
"r_effect.size.id[1239,Intercept]",1.00030655984324,40215.2607151095,11233.8108553069
"r_effect.size.id[1240,Intercept]",1.00030856419976,40860.1380073468,10983.9711676541
"r_effect.size.id[1241,Intercept]",0.99995869649066,40872.3534483955,11378.5642521446
"r_effect.size.id[1242,Intercept]",1.00019384558084,41818.3631330546,11161.572004505
"r_effect.size.id[1243,Intercept]",1.00118434861985,39610.4871754141,11191.4695760826
"r_effect.size.id[1244,Intercept]",1.00041263009685,37329.3933676501,11279.4894394399
"r_effect.size.id[1245,Intercept]",1.00004783882367,41063.7663600923,10890.7639650475
"r_effect.size.id[1246,Intercept]",1.00038293260381,41875.8495776858,9869.12403759963
"r_effect.size.id[1247,Intercept]",1.00032406063164,41479.1084852318,10493.6887908593
"r_effect.size.id[1248,Intercept]",1.00121623254034,29406.5485166982,12599.9027995685
"r_effect.size.id[1249,Intercept]",1.00047291664044,33610.4315238252,12878.1402691959
"r_effect.size.id[1250,Intercept]",1.00020666061092,28494.6729862774,13520.5930351742
"r_effect.size.id[1251,Intercept]",1.00020783100163,28636.5135755478,13134.3725089636
"r_effect.size.id[1252,Intercept]",0.999954426343212,31182.0419079189,12570.394822219
"r_effect.size.id[1253,Intercept]",1.00037863436641,30086.4494843063,11287.4445426339
"r_effect.size.id[1254,Intercept]",1.00029421038334,30292.1274831136,13519.0456872921
"r_effect.size.id[1255,Intercept]",1.00030743408415,30298.2587067667,12562.1811918202
"r_effect.size.id[1256,Intercept]",1.00020281810858,18062.3503576354,12232.57261383
"r_effect.size.id[1257,Intercept]",1.00023871408494,18000.8740994814,12499.274047296
"r_effect.size.id[1258,Intercept]",0.999982292792507,22142.2307301914,14110.3543599062
"r_effect.size.id[1259,Intercept]",1.00006494256968,23059.1422936479,13697.8926316492
"r_effect.size.id[1260,Intercept]",1.00001843676082,22998.2084109217,13753.7420613142
"r_effect.size.id[1261,Intercept]",0.999981578619216,40730.404133748,11044.1298997094
"r_effect.size.id[1262,Intercept]",1.00008440058762,32923.074005408,12463.5344627039
"r_effect.size.id[1263,Intercept]",1.00040555933212,34646.3329895457,11841.5761286932
"r_effect.size.id[1264,Intercept]",1.00033638801606,39591.1292930439,11846.377065951
"r_effect.size.id[1265,Intercept]",1.00055080587657,35680.8567813868,10648.3983251492
"r_effect.size.id[1266,Intercept]",1.00028937953665,43769.4661493034,12263.0854119036
"r_effect.size.id[1267,Intercept]",1.00030843274196,20357.9556058769,12941.6926436236
"r_effect.size.id[1268,Intercept]",1.0002034121412,19034.1430402195,13488.5928327547
"r_effect.size.id[1269,Intercept]",1.00049161426577,19226.6469963598,14066.1995316655
"r_effect.size.id[1270,Intercept]",1.000063601433,23854.1948373684,13355.5579188669
"r_effect.size.id[1271,Intercept]",1.00014654702549,25018.560179165,12260.5267440239
"r_effect.size.id[1272,Intercept]",1.00069236218634,25356.6298574632,13174.9516082409
"r_effect.size.id[1273,Intercept]",1.00007628779511,14557.2534295786,13244.1135352107
"r_effect.size.id[1274,Intercept]",0.999981156537501,14071.0515058768,13236.1057088473
"r_effect.size.id[1275,Intercept]",1.00003432682159,10282.4717414703,11453.6413873919
"r_effect.size.id[1276,Intercept]",1.0000477776122,14358.3912678746,11868.5013753124
"r_effect.size.id[1277,Intercept]",0.999930865606764,14895.5116803146,12574.8028636929
"r_effect.size.id[1278,Intercept]",0.999943751867934,10320.0267657776,12105.8208526801
"r_effect.size.id[1279,Intercept]",1.00007333643822,10304.2680212052,12517.3598762604
"r_effect.size.id[1280,Intercept]",1.00005175410692,9736.3649789422,11995.6277687415
"r_effect.size.id[1281,Intercept]",1.00028680216662,36316.5012913222,10835.0580835252
"r_effect.size.id[1282,Intercept]",1.00099463418579,36919.8723104227,10959.3203900568
"r_effect.size.id[1283,Intercept]",0.999983756898105,15643.9242614123,13612.6792394
"r_effect.size.id[1284,Intercept]",1.0001017966815,15037.3330141645,14148.3139457044
"r_effect.size.id[1285,Intercept]",1.000062082882,14856.573040727,13663.0100273036
"r_effect.size.id[1286,Intercept]",1.0001767739322,35870.1665161849,11505.1757332022
"r_effect.size.id[1287,Intercept]",1.00036177845773,20088.5468292881,12521.0524140877
"r_effect.size.id[1288,Intercept]",1.00035412639841,20043.884143911,13103.7049399932
"r_effect.size.id[1289,Intercept]",0.99985674956419,33674.4650892976,12107.3191613007
"r_effect.size.id[1290,Intercept]",1.00011150321617,34852.4561677496,12760.0034354226
"r_effect.size.id[1291,Intercept]",1.00014714749561,40772.7673554368,10970.8971643691
"r_effect.size.id[1292,Intercept]",1.00007590850837,33391.0462132138,12580.5035891837
"r_effect.size.id[1293,Intercept]",1.00028238965212,34476.5701769426,12781.5026144288
"r_effect.size.id[1294,Intercept]",1.00130313192019,37821.309770056,11851.7672139963
"r_effect.size.id[1295,Intercept]",0.999947296929583,36652.2823191636,13255.6204511253
"r_effect.size.id[1296,Intercept]",1.00010101141818,25555.1828557906,13729.0805331816
"r_effect.size.id[1297,Intercept]",1.00007876815043,27068.8480740364,13565.288789756
"r_effect.size.id[1298,Intercept]",1.00033886604997,37119.3923808029,11417.269930849
"r_effect.size.id[1299,Intercept]",1.00010155914432,33251.4880710952,11681.8176118659
"r_effect.size.id[1300,Intercept]",1.00015266973045,37804.6614302966,11652.7707704411
"r_effect.size.id[1301,Intercept]",1.00066019867448,41017.0914616172,11876.3365685741
"r_effect.size.id[1302,Intercept]",1.00018172867497,35331.0638066189,12412.9258892182
"r_effect.size.id[1303,Intercept]",1.00093169218306,35450.5781827391,12225.3276235141
"r_effect.size.id[1304,Intercept]",1.00014487821517,31302.7301768354,12698.7617615343
"r_effect.size.id[1305,Intercept]",0.999997361435075,40509.084720677,11763.1287504664
"r_effect.size.id[1306,Intercept]",0.999886123120117,36878.0295519059,10779.0299535173
"r_effect.size.id[1307,Intercept]",1.00047070709699,38500.3274258754,12057.321611478
"r_effect.size.id[1308,Intercept]",1.0001408161999,39477.3709728835,11128.7559925783
"r_effect.size.id[1309,Intercept]",1.00084037402155,39189.4522702126,10286.8572039302
"r_effect.size.id[1310,Intercept]",1.00006453900158,40122.4996356835,10804.7492221281
"r_effect.size.id[1311,Intercept]",1.00059796896924,38746.2993057889,11123.0998785651
"r_effect.size.id[1312,Intercept]",1.00040534051657,42972.9948030745,11097.510488226
"r_effect.size.id[1313,Intercept]",1.0000467742125,34285.769468437,12049.2217269972
"r_effect.size.id[1314,Intercept]",0.999870738558064,37272.8691684938,12557.6099855091
"r_effect.size.id[1315,Intercept]",1.00015010171779,26640.1100333517,11911.6797351336
"r_effect.size.id[1316,Intercept]",1.00027839504369,41768.6774710836,11659.4743340755
"r_effect.size.id[1317,Intercept]",1.00010511803438,35397.3147820653,10947.3011226886
"r_effect.size.id[1318,Intercept]",0.999993832088382,39437.6053002209,11996.7104695349
"r_effect.size.id[1319,Intercept]",1.00020059476634,40011.7854505041,11099.3481594792
"r_effect.size.id[1320,Intercept]",1.00009812765789,38610.2306484002,10237.6618703946
"r_effect.size.id[1321,Intercept]",1.00105293417757,34389.2047183794,12166.3694509172
"r_effect.size.id[1322,Intercept]",1.00085760649101,36033.7043882119,11221.0944680763
"r_effect.size.id[1323,Intercept]",1.00051554871713,38122.8659674837,11274.6903147258
"r_effect.size.id[1324,Intercept]",1.00070094639566,42814.852013855,11258.53324323
"r_effect.size.id[1325,Intercept]",1.00018862069133,36755.7463299504,12253.9586844068
"r_effect.size.id[1326,Intercept]",0.999924696517679,37965.7369997195,11938.1888399204
"r_effect.size.id[1327,Intercept]",1.00080303559936,35559.7309752192,12189.8787767252
"r_effect.size.id[1328,Intercept]",1.00006157343407,26897.3688876628,12511.3732795708
"r_effect.size.id[1329,Intercept]",1.00006010095115,29865.8647425083,11354.3946688244
"r_effect.size.id[1330,Intercept]",0.999858063224134,42412.0608891058,10983.7672800958
"r_effect.size.id[1331,Intercept]",1.00067676500074,43746.10900024,11370.9952770259
"r_effect.size.id[1332,Intercept]",1.00025725505666,41309.4298189735,10833.0655536072
"r_effect.size.id[1333,Intercept]",0.999877937524294,42403.5731521515,12165.4446637012
"r_effect.size.id[1334,Intercept]",1.00047429519791,42283.8218898454,10790.8963688311
"r_effect.size.id[1335,Intercept]",1.00040972730923,40689.8990643786,11135.8725265049
"r_effect.size.id[1336,Intercept]",1.00061536567908,36513.0812730869,12577.1220997117
"r_effect.size.id[1337,Intercept]",1.00055980252587,39156.3411045845,11552.986081126
"r_effect.size.id[1338,Intercept]",1.00057128308788,37232.6317924031,9971.73247291244
"r_effect.size.id[1339,Intercept]",1.00039267681872,44012.9281090059,11590.3667855678
"r_effect.size.id[1340,Intercept]",1.00030586915828,33182.6541410968,13033.6797600912
"r_effect.size.id[1341,Intercept]",1.00030911835847,40630.7675865784,12096.6766496679
"r_effect.size.id[1342,Intercept]",1.00000232640376,17120.8046488707,10707.1769669616
"r_effect.size.id[1343,Intercept]",1.00061225158125,33945.1246486648,12392.3133808404
"r_effect.size.id[1344,Intercept]",1.00027460537304,34590.6516519746,11297.1260371029
"r_effect.size.id[1345,Intercept]",1.00048168352493,36756.7090146315,10098.9065171726
"r_effect.size.id[1346,Intercept]",1.00087854913769,34072.1201511647,11557.6574774437
"r_effect.size.id[1347,Intercept]",1.00064138904154,33835.401012687,11829.1085688601
"r_effect.size.id[1348,Intercept]",1.0003843147935,33268.7463966719,12145.2292546457
"r_effect.size.id[1349,Intercept]",1.0003122108602,33924.5991284152,11187.1152674487
"r_effect.size.id[1350,Intercept]",1.00008156111093,32957.3191077148,11888.4766944136
"r_effect.size.id[1351,Intercept]",0.999999403776237,34160.2500779947,11822.4011609956
"r_effect.size.id[1352,Intercept]",1.00020014680825,32435.741505079,11116.8690553881
"r_effect.size.id[1353,Intercept]",1.00041282487626,36412.7864435443,12093.1750406857
"r_effect.size.id[1354,Intercept]",1.00000870170551,34457.9589429853,12341.8428917399
"r_effect.size.id[1355,Intercept]",1.00077475480849,31349.2472394205,10514.3305196474
"r_effect.size.id[1356,Intercept]",1.00031658646565,32686.758201532,12153.8403937755
"r_effect.size.id[1357,Intercept]",1.00020909041164,26278.0657148191,12574.3511825455
"r_effect.size.id[1358,Intercept]",0.999936009499404,29609.1184350451,13526.0220909109
"r_effect.size.id[1359,Intercept]",0.999917890836879,29261.5751496516,14229.2536191002
"r_effect.size.id[1360,Intercept]",1.00018103154735,29955.3674523207,13943.6279338179
"r_effect.size.id[1361,Intercept]",1.00049803426534,32066.5280306031,13493.5682700588
"r_effect.size.id[1362,Intercept]",1.00038637788887,30779.5522708628,12627.2475291977
"r_effect.size.id[1363,Intercept]",1.00029967046266,30573.6517956054,12371.8903244037
"r_effect.size.id[1364,Intercept]",0.999933607130966,22514.4095552677,14796.8319647377
"r_effect.size.id[1365,Intercept]",1.00004030455013,23240.2669555067,14179.4939525204
"r_effect.size.id[1366,Intercept]",1.00042368791124,21132.6844103841,13958.6094144425
"r_effect.size.id[1367,Intercept]",1.00009109842926,31107.2237924624,12941.698416618
"r_effect.size.id[1368,Intercept]",0.999962386161796,38144.3149529031,11939.4982866898
"r_effect.size.id[1369,Intercept]",1.00050115953929,38763.7863611118,12067.2060679489
"r_effect.size.id[1370,Intercept]",1.00067752429002,40728.0445314155,10773.3829424919
"r_effect.size.id[1371,Intercept]",1.00030690875657,37457.1180612173,11529.4894933019
"r_effect.size.id[1372,Intercept]",1.00008806230897,27399.5362649377,13364.5196274165
"r_effect.size.id[1373,Intercept]",1.00022248862767,30810.7585857984,12039.8813807436
"r_effect.size.id[1374,Intercept]",1.0008575082601,36427.283653678,12887.9146283537
"r_effect.size.id[1375,Intercept]",1.00095522020865,37585.2402675215,11548.0880290436
"r_effect.size.id[1376,Intercept]",1.00036439481344,36916.8622828974,12542.7520555489
"r_effect.size.id[1377,Intercept]",1.00042707725568,29765.9638795937,11326.5587022841
