"max_rhat_all_parameters","min_bulk_ess_all_parameters","min_tail_ess_all_parameters","divergent_transitions","max_observed_treedepth","configured_max_treedepth","min_bfmi"
1.00251534885701,2059.71920219741,3459.82516518696,0,11,15,0.743221147580967
