line_ID,Study_ID,Study,Current_species,Species_phylogeny,Family,Order,Migration,Clutch_size,Breeding_latitudinal_range,Body_mass,Diet_diversity,Trophic_level,Nest_type,Location,Country,Latitude,Longitude,Continent,Start_year,End_year,Duration,N_years,Pooled_years,Phenophase,Early_central_late,Slope,Data_type
1643,1,"Adamík, P., & Král, M. (2008). Climate_and resource_driven long_term changes in dormice populations negatively affect hole_nesting songbirds. Journal of Zoology, 275(3), 209-215. ",Cyanistes_caeruleus,Parus_caeruleus,Paridae,Passeriformes,Partial,10,36,12.00,Intermediate,Secondary,Cavity,Dlouha´Loucˇka,Czech_Republic,49.82,17.20,Europe,1980,2005,26,26,0,Breeding,Central,-0.173,standardized_scientist_observation_in_field_or_centre
2150,1,"Adamík, P., & Král, M. (2008). Climate_and resource_driven long_term changes in dormice populations negatively affect hole_nesting songbirds. Journal of Zoology, 275(3), 209-215. ",Ficedula_hypoleuca,Ficedula_hypoleuca,Muscicapidae,Passeriformes,Long,6,39,13.00,Specialist,Secondary,Cavity,Dlouha´Loucˇka,Czech_Republic,49.82,17.20,Europe,1980,2005,26,26,0,Breeding,Central,-0.345,standardized_scientist_observation_in_field_or_centre
4005,1,"Adamík, P., & Král, M. (2008). Climate_and resource_driven long_term changes in dormice populations negatively affect hole_nesting songbirds. Journal of Zoology, 275(3), 209-215. ",Parus_major,Parus_major,Paridae,Passeriformes,Partial,10,80,18.00,Intermediate,Secondary,Cavity,Dlouha´Loucˇka,Czech_Republic,49.82,17.20,Europe,1980,2005,26,26,0,Breeding,Central,-0.196,standardized_scientist_observation_in_field_or_centre
5514,1,"Adamík, P., & Král, M. (2008). Climate_and resource_driven long_term changes in dormice populations negatively affect hole_nesting songbirds. Journal of Zoology, 275(3), 209-215. ",Sitta_europaea,Sitta_europaea,Sittidae,Passeriformes,Resident,7,44,22.00,Specialist,Secondary,Cavity,Dlouha´Loucˇka,Czech_Republic,49.82,17.20,Europe,1980,2005,26,26,0,Breeding,Central,-0.088,standardized_scientist_observation_in_field_or_centre
196,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Actitis_hypoleucos,Actitis_hypoleucos,Scolopacidae,Charadriiformes,Long,4,43,50.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,26,0,Pre-breeding migration,Early,-0.340,standardized_capture_and_ringing
197,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Actitis_hypoleucos,Actitis_hypoleucos,Scolopacidae,Charadriiformes,Long,4,43,50.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,41,0,Post-breeding migration,Early,-0.060,standardized_capture_and_ringing
211,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Actitis_hypoleucos,Actitis_hypoleucos,Scolopacidae,Charadriiformes,Long,4,43,50.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,41,0,Post-breeding migration,Late,-0.160,standardized_capture_and_ringing
212,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Actitis_hypoleucos,Actitis_hypoleucos,Scolopacidae,Charadriiformes,Long,4,43,50.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,26,0,Pre-breeding migration,Central,-0.230,standardized_capture_and_ringing
213,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Actitis_hypoleucos,Actitis_hypoleucos,Scolopacidae,Charadriiformes,Long,4,43,50.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,41,0,Post-breeding migration,Central,-0.170,standardized_capture_and_ringing
902,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Calidris_alpina,Calidris_alpina,Scolopacidae,Charadriiformes,Short,4,26,48.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,31,0,Post-breeding migration,Early,-0.240,standardized_capture_and_ringing
908,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Calidris_alpina,Calidris_alpina,Scolopacidae,Charadriiformes,Short,4,26,48.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,31,0,Post-breeding migration,Late,-0.290,standardized_capture_and_ringing
910,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Calidris_alpina,Calidris_alpina,Scolopacidae,Charadriiformes,Short,4,26,48.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,31,0,Post-breeding migration,Central,-0.400,standardized_capture_and_ringing
943,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Calidris_minuta,Calidris_minuta,Scolopacidae,Charadriiformes,Long,4,14,24.00,Generalist,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,33,0,Post-breeding migration,Early,-0.190,standardized_capture_and_ringing
945,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Calidris_minuta,Calidris_minuta,Scolopacidae,Charadriiformes,Long,4,14,24.00,Generalist,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,33,0,Post-breeding migration,Late,-0.060,standardized_capture_and_ringing
946,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Calidris_minuta,Calidris_minuta,Scolopacidae,Charadriiformes,Long,4,14,24.00,Generalist,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,33,0,Post-breeding migration,Central,-0.070,standardized_capture_and_ringing
951,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Calidris_pugnax,Philomachus_pugnax,Scolopacidae,Charadriiformes,Long,4,26,170.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,24,0,Pre-breeding migration,Early,-0.970,standardized_capture_and_ringing
952,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Calidris_pugnax,Philomachus_pugnax,Scolopacidae,Charadriiformes,Long,4,26,170.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,39,0,Post-breeding migration,Early,0.550,standardized_capture_and_ringing
960,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Calidris_pugnax,Philomachus_pugnax,Scolopacidae,Charadriiformes,Long,4,26,170.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,39,0,Post-breeding migration,Late,0.040,standardized_capture_and_ringing
961,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Calidris_pugnax,Philomachus_pugnax,Scolopacidae,Charadriiformes,Long,4,26,170.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,24,0,Pre-breeding migration,Central,-0.350,standardized_capture_and_ringing
962,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Calidris_pugnax,Philomachus_pugnax,Scolopacidae,Charadriiformes,Long,4,26,170.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,39,0,Post-breeding migration,Central,0.510,standardized_capture_and_ringing
1249,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Charadrius_dubius,Charadrius_dubius,Charadriidae,Charadriiformes,Long,4,74,39.00,Specialist,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,37,0,Pre-breeding migration,Early,-0.150,standardized_capture_and_ringing
1250,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Charadrius_dubius,Charadrius_dubius,Charadriidae,Charadriiformes,Long,4,74,39.00,Specialist,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,39,0,Post-breeding migration,Early,0.080,standardized_capture_and_ringing
1261,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Charadrius_dubius,Charadrius_dubius,Charadriidae,Charadriiformes,Long,4,74,39.00,Specialist,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,39,0,Post-breeding migration,Late,-0.170,standardized_capture_and_ringing
1265,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Charadrius_dubius,Charadrius_dubius,Charadriidae,Charadriiformes,Long,4,74,39.00,Specialist,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,37,0,Pre-breeding migration,Central,-0.160,standardized_capture_and_ringing
1266,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Charadrius_dubius,Charadrius_dubius,Charadriidae,Charadriiformes,Long,4,74,39.00,Specialist,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,39,0,Post-breeding migration,Central,-0.190,standardized_capture_and_ringing
2298,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Gallinago_gallinago,Gallinago_gallinago,Scolopacidae,Charadriiformes,Short,4,39,120.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,41,0,Post-breeding migration,Early,0.300,standardized_capture_and_ringing
2310,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Gallinago_gallinago,Gallinago_gallinago,Scolopacidae,Charadriiformes,Short,4,39,120.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,41,0,Post-breeding migration,Late,0.280,standardized_capture_and_ringing
2311,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Gallinago_gallinago,Gallinago_gallinago,Scolopacidae,Charadriiformes,Short,4,39,120.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,41,0,Post-breeding migration,Central,-0.060,standardized_capture_and_ringing
6144,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Tringa_glareola,Tringa_glareola,Scolopacidae,Charadriiformes,Long,4,20,65.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,36,0,Pre-breeding migration,Early,-0.200,standardized_capture_and_ringing
6145,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Tringa_glareola,Tringa_glareola,Scolopacidae,Charadriiformes,Long,4,20,65.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,40,0,Post-breeding migration,Early,-0.060,standardized_capture_and_ringing
6155,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Tringa_glareola,Tringa_glareola,Scolopacidae,Charadriiformes,Long,4,20,65.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,40,0,Post-breeding migration,Late,-0.100,standardized_capture_and_ringing
6159,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Tringa_glareola,Tringa_glareola,Scolopacidae,Charadriiformes,Long,4,20,65.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,36,0,Pre-breeding migration,Central,-0.260,standardized_capture_and_ringing
6160,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Tringa_glareola,Tringa_glareola,Scolopacidae,Charadriiformes,Long,4,20,65.00,Intermediate,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,40,0,Post-breeding migration,Central,-0.160,standardized_capture_and_ringing
6203,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Tringa_ochropus,Tringa_ochropus,Scolopacidae,Charadriiformes,Short,4,28,80.00,Generalist,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,38,0,Post-breeding migration,Early,-0.100,standardized_capture_and_ringing
6210,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Tringa_ochropus,Tringa_ochropus,Scolopacidae,Charadriiformes,Short,4,28,80.00,Generalist,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,38,0,Post-breeding migration,Late,-0.220,standardized_capture_and_ringing
6211,2,"Adamík, P., & Pietruszková, J. (2008). Advances in spring but variable autumnal trends in timing of inland wader migration. Acta Ornithologica, 43(2), 119-128.",Tringa_ochropus,Tringa_ochropus,Scolopacidae,Charadriiformes,Short,4,28,80.00,Generalist,Secondary,Non-cavity,CzechRepublic,Czech_Republic,49.82,15.47,Europe,1964,2005,42,38,0,Post-breeding migration,Central,-0.100,standardized_capture_and_ringing
2152,4,"Ahola, M. P., Laaksonen, T., Eeva, T., & Lehikoinen, E. (2007). Climate change can alter competitive relationships between resident and migratory birds. Journal of Animal Ecology, 76, 1045-1052.",Ficedula_hypoleuca,Ficedula_hypoleuca,Muscicapidae,Passeriformes,Long,6,39,13.00,Specialist,Secondary,Cavity,Askainen,Finland,60.50,21.75,Europe,1953,2005,53,24,0,Breeding,Central,0.030,standardized_scientist_observation_in_field_or_centre
4006,5,"Ahola, M. P., Laaksonen, T., Eeva, T., & Lehikoinen, E. (2009). Great tits lay increasingly smaller clutches than selected for: a study of climate_and density_related changes in reproductive traits. Journal of Animal Ecology, 78(6), 1298-1306.",Parus_major,Parus_major,Paridae,Passeriformes,Partial,10,80,18.00,Intermediate,Secondary,Cavity,AskainenandHarjavalta,Finland,60.75,21.78,Europe,1953,2008,56,55,0,Breeding,Central,0.001,standardized_scientist_observation_in_field_or_centre
23,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Accipiter_gentilis,Accipiter_gentilis,Accipitridae,Accipitriformes,Short,3,53,1600.00,Specialist,Tertiary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2001,64,28,0,Pre-breeding migration,Early,0.067,scientist_observation_in_field
198,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Actitis_hypoleucos,Actitis_hypoleucos,Scolopacidae,Charadriiformes,Long,4,43,50.00,Intermediate,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2001,64,45,0,Pre-breeding migration,Early,-0.040,scientist_observation_in_field
270,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Alauda_arvensis,Alauda_arvensis,Alaudidae,Passeriformes,Short,4,39,41.00,Intermediate,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2001,64,47,0,Pre-breeding migration,Early,-0.202,scientist_observation_in_field
398,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Anas_platyrhynchos,Anas_platyrhynchos,Anatidae,Anseriformes,Short,10,44,1106.00,Intermediate,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2001,64,59,0,Pre-breeding migration,Early,0.129,scientist_observation_in_field
480,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Anser_fabalis,Anser_fabalis,Anatidae,Anseriformes,Short,6,33,3000.00,Specialist,Primary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2000,63,16,0,Pre-breeding migration,Early,0.132,scientist_observation_in_field
797,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Bucephala_clangula,Bucephala_clangula,Anatidae,Anseriformes,Short,9,27,1014.00,Intermediate,Secondary,Cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2001,64,54,0,Pre-breeding migration,Early,0.084,scientist_observation_in_field
885,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Calcarius_lapponicus,Calcarius_lapponicus,Calcariidae,Passeriformes,Short,5,28,28.00,Intermediate,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2001,64,21,0,Pre-breeding migration,Early,0.389,scientist_observation_in_field
1034,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Carpodacus_erythrinus,Carpodacus_erythrinus,Fringillidae,Passeriformes,Long,5,41,23.00,Intermediate,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2002,65,28,1,Pre-breeding migration,Early,0.000,scientist_observation_in_field
1047,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Carpodacus_roseus,Carpodacus_roseus,Fringillidae,Passeriformes,Short,4,14,29.00,Intermediate,Primary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2001,64,41,0,Pre-breeding migration,Early,-0.250,scientist_observation_in_field
1251,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Charadrius_dubius,Charadrius_dubius,Charadriidae,Charadriiformes,Long,4,74,39.00,Specialist,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2002,65,33,1,Pre-breeding migration,Early,0.023,scientist_observation_in_field
1364,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Circus_cyaneus,Circus_cyaneus,Accipitridae,Accipitriformes,Short,5,34,440.00,Specialist,Tertiary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1939,2000,62,23,0,Pre-breeding migration,Early,-0.270,scientist_observation_in_field
1500,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Corvus_dauuricus,Corvus_dauuricus,Corvidae,Passeriformes,Short,5,29,210.00,Generalist,Tertiary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2001,64,54,0,Pre-breeding migration,Early,-0.090,scientist_observation_in_field
1530,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Cuculus_canorus,Cuculus_canorus,Cuculidae,Cuculiformes,Long,1,49,115.00,Specialist,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2001,64,58,0,Pre-breeding migration,Early,-0.082,scientist_observation_in_field
1612,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Cuculus_saturatus,Cuculus_saturatus,Cuculidae,Cuculiformes,Long,1,53,105.00,Specialist,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1941,2001,61,22,0,Pre-breeding migration,Early,-0.126,scientist_observation_in_field
1700,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Cygnus_cygnus,Cygnus_cygnus,Anatidae,Anseriformes,Short,5,29,9350.00,Intermediate,Primary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2001,64,34,0,Pre-breeding migration,Early,0.073,scientist_observation_in_field
1717,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Delichon_urbicum,Delichon_urbicum,Hirundinidae,Passeriformes,Long,5,41,18.00,Specialist,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2001,64,57,0,Pre-breeding migration,Early,-0.294,scientist_observation_in_field
1830,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Emberiza_aureola,Emberiza_aureola,Emberizidae,Passeriformes,Long,5,30,20.00,Specialist,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2001,64,37,0,Pre-breeding migration,Early,-0.041,scientist_observation_in_field
1834,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Emberiza_cioides,Emberiza_cioides,Emberizidae,Passeriformes,Partial,4,32,20.00,Intermediate,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1940,2001,62,43,0,Pre-breeding migration,Early,-0.047,scientist_observation_in_field
1852,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Emberiza_leucocephalos,Emberiza_leucocephalos,Emberizidae,Passeriformes,Short,5,29,29.00,Intermediate,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1939,2001,63,45,0,Pre-breeding migration,Early,-0.005,scientist_observation_in_field
1853,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Emberiza_pallasi,Emberiza_pallasi,Emberizidae,Passeriformes,Short,4,26,15.00,Intermediate,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2002,65,30,1,Pre-breeding migration,Early,-0.023,scientist_observation_in_field
1855,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Emberiza_rustica,Emberiza_rustica,Emberizidae,Passeriformes,Short,5,19,20.00,Specialist,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2001,64,43,0,Pre-breeding migration,Early,-0.082,scientist_observation_in_field
1942,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Eremophila_alpestris,Eremophila_alpestris,Alaudidae,Passeriformes,Short,4,33,32.00,Intermediate,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2001,64,41,0,Pre-breeding migration,Early,0.085,scientist_observation_in_field
2059,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Falco_tinnunculus,Falco_tinnunculus,Falconidae,Falconiformes,Short,5,105,230.00,Specialist,Tertiary,Cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2001,64,16,0,Pre-breeding migration,Early,0.235,scientist_observation_in_field
2257,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Fringilla_montifringilla,Fringilla_montifringilla,Fringillidae,Passeriformes,Short,6,27,25.00,Intermediate,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,2001,64,22,0,Pre-breeding migration,Early,-0.146,scientist_observation_in_field
2320,7,"Ananin, A.A., & Sokolov, L.V. (2009) Long–term arrival trends of 54 avian species to Barguzinsky Nature Reserve in northeastern Baikal area. Avian Ecology and Behaviour, 15, 33–48. ",Gallinago_stenura,Gallinago_stenura,Scolopacidae,Charadriiformes,Long,4,27,115.00,Intermediate,Secondary,Non-cavity,BarguzinskyNatureReserve,Russia,54.83,109.13,Asia,1938,1997,60,21,0,Pre-breeding migration,Early,-0.008,scientist_observation_in_field
