"start_label","fixed_rho_km","start_effect_variance","start_study_variance","start_spatial_variance","start_rho_km","pooled_mean","ci_lb","ci_ub","iid_effect_variance","study_variance","spatial_variance","rho_km","logLik_REML","AIC_REML","convergence_status","elapsed_seconds","warnings"
"primary3091",NA,0.775206707271178,1.21321975931966,0.0365815086685606,3090.79583253413,-0.335243148326113,-0.520259835608968,-0.150226461043258,0.775206707271178,1.21321975931966,0.0365815086685606,3090.79583253413,-4017.81107127865,8045.62214255731,"completed_no_explicit_optimizer_status",36.983,"Setting class(x) to multiple strings (""vcovmat"", ""dsyMatrix"", ...); result will no longer be an S4 object"
