"start_label","fixed_rho_km","start_effect_variance","start_study_variance","start_spatial_variance","start_rho_km","pooled_mean","ci_lb","ci_ub","iid_effect_variance","study_variance","spatial_variance","rho_km","logLik_REML","AIC_REML","convergence_status","elapsed_seconds","warnings"
"fixed_rho_200",200,0.775206707271178,1.21321975931966,0.0365815086685606,200,-0.345633858422916,-0.480363442107224,-0.210904274738609,0.775568566150275,1.13139792827622,0.088691411637678,200,-4017.70060257854,8043.40120515709,"completed_no_explicit_optimizer_status",742.94,""
