"rho","alpha","REML_logLik","AIC_nominal_fixed_rho","pooled_mean","pooled_se","ci_lb","ci_ub","study_variance","effect_size_variance","species_nonphylogenetic_variance","species_phylogenetic_variance","correlation_offdiag_mean","covariance_offdiag_mean","error","delta_REML_logLik_from_grid_max","within_95pct_LR_grid"
0.0311339489658127,32.1192792182601,-160.527661886432,331.055323772864,0.352676612638661,0.0331767108607952,0.287608347802254,0.417744877475069,0.0151324971201482,0.0144113960824635,1.49271873467638e-09,0.100318877290911,0.00778997679239432,0.000781481725935253,NA,0.149329935106266,TRUE
0.0336677124493353,29.7020476667325,-160.415017318356,330.830034636712,0.352085358053108,0.0342861231337271,0.284841243660945,0.419329472445272,0.0154166609634151,0.0144154490025014,1.49271895950951e-09,0.101591732876652,0.00852202395280113,0.000865767180981404,NA,0.0366853670302589,TRUE
0.0364076803368505,27.4667320397185,-160.378331951326,330.756663902651,0.351407472834767,0.0354633453743924,0.281854515686964,0.420960429982571,0.0157332996302994,0.0144193528993571,1.49271914888632e-09,0.102938740811989,0.00931816223761237,0.000959199887421645,NA,0,TRUE
0.0393706340905992,25.3996417151629,-160.413651132222,330.827302264445,0.350647969167691,0.0367130782410567,0.278643956835904,0.422651981499478,0.0160823355057824,0.0144231071464453,1.49271929633835e-09,0.104358231465429,0.0101849716547404,0.00106288562941423,NA,0.0353191808968631,TRUE
0.0425747208928044,23.4881163993493,-160.516800653706,331.033601307411,0.349810271143073,0.0380405209708755,0.27520279412603,0.424417748160115,0.0164637091703932,0.0144267208467679,1.49271933972692e-09,0.10584773870322,0.0111298305377197,0.00117806739456767,NA,0.138468702380123,TRUE
0.0460395647915918,21.7204485864869,-160.683519254649,331.367038509298,0.348897027121632,0.0394513080694738,0.271522625169066,0.426271429074198,0.0168773672632727,0.0144302078520379,1.49271985165815e-09,0.107404034044836,0.0121609697958375,0.00130613721397035,NA,0.305187303323692,TRUE
0.0497863868922607,20.0858118538313,-160.909520146516,331.819040293033,0.347911517026711,0.0409514488940934,0.267594943956645,0.428228090096776,0.0173232867318242,0.0144335945768573,1.49272006042998e-09,0.10902314331679,0.0132875064840068,0.00144864572372865,NA,0.531188195190907,TRUE
0.0538381353300402,18.5741945531688,-161.190494440634,332.380988881268,0.346859494652719,0.0425473543685004,0.26341293077379,0.430306058531647,0.0178013539957165,0.0144368754949473,1.4927207381749e-09,0.110700816034626,0.0145194433991385,0.00160731423265319,NA,0.812162489308321,TRUE
0.0582196258203726,17.1763384925444,-161.522078276363,333.044156552727,0.345750957371131,0.044245728526113,0.25897343461739,0.432528480124871,0.0183114255757657,0.0144401023693781,1.49272055366294e-09,0.112431981873093,0.0158676232367224,0.00178402832812024,NA,1.14374632503791,TRUE
0.0629576936475535,15.8836822326775,-161.899809685577,333.799619371153,0.344601627149536,0.0460536519254913,0.254278290615512,0.43492496368356,0.0188532137123039,0.0144432975580912,1.49272066367199e-09,0.114211307742992,0.0173436330944463,0.00198083901673135,NA,1.52147773425111,TRUE
0.0680813580226104,14.6883086507747,-162.319098841652,334.638197683305,0.343433607899981,0.0479786002865146,0.249334940825295,0.437532274974667,0.0194262821744679,0.0144464946951571,1.49272067736082e-09,0.116033269056299,0.0189596680079678,0.00219995225918664,NA,1.94076689032693,FALSE
0.0736219998170623,13.582896450583,-162.775227041829,335.550454083658,0.342275011018212,0.050028365965272,0.244156213780606,0.440393808255818,0.0200299314908345,0.0144497345031509,1.49272149807228e-09,0.117891816659033,0.0207283789543027,0.0024437062513196,NA,2.39689509050368,FALSE
0.0796135537611256,12.5606753216974,-163.263378699607,336.526757399214,0.341158664965871,0.0522112787158889,0.23875860110217,0.443558728829572,0.020663310628365,0.0144530675002805,1.49272106431126e-09,0.119781658412532,0.0226627474166565,0.00271458146975144,NA,2.88504674828141,FALSE
0.086092716283519,11.6153844734881,-163.778700666704,337.557401333408,0.340119781258029,0.054536107839481,0.23316011539677,0.447079447119288,0.0213250971881945,0.0144565231747918,1.49272177490429e-09,0.121698045238651,0.0247760397253627,0.0030151956033318,NA,3.40036871537836,FALSE
0.0930991702658256,10.7412342896795,-164.316377211394,338.632754422788,0.339193064908934,0.0570121045006443,0.227377317709214,0.451008812108654,0.0220137039757576,0.0144601483319123,1.49272198071317e-09,0.123637241817282,0.0270818944531668,0.0033483307333763,NA,3.93804526006829,FALSE
0.100675828087961,9.9328708687282,-164.871707804269,339.743415608539,0.338409693576022,0.0596492936390722,0.22142172415081,0.455397663001234,0.0227269710023928,0.01446398346123,1.49272214781328e-09,0.125598187096194,0.0295945814315282,0.00371702577567065,NA,4.49337585294381,FALSE
0.108869094453329,9.18534323281881,-165.440177507416,340.880355014831,0.337794461746133,0.0624585577899739,0.215296785691675,0.460292137800591,0.0234622022337901,0.0144680670768006,1.49272179078836e-09,0.127582814497438,0.0323294413119536,0.00412468111370877,NA,5.06184555609002,FALSE
