"model","component","value","mean","effect_variance","study_variance","spatial_variance","rho_km","logLik_REML","AIC_REML","status","elapsed_seconds","warnings"
"spatial_only","rho",0.1,-0.355478724093499,0.763013978773147,NA,1.14879317098721,0.1,-3980.25271662632,7966.50543325265,"completed_no_explicit_optimizer_status",30.936,""
