"model","component","value","mean","effect_variance","study_variance","spatial_variance","rho_km","logLik_REML","AIC_REML","status","elapsed_seconds","warnings"
"combined","rho",10,-0.363933750372264,0.751559627450055,1.13830059170579,9.3959675182239e-08,10,-3969.18751490299,7946.37502980597,"completed_no_explicit_optimizer_status",1585.125,""
