"value","parameter","panel"
0.525698952601,"Spatial variance","Variance"
0.577013428996,"Spatial variance","Variance"
0.596620297744,"Spatial variance","Variance"
0.562654510609,"Spatial variance","Variance"
0.633692418304,"Spatial variance","Variance"
0.421030979161,"Spatial variance","Variance"
0.323277530625,"Spatial variance","Variance"
0.715401322596,"Spatial variance","Variance"
0.506171062849,"Spatial variance","Variance"
0.533856729025,"Spatial variance","Variance"
0.888485334025,"Spatial variance","Variance"
0.652700794201,"Spatial variance","Variance"
0.828447656481,"Spatial variance","Variance"
0.778617406449,"Spatial variance","Variance"
0.752429600329,"Spatial variance","Variance"
0.5667680656,"Spatial variance","Variance"
0.973667668516,"Spatial variance","Variance"
0.413184126436,"Spatial variance","Variance"
0.490282840804,"Spatial variance","Variance"
0.468244592656,"Spatial variance","Variance"
0.372616238929,"Spatial variance","Variance"
0.3697734481,"Spatial variance","Variance"
0.212738647696,"Spatial variance","Variance"
0.210530474896,"Spatial variance","Variance"
0.392732835856,"Spatial variance","Variance"
0.334600931809,"Spatial variance","Variance"
0.410528525625,"Spatial variance","Variance"
0.323845217476,"Spatial variance","Variance"
0.326455677769,"Spatial variance","Variance"
0.6019121889,"Spatial variance","Variance"
0.500072436964,"Spatial variance","Variance"
0.514331374561,"Spatial variance","Variance"
0.711753759025,"Spatial variance","Variance"
1.8013666225,"Spatial variance","Variance"
1.4765652196,"Spatial variance","Variance"
1.2168737344,"Spatial variance","Variance"
0.863791795216,"Spatial variance","Variance"
1.0983459204,"Spatial variance","Variance"
1.3871421729,"Spatial variance","Variance"
1.1173335616,"Spatial variance","Variance"
1.2045721009,"Spatial variance","Variance"
0.648179569216,"Spatial variance","Variance"
1.0018408464,"Spatial variance","Variance"
0.922583302144,"Spatial variance","Variance"
0.501327722025,"Spatial variance","Variance"
0.974925188689,"Spatial variance","Variance"
0.4923548224,"Spatial variance","Variance"
0.995487103081,"Spatial variance","Variance"
0.622809807489,"Spatial variance","Variance"
0.389796689569,"Spatial variance","Variance"
1.1125819441,"Spatial variance","Variance"
0.5190337936,"Spatial variance","Variance"
0.629202727729,"Spatial variance","Variance"
1.4418726084,"Spatial variance","Variance"
1.4900840761,"Spatial variance","Variance"
1.2966149161,"Spatial variance","Variance"
0.568657760836,"Spatial variance","Variance"
0.851956690225,"Spatial variance","Variance"
0.511827207241,"Spatial variance","Variance"
0.836103585769,"Spatial variance","Variance"
1.2852530161,"Spatial variance","Variance"
0.752707202569,"Spatial variance","Variance"
1.01042704,"Spatial variance","Variance"
1.1637015625,"Spatial variance","Variance"
1.0228692769,"Spatial variance","Variance"
0.4858508209,"Spatial variance","Variance"
0.959853237841,"Spatial variance","Variance"
0.736900348041,"Spatial variance","Variance"
0.612503455876,"Spatial variance","Variance"
0.521087634496,"Spatial variance","Variance"
0.441279875521,"Spatial variance","Variance"
0.845044463169,"Spatial variance","Variance"
0.525124869025,"Spatial variance","Variance"
0.601511927184,"Spatial variance","Variance"
0.4177683225,"Spatial variance","Variance"
0.436880018961,"Spatial variance","Variance"
0.522869271409,"Spatial variance","Variance"
0.503010029824,"Spatial variance","Variance"
0.5341855744,"Spatial variance","Variance"
0.450400712161,"Spatial variance","Variance"
0.807952895044,"Spatial variance","Variance"
0.389979017289,"Spatial variance","Variance"
0.6184878736,"Spatial variance","Variance"
0.654714012736,"Spatial variance","Variance"
0.412196100625,"Spatial variance","Variance"
0.6531549124,"Spatial variance","Variance"
0.388601377641,"Spatial variance","Variance"
0.710018575876,"Spatial variance","Variance"
0.801272039044,"Spatial variance","Variance"
0.535643943129,"Spatial variance","Variance"
0.413240694244,"Spatial variance","Variance"
0.784508775625,"Spatial variance","Variance"
1.99543876,"Spatial variance","Variance"
2.1394620361,"Spatial variance","Variance"
0.644306419969,"Spatial variance","Variance"
0.789512217025,"Spatial variance","Variance"
0.931833049225,"Spatial variance","Variance"
0.792867365761,"Spatial variance","Variance"
1.06213636,"Spatial variance","Variance"
1.7162310025,"Spatial variance","Variance"
1.3772196025,"Spatial variance","Variance"
0.926227233649,"Spatial variance","Variance"
1.1253602889,"Spatial variance","Variance"
1.2500134416,"Spatial variance","Variance"
1.0597055364,"Spatial variance","Variance"
0.9542945344,"Spatial variance","Variance"
0.473604099721,"Spatial variance","Variance"
0.630526519249,"Spatial variance","Variance"
0.529567665796,"Spatial variance","Variance"
1.2053185369,"Spatial variance","Variance"
0.583598212096,"Spatial variance","Variance"
1.1221588624,"Spatial variance","Variance"
1.1236212001,"Spatial variance","Variance"
1.2642078969,"Spatial variance","Variance"
1.1228581225,"Spatial variance","Variance"
0.659816668681,"Spatial variance","Variance"
0.702406581409,"Spatial variance","Variance"
0.554695758841,"Spatial variance","Variance"
0.339302755009,"Spatial variance","Variance"
0.627590346436,"Spatial variance","Variance"
0.576911645209,"Spatial variance","Variance"
0.530786559601,"Spatial variance","Variance"
0.480422265625,"Spatial variance","Variance"
0.554052456409,"Spatial variance","Variance"
0.417246234916,"Spatial variance","Variance"
0.251517295225,"Spatial variance","Variance"
0.359224018609,"Spatial variance","Variance"
0.475043506756,"Spatial variance","Variance"
0.266460375204,"Spatial variance","Variance"
1.8426976516,"Spatial variance","Variance"
0.640773033289,"Spatial variance","Variance"
0.492297286321,"Spatial variance","Variance"
0.751871081025,"Spatial variance","Variance"
1.1100308164,"Spatial variance","Variance"
0.744563620161,"Spatial variance","Variance"
0.642575385664,"Spatial variance","Variance"
0.655440825649,"Spatial variance","Variance"
0.4247780625,"Spatial variance","Variance"
0.633389956164,"Spatial variance","Variance"
1.4769783961,"Spatial variance","Variance"
1.044484,"Spatial variance","Variance"
0.732506609956,"Spatial variance","Variance"
0.486592743844,"Spatial variance","Variance"
0.444750274816,"Spatial variance","Variance"
0.620154675001,"Spatial variance","Variance"
0.449660101489,"Spatial variance","Variance"
0.351893358436,"Spatial variance","Variance"
0.403892025625,"Spatial variance","Variance"
0.7790004121,"Spatial variance","Variance"
0.293309979561,"Spatial variance","Variance"
0.752063590656,"Spatial variance","Variance"
0.675956931556,"Spatial variance","Variance"
0.225504366129,"Spatial variance","Variance"
0.269164853721,"Spatial variance","Variance"
0.906795298564,"Spatial variance","Variance"
0.298152037089,"Spatial variance","Variance"
0.651988421764,"Spatial variance","Variance"
0.629561315601,"Spatial variance","Variance"
0.680532603136,"Spatial variance","Variance"
0.651712300369,"Spatial variance","Variance"
0.2435619904,"Spatial variance","Variance"
0.394739528089,"Spatial variance","Variance"
0.467834112256,"Spatial variance","Variance"
0.480120110649,"Spatial variance","Variance"
1.0279526544,"Spatial variance","Variance"
0.596373151504,"Spatial variance","Variance"
0.380115406225,"Spatial variance","Variance"
0.1604643364,"Spatial variance","Variance"
0.303626346529,"Spatial variance","Variance"
0.373152383044,"Spatial variance","Variance"
0.482826250449,"Spatial variance","Variance"
0.518196979881,"Spatial variance","Variance"
0.485429905984,"Spatial variance","Variance"
0.584899155369,"Spatial variance","Variance"
0.670076490724,"Spatial variance","Variance"
0.547090998336,"Spatial variance","Variance"
0.807686853796,"Spatial variance","Variance"
0.659254683025,"Spatial variance","Variance"
0.9974216641,"Spatial variance","Variance"
0.829809861721,"Spatial variance","Variance"
0.604534240324,"Spatial variance","Variance"
0.601682565124,"Spatial variance","Variance"
0.476759868484,"Spatial variance","Variance"
0.489123991876,"Spatial variance","Variance"
0.566402244409,"Spatial variance","Variance"
0.500445886084,"Spatial variance","Variance"
0.338725164001,"Spatial variance","Variance"
0.903528192681,"Spatial variance","Variance"
0.916013611396,"Spatial variance","Variance"
0.951266658241,"Spatial variance","Variance"
1.0284190921,"Spatial variance","Variance"
1.3159072369,"Spatial variance","Variance"
0.9000886129,"Spatial variance","Variance"
1.0576682649,"Spatial variance","Variance"
0.264855358881,"Spatial variance","Variance"
0.747254784721,"Spatial variance","Variance"
1.1307344896,"Spatial variance","Variance"
0.730300139776,"Spatial variance","Variance"
1.1327770624,"Spatial variance","Variance"
0.625641450625,"Spatial variance","Variance"
0.557786416201,"Spatial variance","Variance"
0.225724761025,"Spatial variance","Variance"
0.499201597764,"Spatial variance","Variance"
0.867956816164,"Spatial variance","Variance"
0.873249132484,"Spatial variance","Variance"
0.574805069281,"Spatial variance","Variance"
0.853326995049,"Spatial variance","Variance"
0.892505325625,"Spatial variance","Variance"
0.719957341009,"Spatial variance","Variance"
0.469085270404,"Spatial variance","Variance"
0.518309283969,"Spatial variance","Variance"
0.400458621124,"Spatial variance","Variance"
0.5729733025,"Spatial variance","Variance"
0.461865674449,"Spatial variance","Variance"
0.437292560961,"Spatial variance","Variance"
0.625701566169,"Spatial variance","Variance"
0.63632529,"Spatial variance","Variance"
0.488396913316,"Spatial variance","Variance"
0.444455555625,"Spatial variance","Variance"
0.562902071824,"Spatial variance","Variance"
0.554094140625,"Spatial variance","Variance"
0.283603111936,"Spatial variance","Variance"
0.341169305409,"Spatial variance","Variance"
0.380495286649,"Spatial variance","Variance"
0.219354532609,"Spatial variance","Variance"
0.510871851009,"Spatial variance","Variance"
0.697214980036,"Spatial variance","Variance"
0.4593992841,"Spatial variance","Variance"
0.653353739809,"Spatial variance","Variance"
0.599145662025,"Spatial variance","Variance"
0.40208281,"Spatial variance","Variance"
0.552587063044,"Spatial variance","Variance"
0.734572413184,"Spatial variance","Variance"
0.3682183761,"Spatial variance","Variance"
0.4814000689,"Spatial variance","Variance"
0.642705252721,"Spatial variance","Variance"
0.784478661264,"Spatial variance","Variance"
0.463844085721,"Spatial variance","Variance"
0.597073017025,"Spatial variance","Variance"
0.631928013721,"Spatial variance","Variance"
0.629380422225,"Spatial variance","Variance"
0.829318027561,"Spatial variance","Variance"
0.8597740176,"Spatial variance","Variance"
0.934974897481,"Spatial variance","Variance"
0.671986783504,"Spatial variance","Variance"
1.6189763121,"Spatial variance","Variance"
1.0754519616,"Spatial variance","Variance"
0.905190502225,"Spatial variance","Variance"
0.8902111201,"Spatial variance","Variance"
0.827876155129,"Spatial variance","Variance"
2.4293586496,"Spatial variance","Variance"
0.954347286649,"Spatial variance","Variance"
1.04080804,"Spatial variance","Variance"
0.858948972025,"Spatial variance","Variance"
0.4861854529,"Spatial variance","Variance"
0.501098341689,"Spatial variance","Variance"
0.465271323664,"Spatial variance","Variance"
0.706857199504,"Spatial variance","Variance"
0.627663231504,"Spatial variance","Variance"
0.395060017444,"Spatial variance","Variance"
0.198242219536,"Spatial variance","Variance"
0.926421650064,"Spatial variance","Variance"
0.318082464144,"Spatial variance","Variance"
0.312230618176,"Spatial variance","Variance"
0.398844034681,"Spatial variance","Variance"
0.942670111744,"Spatial variance","Variance"
0.618014527321,"Spatial variance","Variance"
0.410813056809,"Spatial variance","Variance"
0.226658831569,"Spatial variance","Variance"
0.290621262649,"Spatial variance","Variance"
0.4479357184,"Spatial variance","Variance"
0.245336949225,"Spatial variance","Variance"
0.199093547601,"Spatial variance","Variance"
0.214736779609,"Spatial variance","Variance"
0.691784773696,"Spatial variance","Variance"
0.4822191364,"Spatial variance","Variance"
0.4731101089,"Spatial variance","Variance"
0.398188764484,"Spatial variance","Variance"
0.7735554304,"Spatial variance","Variance"
0.6345078336,"Spatial variance","Variance"
0.629374075561,"Spatial variance","Variance"
0.755811151876,"Spatial variance","Variance"
1.0135455625,"Spatial variance","Variance"
0.931531895281,"Spatial variance","Variance"
0.930879562041,"Spatial variance","Variance"
0.415144396489,"Spatial variance","Variance"
0.597345040161,"Spatial variance","Variance"
0.645737602084,"Spatial variance","Variance"
0.825030689344,"Spatial variance","Variance"
0.819734673664,"Spatial variance","Variance"
0.8838632196,"Spatial variance","Variance"
0.493385427396,"Spatial variance","Variance"
0.691468750116,"Spatial variance","Variance"
0.842690952324,"Spatial variance","Variance"
0.903372310681,"Spatial variance","Variance"
0.615953419929,"Spatial variance","Variance"
0.958899226756,"Spatial variance","Variance"
1.5098511376,"Spatial variance","Variance"
1.9998485056,"Spatial variance","Variance"
2.1221205625,"Spatial variance","Variance"
3.0899663089,"Spatial variance","Variance"
1.2011502409,"Spatial variance","Variance"
1.39759684,"Spatial variance","Variance"
0.7777828864,"Spatial variance","Variance"
0.439636628601,"Spatial variance","Variance"
1.6845184521,"Spatial variance","Variance"
0.992422409616,"Spatial variance","Variance"
0.929745278289,"Spatial variance","Variance"
0.292730774116,"Spatial variance","Variance"
0.6483631441,"Spatial variance","Variance"
0.365716515025,"Spatial variance","Variance"
0.348759932481,"Spatial variance","Variance"
0.224453275225,"Spatial variance","Variance"
1.0653955524,"Spatial variance","Variance"
