"model","parameter","fixed_value","estimated_tau2","estimated_rho_km","logLik_REML","AIC_REML","elapsed_seconds","convergence_status","warnings"
"combined","rho",10,5.96956975182609e-10,10,-825.239289997317,1658.47857999463,232.098,"completed_no_explicit_optimizer_status",""
