"model","n","references","sites","pooled_mean","ci_lb","ci_ub","iid_effect_variance","study_variance","spatial_variance","rho_km","logLik_REML","AIC_REML","convergence_status","elapsed_seconds","warnings"
"unstructured_only",949,205,454,0.668688233940228,0.558084193305304,0.779292274575152,0.230604313039123,0.476361449528544,0,0,-825.23928993561,1656.47857987122,"completed_no_explicit_optimizer_status",0.913,NA
"spatial_only",949,205,454,0.45831984786886,0.349991519762364,0.566648175975357,0.280333288569452,NA,0.322658372212684,168.709372569329,-928.303596461594,1864.60719292319,"completed_no_explicit_optimizer_status",32.461,"Setting class(x) to multiple strings (""vcovmat"", ""dsyMatrix"", ...); result will no longer be an S4 object"
"combined",949,205,454,0.657396089185705,0.536420045532444,0.778372132838965,0.225482834372111,0.4485942950592,0.0204159826644641,535.582313304341,-823.54492198001,1657.08984396002,"completed_no_explicit_optimizer_status",39.839,"Setting class(x) to multiple strings (""vcovmat"", ""dsyMatrix"", ...); result will no longer be an S4 object"
