"model","parameter_type","parameter_index","estimate","ci_lb","ci_ub","elapsed_seconds","source_model"
"spatial_only","tau2",1,1.14948139553663,0.945331458396506,1.39647393348216,4174.24317884445,"/home/amizuno/phylo_spatial_tutorial_revision/revision_checks/reviewer18_influential_effects_outputs/spatial_only.rds"
