"model","parameter_type","parameter_index","estimate","ci_lb","ci_ub","elapsed_seconds","source_model"
"combined","sigma2",2,1.09425159419519,0.79721505069701,1.3406725334906,10181.5509126186,"/home/amizuno/phylo_spatial_tutorial_revision/revision_checks/reviewer18_influential_effects_outputs/combined.rds"
