"parameter","rhat","ess_bulk","ess_tail"
"b_Intercept",1.00044588356933,10057.2426999377,8330.20100579621
"sigma",1.0016345015952,1936.35012231965,3027.22319543559
"sd_species__Intercept",1.00245726304316,1511.14748773441,1969.68868149102
"sd_phy__Intercept",1.00164312842523,2631.13251862713,4344.52718927143
