"model","species_phylogenetic_variance","species_nonphylogenetic_variance","among_species_variance","Hphylo2","Hphylo2_percent","interpretation"
"BM",0.0512236594750657,0.0556617542807465,0.106885413755812,0.479239006288454,47.9239006288454,"Proportion of fitted among-species variance allocated to the phylogenetically structured component"
