"k","p","diagonal_V","trace_P","trace_P_shortcut","generalized_v_tilde_BM","generalized_v_tilde_OU_Model_A","same_sampling_V_and_X","same_generalized_v_tilde","arithmetic_mean_vi","harmonic_mean_vi"
1828,1,TRUE,469570.852267723,469570.852267722,0.00389078664311631,0.00389078664311631,TRUE,TRUE,0.049005937875524,0.00347069277154184
