"","-0.87000000_117.04000000","-1.06000000_116.49000000","-11.25000000_-54.60000000","-12.30000000_131.03333300","-12.38000000_-54.92000000","-12.47000000_132.50000000","-12.56666700_132.36666700","-12.85000000_132.40000000","-13.06666700_-52.38333300","-13.06700000_-52.38000000","-13.07000000_-52.38000000","-13.07638900_-52.38555600","-13.07638900_-52.38583300","-13.10000000_132.38333300","-15.90000000_34.67000000","-15.93000000_-47.88000000","-16.11666700_130.85000000","-16.12000000_130.96000000","-16.75000000_-61.75000000","-17.00000000_-60.00000000","-18.00000000_-52.90000000","-18.30000000_-52.90000000","-18.33333300_145.00000000","-18.75000000_33.17000000","-18.99861100_34.20138900","-19.27500000_147.04166700","-19.80000000_23.20000000","-2.56000000_-55.89000000","-22.00000000_134.50000000","-23.45000000_131.85000000","-23.56147100_132.03488000","-24.06000000_31.06000000","-24.32000000_31.44000000","-25.17000000_31.26000000","-25.80000000_152.62000000","-28.00000000_-63.50000000","-28.05000000_-64.25000000","-28.20000000_32.00000000","-28.98333300_29.23333300","-29.26194400_29.97027800","-29.36666700_29.53333300","-29.53333300_152.33333300","-29.53333300_152.36666700","-29.56666700_152.36666700","-29.66666700_30.40000000","-3.00000000_114.00000000","-3.39000000_-55.35000000","-30.00000000_115.00000000","-30.10000000_-51.11666700","-30.40000000_24.40000000","-30.56000000_149.23000000","-30.57000000_151.72000000","-30.91666700_146.50000000","-31.11666700_-64.36666700","-31.12000000_-64.37000000","-31.23333300_148.98333300","-31.29000000_149.01000000","-31.41000000_-64.46000000","-31.54308300_115.69877800","-32.00000000_117.00000000","-32.42000000_148.80000000","-32.47000000_152.40000000","-33.00000000_150.50000000","-33.25000000_-70.83333300","-33.33000000_26.52000000","-33.33833300_18.27000000","-33.38333300_148.98333300","-33.40000000_142.60000000","-33.50000000_-70.80000000","-33.50000000_151.00000000","-33.54000000_22.15000000","-33.59800000_150.84233330","-33.61000000_150.64000000","-33.63000000_150.45000000","-33.76000000_151.17000000","-33.76666700_148.85000000","-33.80000000_150.82000000","-33.89769650_150.97136150","-33.91000000_22.79000000","-33.95000000_18.92000000","-34.20000000_148.35000000","-34.20336400_24.83351500","-34.66000000_117.01000000","-34.73333300_116.20000000","-35.00000000_-67.65000000","-35.15276500_150.71296800","-35.26000000_148.82000000","-35.66000000_-72.26000000","-35.66000000_148.94000000","-36.62000000_146.53000000","-36.78333300_146.56666700","-36.98000000_147.14000000","-37.31000000_145.64000000","-37.33333300_-58.41666700","-37.40000000_144.25000000","-37.43000000_145.31000000","-37.47000000_145.53000000","-37.50000000_145.57000000","-37.50000000_145.60000000","-37.51000000_145.45000000","-37.51000000_145.72000000","-37.56000000_149.64000000","-37.60000000_143.12000000","-37.65000000_145.56666700","-37.81000000_146.77000000","-37.81666700_144.51666700","-37.88333300_146.65000000","-37.93805600_146.57750000","-37.95000000_146.46666700","-37.99000000_145.86000000","-38.00000000_-71.00000000","-38.20000000_-71.80000000","-38.75000000_-63.75000000","-38.79000000_-71.51000000","-38.80000000_-71.50000000","-4.30000000_-79.37000000","-41.04833300_-71.55944400","-41.70000000_146.25000000","-42.29000000_146.09000000","0.28000000_37.86666770","11.00000000_77.08333300","11.55000000_76.51666700","11.57250000_76.50638900","12.00000000_77.56666700","15.67000000_99.17000000","16.25000000_-93.55000000","19.36666700_-98.70000000","19.40000000_-155.15000000","19.61000000_-103.90000000","19.86666700_-98.08333300","20.30000000_-104.03000000","20.61000000_-103.60000000","23.73000000_-105.42000000","24.61666700_79.93333300","25.13472200_102.27444400","27.16666700_-81.35000000","27.17000000_-81.35000000","28.73000000_-81.48000000","29.50000000_79.50000000","30.00000000_-91.50000000","30.10000000_-97.26666700","30.11000000_-97.26000000","30.11222200_-97.26055600","30.17000000_101.23000000","30.50000000_-88.00000000","30.65000000_-84.21000000","30.68000000_-90.48000000","30.68333300_-90.48333300","31.16666700_-85.25000000","31.88333300_-109.35000000","31.93333300_-81.60000000","32.00555600_-109.35666700","32.29000000_35.82000000","32.61666700_-106.66666700","32.61666700_-116.83333300","32.71666700_35.01666700","32.72000000_35.02000000","33.06666700_-79.75000000","33.09000000_47.33000000","33.10000000_47.31666700","33.14000000_-79.82000000","33.33333300_-81.66666700","33.35000000_-116.56666700","33.37555600_-116.62083300","33.41666700_-117.06666700","33.58333300_-84.33333300","33.76666700_46.41666700","33.78333300_46.43333300","33.85000000_-99.43000000","33.86666700_-100.00000000","34.00000000_-112.00000000","34.00000000_-117.75000000","34.08333300_-78.30000000","34.11000000_-78.26000000","34.18027800_-110.64472200","34.18333300_-110.65000000","34.21000000_-117.92000000","34.23333300_-118.10000000","34.40000000_-81.21666700","34.60054400_-77.31186200","34.74000000_-120.47000000","34.86388900_46.51722200","34.96666700_-111.55000000","35.10000000_-79.20000000","35.11943200_-79.25000000","35.32000000_-120.25000000","35.42000000_-111.92000000","35.59000000_-83.54000000","35.62000000_-96.05000000","35.65000000_-120.98333300","35.86666700_-106.31666700","35.88333300_-106.30000000","36.14000000_-115.43000000","36.30000000_-105.39000000","36.55000000_-118.70000000","36.58333300_-118.76666700","36.81666700_31.80000000","36.86666700_-118.58333300","36.90000000_-90.32000000","36.91666700_-90.25000000","36.91666700_139.50000000","36.98000000_-118.91000000","37.06000000_-6.66000000","37.06000000_49.51000000","37.12000000_-91.06000000","37.23000000_129.30000000","37.26666700_129.01666700","37.30000000_129.30000000","37.78250000_20.77280000","37.82000000_-83.67000000","37.88000000_-83.72000000","38.10000000_-83.50000000","38.11666700_-119.95000000","38.37000000_-1.61000000","38.40000000_-79.76666700","38.42972200_-1.75916700","38.48000000_-1.83000000","38.67000000_-0.57000000","38.70138900_-112.81916700","38.71666700_-82.51666700","38.75000000_-120.33000000","38.86000000_-120.31000000","38.92000000_-82.50000000","39.02000000_-78.64000000","39.08000000_-96.58000000","39.08333300_-96.58333300","39.09305600_-96.55833300","39.11000000_-96.61000000","39.20000000_-0.91666700","39.20000000_-120.60000000","39.21000000_-105.42000000","39.31000000_-121.23000000","39.68333300_-8.16666700","39.75000000_-0.71666700","40.05000000_-121.13000000","40.18000000_0.10000000","40.19314100_-5.00000000","40.21666700_-105.61666700","40.38305600_-5.11555600","40.49000000_-121.02000000","40.52000000_-121.42000000","40.54000000_-122.74000000","40.58000000_-123.52000000","41.16666700_-86.96666700","41.21666700_-117.76666700","41.28333300_1.90000000","41.29346100_1.87723500","41.68000000_2.22000000","41.70000000_1.91666700","41.75000000_1.98333300","41.77000000_2.86000000","41.83333300_-88.23333300","41.97000000_1.41000000","42.00000000_1.56666700","42.03000000_-75.43000000","42.13000000_-7.44000000","42.15000000_-6.25000000","42.15000000_1.63000000","42.16666700_-123.81666700","42.19000000_-4.23000000","42.22500000_-6.56222200","42.23000000_-6.77000000","42.25000000_-6.20000000","42.26000000_-8.86000000","42.31666700_-6.21666700","42.42000000_-1.25000000","42.73333300_-7.90000000","42.81666700_-118.88333300","42.95000000_-9.10000000","42.96666700_-122.81666700","43.00000000_-116.00000000","43.12833300_-122.87444400","43.27717800_6.38424000","43.28000000_6.39000000","43.33333300_-110.13333300","43.50000000_-8.63333300","43.71666700_-122.21666700","43.75000000_-103.81666700","43.76666700_-121.98333300","43.80000000_-103.88333300","43.90722200_-121.65388900","44.09000000_-123.41000000","44.10000000_-118.83000000","44.28333300_-121.95000000","44.47000000_-110.81000000","44.55200000_-121.40000000","44.55555600_-0.11111100","44.63000000_-110.79000000","44.82000000_-103.85000000","44.82000000_-110.34000000","44.90000000_7.22000000","44.91666700_-72.91666700","45.35000000_-115.28333300","45.40000000_-93.20000000","45.41666700_-93.16666700","45.42000000_-93.17000000","45.43000000_-115.91000000","45.57000000_-121.73000000","45.58333300_-93.16666700","45.75000000_7.50000000","46.00000000_-114.00000000","46.00000000_-115.00000000","46.11000000_-117.85000000","46.41666700_-122.43333300","46.45000000_-115.60000000","46.59166700_-116.24222200","46.70000000_-111.70000000","46.91666700_-112.98333300","47.00000000_-116.00000000","47.32861100_-94.51500000","47.45000000_-76.33000000","47.58000000_133.63000000","47.66666700_-94.08333300","47.69972200_-98.66333300","47.72000000_-113.24000000","47.92000000_-120.53000000","48.35000000_-120.55000000","48.49000000_-120.51000000","48.50000000_-54.00000000","48.50000000_-95.00000000","48.58333300_-117.43333300","48.62000000_87.27000000","49.16666700_-79.28333300","49.25000000_-89.75000000","49.38000000_123.50000000","49.45000000_-78.31000000","49.50000000_-79.25000000","49.56666700_28.15000000","50.00000000_-79.18000000","50.13000000_19.32000000","50.13000000_19.33000000","50.43333300_-89.41666700","50.58333300_-95.90000000","50.78333300_14.33333300","50.83000000_-96.16000000","51.00000000_-120.00000000","51.29000000_125.33000000","51.50000000_123.00000000","51.58000000_122.97000000","51.88000000_122.83000000","54.54000000_-126.90000000","54.70000000_25.13333300","55.74000000_-3.65805600","55.74000000_-3.66000000","56.75000000_-111.31000000","57.18000000_-3.65000000","57.50000000_-111.33333300","57.54000000_-111.33000000","58.01666700_-111.23333300","58.70000000_98.42000000","59.80000000_16.10000000","6.40000000_80.50000000","60.00000000_-128.00000000","60.40000000_-112.76000000","60.63333300_89.73333300","60.78333300_-115.76666700","61.32000000_-135.60000000","62.12000000_-135.28000000","62.41666700_-114.41666700","62.55000000_-113.33333300","62.85000000_-145.02000000","63.72000000_-142.84000000","63.72000000_-148.97000000","63.83000000_-145.67000000","63.90000000_-145.73000000","64.12000000_-145.36000000","64.25000000_19.75000000","64.26000000_-144.85000000","64.46000000_-144.77000000","64.68000000_-147.73000000","64.90000000_-147.90000000","65.06700000_-146.01000000","65.17000000_-147.52000000","65.58000000_-144.97000000","65.59000000_-144.90000000","65.67000000_-162.98000000","65.69000000_-149.16000000","65.70000000_-149.19000000","66.12000000_-137.27000000","67.50000000_-162.80000000","68.58305600_-149.71694400","68.74000000_161.40000000","8.15000000_34.56666700"
"-0.87000000_117.04000000",0,64.7218243714901,18385.780383439,1996.07621312673,18298.9349696162,2134.79037792745,2129.35197360593,2150.91898837211,18081.9973754167,18081.7505019975,18081.4853743956,18081.2829558733,18081.3010144716,2166.16827863838,9174.19604085228,17527.9756310893,2267.41609856743,2275.77080285089,18050.7143440629,18001.7359645475,17650.5856885351,17621.276909783,3614.77691706004,9339.83216091525,9231.77539715478,3853.5981695101,10386.5379720993,19157.2810829508,3007.86622157012,2966.49426385456,2987.41711467233,9568.02840754499,9529.83688431028,9549.52559839001,4707.95342884673,16808.7786413428,16800.8376203748,9482.75023218107,9754.59261895683,9683.06669288163,9725.60108367286,4903.13923495746,4905.82527529869,4907.878985214,9641.90568653984,412.130920268159,19060.1618217045,3231.14311658087,16356.8908381251,10219.5131141487,4727.06914639489,4919.55818703463,4550.73513267147,16460.7502650656,16460.3665494666,4754.84536786664,4760.75830844719,16427.8446977999,3397.92493045871,3445.65530567449,4824.80717591701,5094.9610270598,4988.95870654191,16139.3243417563,10009.3794709977,10775.8200521743,4906.8627091611,4482.72638529508,16113.1101906564,5059.93256301287,10414.4232821282,5055.23955821145,5041.4237075369,5029.10811530186,5090.20382084172,4925.20324973861,5067.63572127158,5085.34327429573,10352.7763316619,10709.2238680445,4922.2980054272,10162.8054863634,3740.6757700583,3749.82673233974,16003.6278096527,5155.21021912173,5032.92053702774,15847.7021103793,5070.78248922069,4988.56185832838,5003.82616683481,5055.22176358266,4989.45341072406,15748.7130698492,4914.61886136094,4979.49985903311,4995.90971132812,5000.75496543609,5002.55020770761,4994.40549563683,5010.55840738287,5259.43313221827,4866.95483792195,5012.82658690982,5098.30141037631,4964.95384829866,5096.89228035708,5096.90483371863,5091.17425878863,5058.09497565479,15622.6367084449,15585.0376065971,15616.2446610223,15527.2246965538,15526.3411799365,18121.6152844931,15281.8623183376,5388.09359395256,5429.32752448962,8814.1613836397,4612.5496368198,4687.41618309047,4689.11812953267,4589.49672310292,2685.06967982003,16267.3810743109,15628.2061333784,9818.7769025608,15112.0512861246,15664.3057994644,15072.4850528249,15101.9523992387,14797.5004858293,4895.21346201538,3287.86944965392,16502.1567793738,16501.8601814963,16354.4028361026,5214.95975000404,15600.701899874,15160.4587653101,15160.3335111047,15160.1462044808,3822.78656067919,15802.5454964401,16026.0507901444,15621.1620073769,15620.6757055262,15919.4541895452,14068.6251621251,16053.9095178806,14062.0897187965,9239.54887267644,14255.5331130019,13389.5073170304,9318.96174546585,9318.68216826003,16036.1439587633,8186.1470305408,8187.59516732598,16025.8529690645,15919.5649444951,13383.3864439172,13377.6579301402,13337.3546996894,15758.3935327007,8284.66647925218,8283.52802905953,14750.2331043519,14706.5639018743,13743.5223766649,13255.003434934,15999.3064346989,15998.2942793928,13847.2871989489,13846.7005327525,13232.0282078361,13215.6086158632,15840.140314935,15986.6006598712,12991.8601236061,8300.55179927044,13734.1087909137,15861.4202604239,15857.4188829241,12989.2068192733,13681.6524624861,15615.9502838757,14868.0769547726,12914.2306055494,14102.8371296933,14103.1627101859,13360.3113382682,14148.3743480523,13071.9271530424,13065.0188472983,9645.85710819001,13068.6524184312,15131.6018958724,15134.3118672298,4782.93520090852,13036.9588342868,13004.7242827224,8093.68651371506,15069.6465572314,4403.65105111173,4399.20073323926,4410.97566251482,10623.1101165166,15401.1715557567,15393.1919267144,15382.6253059958,12905.2872549039,12536.6050581751,15511.4642353953,12546.900412425,12551.0092175392,12440.064388757,13446.2491094677,15367.7016851895,12848.8194841106,12845.9922167674,15348.8402358671,15490.9985436508,14575.3937197654,14574.9303989023,14575.7739596578,14571.223837766,12450.7019658727,12808.8652393997,13968.8807020975,12753.7355132476,13014.6700375257,12415.415828313,12732.2014730511,12334.359740335,12743.0769659389,13891.8789209533,12744.4603149715,12723.0837422177,12690.2993805794,12584.9161955083,12521.3040519147,14935.0702928761,12944.1259626103,12152.9050194699,12154.4078450242,12114.6734831331,12138.2201029818,12131.3036101114,12060.7639668329,14813.7500093172,12169.6517587781,12156.2645370916,15278.7529376224,12848.1829572135,12757.2652295187,12146.3324500407,12438.1219494359,12601.3672870104,12777.6128341205,12793.0995268039,12749.0781232238,12948.5175289572,12747.4082195045,12362.3791188008,12854.728148947,12786.6203210467,12932.9696875829,12483.7569686823,12990.4444253297,12472.8916094871,11737.6112808984,11737.0817331219,13388.0834587881,12872.1621912063,12498.4810346753,13779.0458983917,12513.8297607393,13771.3922315445,12532.4389888321,12394.0835956471,12731.3857907772,12494.6101698136,13275.0692198956,12523.5850642643,12196.6406853911,13266.9946591015,13702.9525511216,13285.8464120488,11629.2725359402,15027.8130637273,12920.5506358481,14255.3695513227,14255.6058507737,14255.1541297603,12873.0736195063,12455.5848175061,14241.320879137,11585.3966926247,12972.8565878314,12905.3223408294,12704.3182125438,12368.8399920408,12840.6936383566,12789.8368632271,13084.637448746,12988.5992391543,12784.6594349265,14025.9982868213,14684.3647450994,5604.76500330832,14017.9909442134,13785.0549761872,12925.8088249744,12433.5470663663,12412.0583147175,12408.1568784938,14656.8931156357,13903.0935432941,12607.0099770024,6187.65308304596,14430.8904785338,14068.6864635059,5602.50014034717,14426.3928848951,14397.2181440516,10001.8854641088,14347.1365963724,10633.8199338885,10633.1082389095,13972.1751854341,13684.102240504,10975.3356369943,13651.299108737,12320.1090615821,5833.4526933061,5831.12007390373,5839.67220466658,5871.5300875744,11735.1171545842,10208.9350302641,11952.7036002436,11952.8135161231,12475.9770968391,11881.9346628927,12425.1936771804,12422.6987744497,12395.5694983892,6805.84528576544,10700.9032340942,4138.81971624161,11450.0940482816,12167.6720459969,7213.15762114172,12007.8752134024,11009.6220545968,11002.4814208,11965.0724023933,12001.8921853219,10494.511481068,10589.6937677289,10288.5595054481,10449.7163366971,10445.9325506154,10461.1783227711,10444.5769047456,10483.9343404336,10485.0124505706,10341.3915202576,10331.4487814749,10418.6097035445,10346.9282023488,10460.2377553175,10463.3057865028,9633.71993515186,10266.9892757968,10265.5506617579,10794.6339775997,9674.77998285925,10225.8931452788,8418.45290249965,9202.79282192463
"-1.06000000_116.49000000",64.7218243714901,0,18334.1472905908,2030.32160520607,18249.6178741712,2171.13382994993,2165.26009589089,2186.23206882004,18028.7581660774,18028.5063020214,18028.2449913419,18028.059729339,18028.0782382654,2200.88602871979,9109.56766019408,17472.1041115458,2292.70675427633,2301.2793500337,18024.9248505519,17970.7324483332,17603.8851995523,17574.876662116,3654.12531730402,9275.11092979718,9167.0535792323,3893.09749277522,10321.8240110233,19093.2367761091,3029.33916789504,2981.23373188936,3002.33640898203,9503.55680532795,9465.39229761885,9485.17661191649,4742.72791901414,16788.2806702523,16781.7871765767,9418.8609517543,9690.84354201203,9619.37362630732,9661.92845063855,4933.21263138787,4935.92161088638,4937.93555083725,9578.29636112364,350.35164680437,18996.7472992372,3206.78612285283,16316.8970168744,10156.0748779715,4753.60333415905,4947.96618989561,4574.52088013339,16441.6795540293,16441.3013245174,4780.37382703354,4786.24078684343,16408.9113659671,3375.00722158521,3425.06289633512,4848.78172567252,5121.62428846823,5013.6060598111,16130.4178217998,9946.66385438435,10713.2215139228,4929.86577143183,4499.80478837269,16104.042041487,5084.38249209375,10351.8080679552,5079.45762243882,5065.47394798686,5052.98958545011,5114.48278209962,4947.65564202443,5091.60493477138,5109.31514898587,10290.258940316,10646.7888827452,4943.84054574866,10100.3516782169,3720.05810697299,3727.92232883341,15989.2198644578,5177.56106855116,5053.65378995881,15839.8508159379,5091.16677788807,5005.84708122708,5020.96714252501,5072.64918747982,5005.20580467637,15721.3102568705,4928.99505360668,4994.82640066837,5011.39361518419,5016.2433345712,5018.06562736991,5009.77486494594,5026.17120530031,5278.29185004191,4880.04211847805,5028.15398136194,5114.52213371348,4979.14642158862,5112.93148006248,5112.82330574328,5106.98363908647,5073.32813716213,15612.0735378945,15575.4627882337,15595.9041834709,15517.0423915017,15516.142144198,18172.8646742839,15270.9302198055,5399.91662311869,5440.44619896902,8753.11808815842,4560.74183543472,4636.01054959955,4637.73215092399,4538.82537103067,2655.89382128616,16331.1130499255,15691.6456484083,9883.49692855788,15175.9830774753,15727.4858183672,15136.2569307119,15165.5996576074,14860.4047564052,4859.93019894603,3278.32686815102,16552.2341715073,16551.9348939147,16403.3725668011,5185.06810933335,15656.095101815,15218.378464691,15218.244801911,15218.056386249,3816.76379030166,15855.4851326324,16076.0315516758,15675.5214627641,15675.0347866199,15969.9001554834,14128.8966305309,16100.6005715452,14122.3061033352,9199.3078176854,14314.877382455,13450.6583190329,9279.04289610814,9278.76651064004,16080.1910126839,8148.0049700484,8149.46013158073,16069.9225605826,15965.3285581598,13444.2015483389,13438.4698675206,13398.2104700831,15806.3517881366,8247.0015722513,8245.88139253566,14806.7223416299,14763.2527823559,13803.3132056192,13315.7081980979,16041.1427293881,16040.0701346172,13906.7288010472,13906.1417204525,13292.6675414595,13276.2622899961,15884.7447621539,16027.0259578612,13052.6036402097,8263.9325097646,13793.34923571,15903.5625897776,15899.6003384367,13049.6804822667,13740.744171458,15661.8513701679,14922.0408275588,12974.6554591149,14160.3754856045,14160.6872860421,13419.7046349207,14205.4078052794,13131.6476136871,13124.7338233869,9609.48820415184,13128.2099200007,15181.5929963483,15184.2477741326,4829.36104765902,13096.5124361578,12973.0745665058,8059.73256121281,15119.9451639144,4440.45428775493,4435.67589930288,4447.74445830971,10587.6017297249,15445.7080869834,15437.7311913206,15426.839869844,12964.4616494841,12504.8417841264,15552.157972231,12515.2363356943,12519.4146135766,12408.3422328474,13503.8426944832,15410.693482302,12907.7470238787,12904.8636059748,15391.6914901935,15530.2512946172,14627.365458557,14626.9015609483,14627.7268792116,14623.1903798911,12419.6034764848,12867.6146002861,14024.2330596198,12812.5239523773,12986.2423690755,12384.8259754201,12790.6109422256,12304.0047557751,12714.1390710285,13946.6912741009,12715.7545208751,12781.2555773711,12748.5168890894,12643.3159648524,12579.7917289065,14979.9939715078,13001.3696251376,12123.2496532408,12124.7679607655,12085.3504132981,12108.9859422078,12102.1053618219,12031.3914841158,14859.1239611395,12140.8105942735,12127.4175675102,15313.3385381976,12822.055954236,12730.7575345142,12117.6243863197,12495.8488855881,12574.2628712966,12751.2868458211,12766.8483924283,12722.6581890358,12923.0315078461,12721.0632563667,12334.6654864204,12829.3924094023,12843.2003189148,12908.2946190532,12540.9163899508,13046.3516867511,12529.9733448102,11709.0722673476,11708.5445505326,13442.3662965835,12847.8916895364,12555.140600797,13831.0492947345,12570.4241077874,13823.3882173868,12588.9016005858,12450.7260673768,12787.2364639643,12550.913069511,13328.8485717965,12579.6448129667,12170.840471397,13320.6706065498,13754.2864911662,13339.2801015777,11602.2481335546,15058.8274397353,12974.9240890206,14301.486180904,14301.6935484268,14301.2415289425,12927.5415112148,12511.1213885257,14287.3022267184,11559.2009478532,13026.5302983901,12959.2368669915,12758.7989343606,12424.0060522229,12894.4739194867,12843.6774326776,13137.2801530205,13041.4484787586,12838.1946719442,14071.5861004587,14717.5300021544,5640.64445240334,14063.1397514491,13832.4046148577,12978.2202204392,12487.4701299067,12465.7216485064,12461.7261956174,14668.9852190682,13948.1847455833,12659.8843419894,6182.73257757892,14465.6901319819,14110.4594678121,5629.48230778323,14460.330189641,14431.8458161707,9978.0851133266,14381.4942371511,10610.8076607604,10610.0953407937,14013.0583566487,13728.3168371422,10953.4437928818,13695.4816947205,12371.9896969305,5861.51860804625,5857.28293811075,5865.79671953123,5897.49023389377,11785.8954700355,10190.6078715498,11939.6086676058,11939.7191314213,12521.8484905319,11870.3431164153,12470.5514856507,12468.0278348995,12440.5395689671,6815.02308408161,10688.6148830695,4083.26565992566,11497.1713946935,12211.3728984198,7218.39170074655,12052.0420637173,11056.6505350378,11048.8662062093,12007.7316018982,12044.1918553903,10541.0324657668,10635.4192338824,10334.5229208152,10495.4901937993,10491.6529695392,10506.7077806483,10436.9873516969,10529.3295580371,10530.2432893474,10386.5531140645,10376.4367262585,10463.4002581835,10391.6855148124,10504.5669506925,10507.6237390594,9677.87302694513,10311.3611293399,10309.9148883072,10838.0255629255,9717.4228715627,10267.8370987129,8454.8611549496,9145.25813988285
