"model","parameter_type","parameter_index","estimate","ci_lb","ci_ub","elapsed_seconds","source_model"
"spatial_only","tau2",1,0.322658372212684,0.242496176716107,0.424933448324187,382.77837562561,"/home/amizuno/phylo_spatial_tutorial_revision/revision_checks/scholer_spatial_audit_outputs/spatial_only.rds"
