"model","parameter_type","parameter_index","estimate","ci_lb","ci_ub","elapsed_seconds","source_model"
"combined","sigma2",1,0.225482834372111,0.202413568180927,0.251844872134483,795.390449523926,"/home/amizuno/phylo_spatial_tutorial_revision/revision_checks/scholer_spatial_audit_outputs/combined.rds"
