"model","parameter_type","parameter_index","estimate","ci_lb","ci_ub","elapsed_seconds","source_model"
"unstructured_only","sigma2",2,0.476361449528544,0.363825537426552,0.622260156428221,12.4435760974884,"/home/amizuno/phylo_spatial_tutorial_revision/revision_checks/scholer_spatial_audit_outputs/unstructured_only.rds"
