"parameter","rhat","ess_bulk","ess_tail"
"r_species[Epidalea_calamita,Intercept]",1.00044960230605,4158.17230569333,10764.6814030194
"r_species[Eulamprus_tympanum,Intercept]",1.00064491524826,19475.9972821357,10143.4901868719
"r_species[Eurolophosaurus_nanuzae,Intercept]",1.00009530321851,19000.8901047371,12345.4927811332
"r_species[Falco_tinnunculus,Intercept]",1.00054925552207,22287.4139901247,12772.0225837258
"r_species[Ficedula_hypoleuca,Intercept]",1.00046604051568,16222.9987234999,12429.1601784471
"r_species[Fulica_atra,Intercept]",0.999978149230875,13799.1608607687,10517.3028717694
"r_species[Galaxias_anomalus,Intercept]",1.00027498858081,20885.2907667192,12419.4206462957
"r_species[Galaxias_D.,Intercept]",1.0001745848418,19081.8952585632,10869.2860148233
"r_species[Galaxias_depressiceps,Intercept]",1.00011285554372,17491.7427425448,12105.2252419447
"r_species[Galaxias_eldoni,Intercept]",1.00007146864159,11692.523479961,11979.8980529801
"r_species[Galaxias_gollumoides,Intercept]",1.00057950574726,22787.0775863034,12543.8818950177
"r_species[Galaxias_pullus,Intercept]",1.00006136093066,16648.5803491497,12482.7066039783
"r_species[Galaxias_southern,Intercept]",1.0005056801802,7989.64992772408,10392.6029793802
"r_species[Galaxias_vulgaris,Intercept]",1.00008720098683,13373.8592794286,11297.7269041264
"r_species[Gambusia_affinis,Intercept]",1.00013197667752,19514.2347550682,13438.4366794203
"r_species[Gambusia_geiseri,Intercept]",1.0005101598366,21915.3222721767,12008.4783049354
"r_species[Gambusia_holbrooki,Intercept]",1.0000517429908,9998.82988917423,11572.8699641647
"r_species[Hirundo_rustica,Intercept]",1.00005885623385,8288.28561790166,11516.8760510928
"r_species[Hogna_helluo,Intercept]",1.00029218336472,22063.5925896074,12492.4063801277
"r_species[Hyla_labialis,Intercept]",1.00036137871826,10858.5389010742,13090.1243574483
"r_species[Hynobius_retardatus,Intercept]",1.00010622388093,5176.82741847438,10057.380327914
"r_species[Iberolacerta_monticola,Intercept]",1.00051648782004,14251.5489737478,12348.1980277196
"r_species[Iguana_iguana,Intercept]",1.00029510708349,11234.0172766538,12641.2183607008
"r_species[Kinosternon_hirtipes,Intercept]",1.00075116280196,16634.5796343185,12135.2297820092
"r_species[Kinosternon_integrum,Intercept]",1.00030614003851,3434.0994806615,9132.1924386843
"r_species[Kinosternon_subrubrum,Intercept]",1.00031748020546,21996.7849523739,11336.5335805402
"r_species[Leiolepis_reevesii,Intercept]",1.0002705647278,14447.2866365965,12619.9826975876
"r_species[Lernanthropus_cynoscicola,Intercept]",1.00052793415467,3871.15845159891,9460.55567841898
"r_species[Malaclemys_terrapin,Intercept]",1.00033220088899,17854.3852350074,13288.6935168701
"r_species[Marmota_marmota,Intercept]",1.00027965431963,11272.986534258,10983.1088511134
"r_species[Myodes_glareolus,Intercept]",1.00036184637524,2675.45770551342,5851.59683713232
"r_species[Natrix_natrix,Intercept]",1.00020581816141,21970.3280350513,12413.9838301356
"r_species[Neolamprologus_pulcher,Intercept]",1.00023778184713,19562.6371454156,12377.6607406094
"r_species[Nerodia_sipedon,Intercept]",1.00030868505125,22898.8410737853,12317.2178660608
"r_species[Nicrophorus_pustulatus,Intercept]",1.00001239593706,6338.73390259242,10990.6021477966
"r_species[Onychomys_leucogaster,Intercept]",1.00033734193895,5016.86023687891,9333.79308313763
"r_species[Oplurus_cuvieri,Intercept]",1.00019995527605,18362.4574296227,12215.9073621626
"r_species[Pantherophis_obsoletus,Intercept]",1.00065723506227,19035.7850290168,13171.0135346519
"r_species[Parus_caeruleus,Intercept]",1.00073661590684,22242.612924319,13115.1971537752
"r_species[Parus_major,Intercept]",1.00030005269856,15136.6448206054,13098.6422330482
"r_species[Petroica_australis,Intercept]",1.00006785377527,22843.3731825872,12926.9764680709
"r_species[Phoenicurus_phoenicurus,Intercept]",1.00003173273386,9978.42313293282,11976.2957935218
"r_species[Pituophis_catenifer,Intercept]",1.00001732103361,15464.8453449107,11899.8380906634
"r_species[Plethodon_albagula,Intercept]",1.00068455975285,6902.19158923471,11038.8472452173
"r_species[Podarcis_atrata,Intercept]",1.00007086914261,6236.78348432685,12191.6296612185
"r_species[Podarcis_lilfordi,Intercept]",1.00022598038221,10783.7601685638,11864.5258504348
"r_species[Podarcis_melisellensis,Intercept]",1.00031974232971,18411.3970649172,12592.8667936819
"r_species[Podarcis_milensis,Intercept]",1.00004020951782,9050.17017219599,12289.1872060579
"r_species[Podarcis_muralis,Intercept]",1.00036142741078,7488.46293093007,12652.4844217659
"r_species[Porphyrio_porphyrio,Intercept]",1.00079314963284,3731.93818221908,9365.1807002791
"r_species[Prostephanus_truncatus,Intercept]",1.00055613327583,11936.4756639493,13406.2854367287
"r_species[Protonotaria_citrea,Intercept]",1.00025328250386,3946.57607205843,9720.12059374561
"r_species[Psammodromus_algirus,Intercept]",1.00017637245232,8252.09178811804,12459.3400049363
"r_species[Pseudemys_floridana,Intercept]",0.999920198301103,20410.0196784278,12059.3753891235
"r_species[Quiscalus_quiscula,Intercept]",1.0003958678045,20035.6043257299,12768.4070648928
"r_species[Ramphotyphlops_braminus,Intercept]",1.00016885827767,21320.2587950937,11080.4105990497
"r_species[Rana_arvalis,Intercept]",1.00021000283496,12064.5218486544,12213.7779820741
"r_species[Rankinia_diemensis,Intercept]",1.00091178422246,25160.5018619345,13034.7260504364
"r_species[Sayornis_phoebe,Intercept]",1.00030708984198,9927.67600411145,11889.4816418326
"r_species[Sceloporus_spinosus,Intercept]",1.00030095255639,13027.8540774575,11844.0808824654
"r_species[Sceloporus_virgatus,Intercept]",1.00039657787336,17278.4449327106,12299.0532379134
"r_species[Sitana_ponticeriana,Intercept]",1.00006653431243,17590.5899754301,12674.882917097
"r_species[Somateria_fischeri,Intercept]",1.00030058027438,19940.7259311355,12717.3302203069
"r_species[Spalerosophis_diadema,Intercept]",1.00000430207553,22685.2219978654,12708.9917216041
"r_species[Sphenodon_punctatus,Intercept]",1.00025490458716,19489.0021025098,11831.1604702129
"r_species[Sternotherus_odoratus,Intercept]",0.99994922647507,19061.2341172949,12516.7953731312
"r_species[Storeria_dekayi,Intercept]",1.00043294410781,3103.20880778609,6846.56853846685
"r_species[Sturnus_vulgaris,Intercept]",0.99999661287851,13164.4125543739,12646.8428623491
"r_species[Tachycineta_bicolor,Intercept]",1.00014395018588,13396.3077018065,12865.3353982438
"r_species[Taeniopygia_guttata,Intercept]",1.00024276674065,6028.07489994818,11035.234335334
"r_species[Terrapene_ornata,Intercept]",0.999994577367466,21567.0986906753,12618.4086557192
"r_species[Thamnophis_ordinoides,Intercept]",1.00050916451414,23272.6841876631,12285.754938837
"r_species[Tropidonophis_mairii,Intercept]",1.00113712221281,23351.0284648726,13404.6239529111
"r_species[Urocitellus_columbianus,Intercept]",1.0004802269599,15112.8620634217,11621.932909487
"r_species[Urocitellus_richardsonii,Intercept]",1.00058179780192,5056.81393806208,7436.4943696738
"r_species[Uta_stansburiana,Intercept]",1.00068845292963,2885.76509414396,2862.23083360001
"r_species[Vipera_aspis,Intercept]",1.00025974223297,25186.259013438,13168.6000754909
"r_species[Vipera_ursinii,Intercept]",1.00024453236161,4862.85875979624,10116.6518213348
"r_species[Wyeomyia_smithii,Intercept]",1.00026610838412,23182.0688946178,11877.2566197559
"r_species[Zootoca_vivipara,Intercept]",1.00044182316063,3300.9906130094,9209.97340820207
"lprior",1.00071744496694,3443.56920639747,6243.06921106802
"lp__",1.00139012681142,1139.46021170382,2538.27662858035
"z_1[1,1]",1.00017668473689,26342.3926429264,12686.5047880683
"z_1[1,2]",1.00002729452515,25921.16529246,11435.10828909
"z_1[1,3]",1.00036639882693,24133.133049162,12037.6961601896
"z_1[1,4]",1.00004635219271,25390.781836036,12514.2315850878
"z_1[1,5]",1.00125551533458,26293.9057285156,11693.6672842626
"z_1[1,6]",1.00024669666215,29504.3497860588,12719.0270404152
"z_1[1,7]",1.00113408578248,30185.7303100721,12710.0689984586
"z_1[1,8]",1.00046633540234,27176.1680747341,12028.660911963
"z_1[1,9]",1.00006418557766,30437.7170790234,11678.7828602656
"z_1[1,10]",1.00020434295403,27614.7735089075,12718.9995483637
"z_1[1,11]",1.00081148892944,23032.7097002141,11553.6429120598
"z_1[1,12]",1.00013733836952,28280.0047971323,11703.0376697782
"z_1[1,13]",0.999858378516799,25178.1741167393,12523.2987014825
"z_1[1,14]",1.00048538694852,26220.9073968737,12302.5779429642
"z_1[1,15]",1.00037608304631,27264.2814735241,11737.117732731
"z_1[1,16]",1.0000877212086,27100.4291664602,11569.3993015416
"z_1[1,17]",1.00086378569763,26530.2475190207,12464.0487861496
"z_1[1,18]",1.00005440360911,29382.7189069774,12663.1818776205
"z_1[1,19]",1.00039747173885,24755.2134148635,13173.7386833538
"z_1[1,20]",1.00033255452966,16119.7407995918,11398.2958287921
"z_1[1,21]",1.00097072885584,24375.7098479824,11606.1583751279
"z_1[1,22]",1.00000065627253,28136.4996777065,12517.0732511987
"z_1[1,23]",1.00052561656923,31750.9684912881,11919.1560269298
"z_1[1,24]",0.999940435288036,13804.5213662664,11344.9122896055
"z_1[1,25]",1.00053816473933,29753.995944378,11831.1642719672
"z_1[1,26]",1.000757426358,23649.9503422683,12512.4238515761
"z_1[1,27]",0.999996207715531,23583.4107769048,12405.2729408641
"z_1[1,28]",1.00022158723452,22081.120652254,12694.5722028741
"z_1[1,29]",1.00015798335101,25361.6156396424,11960.9573875368
"z_1[1,30]",1.00010759431853,28683.9984691032,11595.6586336399
"z_1[1,31]",1.00008429372149,24393.7728323864,12401.315174964
"z_1[1,32]",1.00014213923676,18873.1176000444,12951.3048134034
"z_1[1,33]",1.00008936571844,16091.7472678151,12131.327455933
"z_1[1,34]",1.00014284247043,20841.8407242822,12107.2895403898
"z_1[1,35]",1.00049321929976,25974.662987473,12041.5309025882
"z_1[1,36]",1.00012566823039,27801.0495206007,12126.0497470805
"z_1[1,37]",1.00041050714601,21809.7575268789,12712.5940682217
"z_1[1,38]",1.00046837147303,26082.6405010741,11895.1020793135
"z_1[1,39]",1.00006904810655,25035.3645929359,12743.1120788667
"z_1[1,40]",1.00057362633957,22852.4080616715,12722.2968159752
"z_1[1,41]",0.999882484958107,30330.025543174,11391.953114029
"z_1[1,42]",1.00035649177461,29905.8143876196,11786.1947549957
"z_1[1,43]",1.00063844849778,23344.6410072099,12012.5572284847
"z_1[1,44]",1.00029278671744,28349.321899974,11902.2311203646
"z_1[1,45]",1.00010129947657,26139.5057326613,12457.4752148905
"z_1[1,46]",1.00000658717792,29100.743610219,12320.8195136632
"z_1[1,47]",1.00012638253662,29391.3885446039,11292.7701624838
"z_1[1,48]",1.00012286999047,26538.0175763616,12077.0918894649
"z_1[1,49]",1.00029085415209,22154.4036014851,12426.6094364897
"z_1[1,50]",1.00088857949505,27121.2060964541,11640.9615292958
"z_1[1,51]",1.00013387142444,27660.672642025,11443.1772203111
"z_1[1,52]",1.00012814586568,31228.808918349,13430.2700144574
"z_1[1,53]",1.00014367732139,26070.260697459,11843.2509826804
"z_1[1,54]",1.00004846353843,19353.2196703429,12888.3511995705
"z_1[1,55]",1.00010274868915,24332.8243317205,13069.2810216628
"z_1[1,56]",1.0002563786745,23388.6597004754,12811.4966857796
"z_1[1,57]",1.0003097879118,28624.4342566892,12095.6284741603
"z_1[1,58]",0.999899179799551,26764.590968249,12401.4507562847
"z_1[1,59]",1.00010081983558,22679.5288217742,12167.3042543822
"z_1[1,60]",1.00011259620779,17779.398117857,11534.9138110812
"z_1[1,61]",1.00007472557214,25867.670692448,11279.8657942626
"z_1[1,62]",1.00003244215658,25353.5756125604,12119.1994692855
"z_1[1,63]",1.00046944590782,28796.6910092707,11611.3220702087
"z_1[1,64]",1.00017958371906,25567.2951818224,12765.2829052234
"z_1[1,65]",1.00023968457993,28666.4274447098,10570.4787465596
"z_1[1,66]",1.00035617905086,28504.0157915548,11478.2470567519
"z_1[1,67]",1.00013341020624,29362.4531945798,12073.4141640066
"z_1[1,68]",1.00073182886354,23569.1969165554,11427.4477572859
"z_1[1,69]",1.0003371897755,30459.2171473887,12111.8430359845
"z_1[1,70]",1.00010381414007,24181.7536308247,11475.1737433125
"z_1[1,71]",0.999983672208256,25243.5203418757,12816.9395683366
"z_1[1,72]",1.00005834150696,18831.1911795862,12697.1361022592
"z_1[1,73]",0.999963754447252,25153.5647297268,11602.2173533405
"z_1[1,74]",1.00021449222823,26031.369611003,12434.3861499109
"z_1[1,75]",0.999995267654363,24426.5469452774,12730.3411665905
"z_1[1,76]",1.00057004300653,27099.8771671883,11861.3975725353
"z_1[1,77]",1.00029516192434,19590.2200293455,11827.1478157598
"z_1[1,78]",1.00022248468305,26758.2126674736,11968.4414469141
"z_1[1,79]",1.00001354082618,25257.6317745906,13306.0099439893
"z_1[1,80]",1.00075760911903,24398.7802264137,11915.8671871
"z_1[1,81]",1.00018770589713,25637.1241238964,11562.3255274608
"z_1[1,82]",1.00022968473567,20350.4806033636,12591.1292304817
"z_1[1,83]",1.00031017653173,20996.0958440952,12823.4164873226
"z_1[1,84]",1.00012701607629,33751.7995529006,10748.1264872294
"z_1[1,85]",1.00017066925516,21127.6510073256,11447.7366766957
"z_1[1,86]",1.00032739235937,24457.3804828867,13530.2853519363
"z_1[1,87]",1.00042857605358,23203.2237443931,11942.6269647812
"z_1[1,88]",1.00048832272466,28211.3061029804,12509.3384674317
"z_1[1,89]",0.999953843200144,26469.6578366803,12287.1825110463
"z_1[1,90]",0.99994185846765,23441.8703622912,12868.7433117336
"z_1[1,91]",1.00004016321543,23444.7827346005,12866.9216132388
"z_1[1,92]",1.00106124768143,33781.0281129578,11994.1684429712
"z_1[1,93]",1.00066161770768,28056.4100863909,12189.773826783
"z_1[1,94]",1.00057636150765,26950.6677053306,11743.1858846555
"z_1[1,95]",0.999898372887095,26494.6706411909,13158.6052752461
"z_1[1,96]",1.00063541018599,20577.1099844962,12199.1854287728
"z_1[1,97]",1.00056327344914,27859.285376077,11695.9285607862
"z_1[1,98]",1.00003076462431,24391.5927127473,12509.1718496692
"z_1[1,99]",1.00025158425285,26518.8246135657,12690.1100331981
"z_1[1,100]",1.00007119070563,24208.0184389775,11713.4326217057
"z_1[1,101]",1.00020253133352,23782.0456940287,12094.8556097365
"z_1[1,102]",1.00045627993515,31422.2627526899,11722.3037927284
"z_1[1,103]",1.00009205185093,29542.4807461802,12338.8317363952
"z_1[1,104]",1.00007521748834,28221.8931403251,11904.0794442313
"z_1[1,105]",1.00030145373241,28184.0072232404,10875.0924298772
"z_1[1,106]",1.00006353667636,24384.7673540843,12507.5087479481
"z_1[1,107]",1.00025740762745,22742.1694650739,12266.5098835821
"z_1[1,108]",1.00048502472927,27956.7038736443,12169.2941401876
"z_1[1,109]",1.0003059352285,29074.1970850376,11281.381487324
"z_1[1,110]",1.00022008252708,7457.56845693557,11747.2483133071
"z_1[1,111]",1.00019893806627,28215.2300747647,11433.9550432495
"z_1[1,112]",1.00007897516049,26989.5084997828,11956.5655377971
"z_1[1,113]",1.00002430004104,27514.2358624097,12660.4686159206
"z_1[1,114]",1.00075307839826,28217.287926799,11525.5449590874
"z_1[1,115]",0.999996231389291,16422.1351594914,11973.123699275
"z_1[1,116]",1.00013819985848,22301.0621827387,12679.4987147766
"z_1[1,117]",1.00048551938523,24399.4818557512,12539.904583126
"z_1[1,118]",1.00016138092609,24871.883746721,11559.5169334276
"z_1[1,119]",1.00019761994642,27230.7449942766,11619.8002627039
"z_1[1,120]",1.0000344468362,30245.2983527761,11406.523327826
"z_1[1,121]",1.00017845415969,28804.4875629351,11773.9091155961
"z_1[1,122]",0.999899696871171,23997.7012078005,12577.6198832139
"z_1[1,123]",1.00013834957879,23006.6418613439,11818.9447875458
"z_1[1,124]",1.00023638425303,28237.0981844383,11684.2223953982
"z_1[1,125]",1.00008045365563,30774.1466973731,12218.5105834068
"z_1[1,126]",1.00001727988467,26117.1248122923,11821.9956367429
"z_1[1,127]",1.00016457059635,16678.8038725693,12358.7760857487
"z_1[1,128]",1.00042352627301,28109.1936096195,12163.5497294796
"z_1[1,129]",1.00099194788935,24592.5325380809,12026.0080993654
"z_1[1,130]",1.0002756005998,30910.7870407021,11837.1657538385
"z_1[1,131]",1.00003114826884,26849.0009925434,11395.5386764408
"z_1[1,132]",0.999983110905743,19091.6419847685,12900.5204686801
"z_1[1,133]",1.00022250246361,29814.0487643694,11883.6271681242
"z_1[1,134]",0.999953046959156,11069.7211651857,11592.4417146309
"z_1[1,135]",1.00067979874868,27129.7801202826,11662.8418486501
"z_1[1,136]",1.00036910262001,10619.8927782242,11553.6272626399
"z_1[1,137]",1.00030313713891,31120.9278165721,12651.3890246688
"z_1[1,138]",1.00021068750772,28016.6316913637,12208.4949325552
"z_1[1,139]",1.00005465831043,22292.2865615066,12456.619789839
"z_1[1,140]",1.00017343119666,25515.4954865338,12853.2664485858
"z_1[1,141]",1.00035520041958,19245.2814442601,12573.4709649892
"z_1[1,142]",1.00002856330077,22254.8946088326,12914.9514984697
"z_1[1,143]",1.00013647038597,28311.7553800965,11275.8057200113
"z_1[1,144]",1.00036101299823,28577.3192622679,12702.3446952883
"z_1[1,145]",1.00003955024341,27897.8698627323,13024.5586046225
"z_1[1,146]",1.00004666013482,16892.0895803962,12859.6348402603
"z_1[1,147]",0.999948014699497,23814.6355938406,12621.8344405773
"z_1[1,148]",1.00059203289111,27649.0783707517,11684.5962226647
"z_1[1,149]",1.00048292858467,31940.7289227626,11364.0505329006
"z_1[1,150]",1.00002800600766,31824.3053725031,12113.3036535163
"z_1[1,151]",1.00005275491042,19726.1749646076,12638.6878658922
"z_1[1,152]",1.00097909616529,32442.393690135,12329.0712668969
"z_1[1,153]",1.00001737676321,26797.7865379924,12112.530799652
"z_1[1,154]",1.0004373409617,21791.7117151929,11000.5484750168
"z_1[1,155]",1.00057816463448,25843.9091336011,12034.1985750701
"z_1[1,156]",1.00044518823942,22034.996077683,12387.3126716438
"z_1[1,157]",1.0001929700381,20347.3720947452,12009.9175450757
"z_1[1,158]",1.00021255171697,23977.7516555871,12397.788317707
"z_1[1,159]",1.00005326723101,28766.4337503739,12448.4381508699
"z_1[1,160]",1.00004595555177,24680.2512347864,12909.0888971363
"z_1[1,161]",0.999897962296331,22646.0679016054,12256.430553281
"z_1[1,162]",1.00005568173982,23792.5951750389,12782.9967466715
"z_1[1,163]",1.00059361532435,21509.017708418,11750.17171857
"z_1[1,164]",1.00006003806645,21602.0069531817,12793.6652203187
"z_1[1,165]",1.00035361900217,23659.6860013266,12430.7282811759
"z_1[1,166]",1.00008770824668,19173.6006146892,12628.1633597558
"z_1[1,167]",1.00016744912589,21071.9020881955,12737.4386498728
"z_1[1,168]",0.999985818473791,25430.2996690083,12845.9854288814
"z_1[1,169]",1.00054749831646,28416.7269812306,11673.4844177753
"z_1[1,170]",1.00023150957718,28263.6521925582,12033.0064858378
"z_2[1,1]",1.00005709121813,10936.3693390366,10998.7484970906
"z_2[1,2]",1.00111764450421,30736.9277165483,11539.7981928197
"z_2[1,3]",1.00039342845564,22212.9016533405,11809.5088433138
"z_2[1,4]",1.00017197350077,28316.3047823949,12464.01666579
"z_2[1,5]",1.00013225001933,25831.3749452898,11456.1417864084
"z_2[1,6]",0.999986387303314,30774.0224945195,11969.3699807281
"z_2[1,7]",1.00056312906717,28119.6682724766,11755.9863158393
"z_2[1,8]",0.999993282156035,25965.5918328511,11778.8711695981
"z_2[1,9]",1.00043639686268,31540.7176791881,11707.1725764673
"z_2[1,10]",1.00057571001614,14182.3633704889,12139.8625783969
"z_2[1,11]",1.00037324038912,27948.9848528615,11326.4666945413
"z_2[1,12]",1.00050781823542,30512.5051678679,12163.3746266224
"z_2[1,13]",1.00047397056172,11316.4075161917,11127.9922271245
"z_2[1,14]",1.00055766578348,29077.3414457661,12447.4168770945
"z_2[1,15]",1.00038281235406,27058.2394859127,11901.1423224884
"z_2[1,16]",1.00041289238193,29466.9472672931,11239.2501062856
"z_2[1,17]",1.00003778890459,27895.4383940126,11193.5232404261
"z_2[1,18]",0.99999739010004,29153.8914217432,10768.9004889645
"z_2[1,19]",1.00025755284146,26810.859344039,11931.4254061932
"z_2[1,20]",1.00023004821487,29441.9820533684,11461.8123813875
"z_2[1,21]",1.00057131028948,20922.7790373491,11778.5988158201
"z_2[1,22]",1.00059265079952,29309.4104723027,11768.7117375296
"z_2[1,23]",1.00036457880764,30001.0217522641,11996.1765348727
"z_2[1,24]",1.00012022048785,28640.1267479427,11097.7409374139
"z_2[1,25]",1.00006531680607,13520.5941187948,10102.4359529464
"z_2[1,26]",1.00052286965035,31118.7585765685,11094.2483916041
"z_2[1,27]",1.00027841734066,25128.4487614564,11454.021361366
"z_2[1,28]",1.0000264635923,27685.5892605907,10799.3990765496
"z_2[1,29]",1.00024458590512,31416.9973285857,11984.2296948896
"z_2[1,30]",0.999983062872125,30630.357394149,12160.560763654
"z_2[1,31]",1.00035847624072,10095.7492438604,9729.11600470151
"z_2[1,32]",1.00095652095659,27383.429758007,12975.504881957
"z_2[1,33]",1.00060392828966,26580.1319165221,11997.5030160411
"z_2[1,34]",1.0003888513328,28779.0192441546,11175.5750164339
"z_2[1,35]",1.00028192145719,27928.7058413969,12198.8194332377
"z_2[1,36]",1.00013389950744,28707.5510679606,11832.2033753704
"z_2[1,37]",1.00014015492579,26726.5010836056,12319.3615795721
"z_2[1,38]",1.00042794497975,30389.1979542157,11293.4943762601
"z_2[1,39]",1.00027324356326,9476.69396967559,11489.4326395487
"z_2[1,40]",1.0000780216026,28507.773226439,11186.2366646059
"z_2[1,41]",1.00012288830181,30093.5931939044,11397.7365514444
"z_2[1,42]",1.0003853574932,23556.7458391444,12621.2013706289
"z_2[1,43]",1.00014807798015,29517.2126882604,12488.928951175
"z_2[1,44]",1.00011699830064,29779.502813603,11945.1863872798
"z_2[1,45]",1.00026493889799,26153.5756169008,12140.5558080372
"z_2[1,46]",1.00005060125552,32308.2630455748,11527.0728586425
"z_2[1,47]",1.00001639969989,21887.9415513119,12555.5746103492
"z_2[1,48]",1.00041274575199,28639.6176871932,12893.14723162
"z_2[1,49]",1.00002949638474,32180.4312843896,11125.8051637747
"z_2[1,50]",1.00018326993177,29294.1919820563,12266.6583820439
"z_2[1,51]",1.00039315738244,27664.007617176,11679.3540398945
"z_2[1,52]",1.00018850415712,30210.4292119893,12532.8073707703
"z_2[1,53]",1.00009202050073,18353.713578011,11074.2647340918
"z_2[1,54]",1.00050418383794,19748.6808614195,12234.1832079639
"z_2[1,55]",1.00003348047872,24202.3114518535,11310.030089928
"z_2[1,56]",0.999908737694567,28505.4091676469,11801.4483653833
"z_2[1,57]",1.00026509206428,27308.1013395857,11467.6218930714
"z_2[1,58]",1.00021478031671,30096.6775726214,11541.7951344402
"z_2[1,59]",1.0006954113721,28248.7562972331,11901.9678013666
"z_2[1,60]",1.00008807801552,26885.4866374253,12462.3465175272
"z_2[1,61]",1.00007580949384,31249.4705033471,11665.969223235
"z_2[1,62]",1.00004878235155,29735.8166863525,11863.1839382524
"z_2[1,63]",1.00027907037764,29878.5537560005,10738.6451023942
"z_2[1,64]",1.00010147178203,17739.5829024913,12083.6610513262
"z_2[1,65]",1.00049739143011,27297.3022530642,12063.3182529649
"z_2[1,66]",1.00028184798214,22968.7364531624,12539.266698269
"z_2[1,67]",0.999951332464128,27133.6541552475,11456.9299344831
"z_2[1,68]",1.00010957406178,25312.7236904859,12873.6010326246
"z_2[1,69]",1.0002289159606,26297.2749577334,11883.442192398
"z_2[1,70]",1.00003893042917,30504.781093959,11508.7292842622
"z_2[1,71]",1.00014223952497,25365.5579711185,11858.3652140563
"z_2[1,72]",1.00026399323787,19567.8621115971,12776.3593499274
"z_2[1,73]",1.00028066372769,30155.2574511612,11794.0606295684
"z_2[1,74]",1.00023358478578,25284.333382359,12283.8575958175
"z_2[1,75]",1.00014457695021,28990.301051048,10832.8624384304
"z_2[1,76]",1.00007866449957,20060.8235655287,12108.6933305056
"z_2[1,77]",1.00045686344143,26824.8820398729,11655.3268945979
"z_2[1,78]",0.999970592756309,28449.378205448,12250.2542794489
"z_2[1,79]",1.00019216956711,27634.9204880303,12514.4137985583
"z_2[1,80]",1.00049853331469,26433.904946555,12003.174841226
"z_2[1,81]",1.00024047615544,31448.0308176828,11978.0817210591
"z_2[1,82]",0.999989299635819,16264.7655723646,11512.903507884
"z_2[1,83]",1.00018135602787,17807.261673299,11626.0643963095
"z_2[1,84]",1.00043392934975,17224.7528756694,11791.9738190279
"z_2[1,85]",1.00003974324143,23343.0965277011,11754.7994824465
"z_2[1,86]",1.00005483926155,20642.0610303451,11710.6816168196
"z_2[1,87]",1.00027994754274,27990.9892541983,11799.9841879717
"z_2[1,88]",1.00028621508886,31776.3764934293,11098.9238374645
"z_2[1,89]",1.00011464865379,22188.7923857041,11324.5088678503
"z_2[1,90]",1.00009240088402,30154.5143520338,11703.6936769555
"z_2[1,91]",1.00025762077983,27815.3031595719,10737.0088334893
"z_2[1,92]",1.00027382868111,9720.08028800314,9651.43909216707
"z_2[1,93]",1.00017341239963,17749.6237156203,12178.0672146661
"z_2[1,94]",1.00079227511467,25766.1264411419,12034.1270446884
"z_2[1,95]",1.0000416594919,30383.29363427,11997.2449376719
"z_2[1,96]",1.00027256237758,33040.3053616465,11052.2432749703
"z_2[1,97]",1.00063908406843,26379.0876151639,11211.1659631478
"z_2[1,98]",0.99987035009631,28661.3907384096,11275.900808135
"z_2[1,99]",0.999969391088766,25268.1886959157,12607.197631872
"z_2[1,100]",1.00065304615975,29063.8854383444,11737.1132863302
"z_2[1,101]",1.00033048767742,28341.3189522159,10180.6436598257
"z_2[1,102]",1.0002844468086,15028.0367155151,11696.0467137994
"z_2[1,103]",1.00020332568794,25724.639470297,11337.2732355394
"z_2[1,104]",1.00023392120994,30202.4259601449,11944.7685083309
"z_2[1,105]",0.99983015336621,29777.989669301,11424.5619964442
"z_2[1,106]",1.00074044455961,28538.10186001,11883.2162708634
"z_2[1,107]",1.00028291630414,19117.9175243725,11593.5114971169
"z_2[1,108]",1.00033391896123,27838.7298132317,12611.1499492278
"z_2[1,109]",0.999942169588456,29322.3762572315,12234.0775300369
"z_2[1,110]",1.00030537666316,21851.3452312468,12145.5998790159
"z_2[1,111]",1.0001253599909,23098.9941559374,12021.9576443152
"z_2[1,112]",1.00023288501832,27803.6659247812,12548.7016024783
"z_2[1,113]",1.00025373163613,24598.70687734,10844.9552550333
"z_2[1,114]",1.00016563160969,31709.9016307266,11508.1286000381
"z_2[1,115]",1.00045134971829,32758.1119509163,11673.2143275934
"z_2[1,116]",1.00047006801118,25326.6547469392,11857.8110496815
"z_2[1,117]",1.00007935558801,24890.859951709,11115.5251190569
"z_2[1,118]",1.00007219371275,28992.4591980642,10918.374787724
"z_2[1,119]",1.00066673044358,25070.6934915037,11834.836511794
"z_2[1,120]",1.00040546193421,30247.9029028209,12504.7594585429
"z_3[1,1]",1.00012337496585,17406.9165353384,11224.3062081186
"z_3[1,2]",1.00026663679751,20512.4243882038,12024.2454107756
"z_3[1,3]",1.00019147031334,18076.1603709596,11207.918782722
"z_3[1,4]",1.00055906995426,3534.5563421831,4322.57953278135
"z_3[1,5]",1.0002158415141,23127.141810003,11921.1842077594
"z_3[1,6]",1.00013845179846,18767.1624037736,12158.8072084689
"z_3[1,7]",1.00082399123605,17213.3602318538,10421.9048234455
"z_3[1,8]",1.00007851510376,14351.5011592807,7855.69520841008
"z_3[1,9]",1.00061974366531,22783.6810311696,12059.3633957033
"z_3[1,10]",1.00008211083664,23412.9560095487,12638.6738706679
"z_3[1,11]",1.00068131911746,23810.4444780449,11293.7429382148
"z_3[1,12]",1.0000459286916,18866.0568103312,9380.66492363771
"z_3[1,13]",1.00011210042907,21128.9614798715,11516.3862249404
