"parameter","rhat","ess_bulk","ess_tail"
"b_Intercept",1.00053187577106,8304.92818494609,7781.33921632684
"b_environmentwild",1.00010476368721,8720.17334642788,11362.6360964391
"sigma",1.0046705047257,1112.97337778057,3045.33992951265
"sd_species__Intercept",1.00297453261263,1202.92727474743,2347.42358051977
"sd_phy__Intercept",1.00087412737393,1853.5336059444,2601.88110087881
