target,component,parameter,parameter_index,estimate,ci_lb,ci_ub,lower_bound_sign,upper_bound_sign,lower_reached_search_boundary,upper_reached_search_boundary,finite_two_sided,ci_null,search_min,search_max,root_tolerance,maxiter,eptries,inner_optimizer_maxiter,method,source_fit,elapsed_seconds,warnings,convergence_information,fit_changed
moura_study,Study variance,sigma2,1,0.01915845087030004,0.01080228573415369,0.03245345894252925,,,FALSE,FALSE,TRUE,FALSE,0.005,0.04,1e-6,1000,10,100,"metafor::confint.rma.mv(), profile-likelihood constrained re-optimization",ou_correctness_outputs/baseline_fit_objects.rds$fit_bm,4766.965999999999,Original invocation supplied type = PL; confint.rma.mv ignored that unsupported extra argument. The profile-likelihood calculation itself was unchanged.,"No explicit optimizer convergence code is exposed by confint.rma.mv; outer warnings were captured, while metafor suppresses internal constrained-fit warnings.",FALSE
